,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2020-09-13,Sun,Matchweek 1,Home,L 0–3,West Brom,Leicester City,Y,"CB,RB",90,0,0,0,0,0,0,0,0,55,2,1,2,0.0,0.0,0.0,0,0,38,49,77.6,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,434,12,85.7,15,20,75.0,10,12,83.3,0.0,0,3,0,0
1,2020-09-19,Sat,Matchweek 2,Away,L 2–5,West Brom,Everton,Y,"LB,CB",90,0,0,0,0,0,0,0,0,60,6,0,2,0.0,0.0,0.0,0,0,35,46,76.1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,466,19,86.4,10,10,100.0,6,12,50.0,0.0,0,3,0,0
2,2020-09-26,Sat,Matchweek 3,Home,D 3–3,West Brom,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,41,0,4,5,0.0,0.0,0.0,0,0,15,23,65.2,2,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,346,185,5,100.0,5,8,62.5,5,10,50.0,0.0,0,0,0,0
3,2020-10-04,Sun,Matchweek 4,Away,L 0–2,West Brom,Southampton,Y,RB,90,0,0,0,0,1,0,0,0,60,5,2,0,0.0,0.0,0.0,2,0,27,48,56.3,2,20,2,1,1,1,1,0,0,0,0,0,0,0,0,0,496,285,10,62.5,12,20,60.0,4,10,40.0,0.0,1,4,0,0
5,2020-11-08,Sun,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,46,1,3,2,0.0,0.0,0.0,1,0,24,37,64.9,4,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,564,313,6,85.7,13,17,76.5,5,12,41.7,0.0,1,4,0,0
8,2020-12-06,Sun,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,N,DM,11,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,2,0,12,14,85.7,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,136,23,9,90.0,2,2,100.0,0,1,0.0,0.0,1,0,0,0
9,2020-12-12,Sat,Matchweek 12,Away,L 1–2,West Brom,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,86,2,1,1,0.0,0.0,0.0,2,1,57,74,77.0,7,46,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1054,452,29,85.3,19,27,70.4,9,12,75.0,0.0,0,7,0,0
10,2020-12-15,Tue,Matchweek 13,Away,D 1–1,West Brom,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,33,1,0,3,0.0,0.0,0.0,1,0,11,16,68.8,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212,51,4,100.0,6,8,75.0,1,3,33.3,0.0,0,0,0,0
11,2020-12-20,Sun,Matchweek 14,Home,L 0–3,West Brom,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,35,2,1,2,0.0,0.0,0.0,0,0,13,25,52.0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,209,3,75.0,8,10,80.0,2,10,20.0,0.0,0,2,0,0
12,2020-12-27,Sun,Matchweek 15,Away,D 1–1,West Brom,Liverpool,Y,CB,90,0,0,0,0,0,0,1,0,27,1,0,1,0.0,0.0,0.0,0,0,9,17,52.9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,153,1,50.0,5,7,71.4,3,7,42.9,0.0,0,1,0,0
13,2020-12-29,Tue,Matchweek 16,Home,L 0–5,West Brom,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,32,0,2,0,0.0,0.0,0.0,0,0,15,21,71.4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364,229,6,85.7,5,6,83.3,4,8,50.0,0.0,0,4,0,0
14,2021-01-02,Sat,Matchweek 17,Home,L 0–4,West Brom,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,77,1,3,2,0.0,0.0,0.0,1,0,40,67,59.7,6,20,0,1,1,0,0,0,0,1,0,0,0,0,0,0,648,435,17,68.0,20,24,83.3,1,10,10.0,0.0,1,7,1,0
