,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2020-09-26,Sat,Matchweek 3,Away,W 3–2,Manchester Utd,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2020-10-04,Sun,Matchweek 4,Home,L 1–6,Manchester Utd,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,2020-12-26,Sat,Matchweek 15,Away,D 2–2,Manchester Utd,Leicester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2021-01-01,Fri,Matchweek 17,Home,W 2–1,Manchester Utd,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
7,2021-02-03,Wed,Matchweek 22,Away,W 3–1,West Ham,Aston Villa,Y,"AM,LW",89,5,4,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
8,2021-02-06,Sat,Matchweek 23,Away,D 0–0,West Ham,Fulham,Y,"AM,LW",90,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
9,2021-02-15,Mon,Matchweek 24,Home,W 3–0,West Ham,Sheffield Utd,Y,"AM,FW",81,4,2,0,0,1,1,0,1,0,0,0,0,1,0,Match Report
10,2021-02-21,Sun,Matchweek 25,Home,W 2–1,West Ham,Tottenham,Y,LW,89,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Match Report
11,2021-02-27,Sat,Matchweek 26,Away,L 1–2,West Ham,Manchester City,Y,AM,90,5,3,0,0,2,0,0,1,0,0,0,1,0,0,Match Report
12,2021-03-08,Mon,Matchweek 27,Home,W 2–0,West Ham,Leeds United,Y,AM,86,5,2,1,0,1,1,0,1,0,0,0,1,0,0,Match Report
14,2021-03-21,Sun,Matchweek 29,Home,D 3–3,West Ham,Arsenal,Y,"AM,LM,RW",90,4,2,1,1,0,0,0,1,0,1,0,0,0,0,Match Report
15,2021-04-05,Mon,Matchweek 30,Away,W 3–2,West Ham,Wolves,Y,AM,90,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
16,2021-04-11,Sun,Matchweek 31,Home,W 3–2,West Ham,Leicester City,Y,FW,90,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
17,2021-04-17,Sat,Matchweek 32,Away,L 2–3,West Ham,Newcastle Utd,Y,FW,86,5,3,2,0,0,0,0,1,0,1,0,0,0,0,Match Report
18,2021-04-24,Sat,Matchweek 33,Home,L 0–1,West Ham,Chelsea,Y,FW,90,3,2,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
19,2021-05-03,Mon,Matchweek 34,Away,W 2–1,West Ham,Burnley,Y,AM,90,6,6,0,0,0,0,0,2,2,0,0,0,0,0,Match Report
20,2021-05-09,Sun,Matchweek 35,Home,L 0–1,West Ham,Everton,Y,AM,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2021-05-15,Sat,Matchweek 36,Away,D 1–1,West Ham,Brighton,Y,AM,90,7,7,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
22,2021-05-19,Wed,Matchweek 37,Away,W 3–1,West Ham,West Brom,Y,"AM,LM",90,9,7,1,0,1,0,0,1,1,0,0,0,0,0,Match Report
23,2021-05-23,Sun,Matchweek 38,Home,W 3–0,West Ham,Southampton,Y,AM,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
