,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
1,2020-10-04,Sun,Matchweek 4,Away,W 6–1,Tottenham,Manchester Utd,Y,RW,45,0,0,0,0,2,0,1,0,24,2,1,0,0.1,0.1,0.0,2,0,12,16,75.0,1,12,2,4,4,1,0,0,0,0,0,0,0,0,0,0,199,77,7,87.5,3,3,100.0,1,2,50.0,0.0,0,1,1,0
2,2020-10-26,Mon,Matchweek 6,Away,W 1–0,Tottenham,Burnley,N,RW,34,0,0,0,0,1,1,0,0,27,1,2,0,0.1,0.1,0.1,2,0,14,20,70.0,2,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,199,49,8,80.0,3,4,75.0,2,4,50.0,0.0,2,2,1,0
3,2020-11-01,Sun,Matchweek 7,Home,W 2–1,Tottenham,Brighton,Y,RW,69,0,0,0,0,2,0,0,0,30,1,0,0,0.1,0.1,0.0,3,1,15,23,65.2,2,15,1,1,1,1,0,1,1,0,1,0,0,0,0,0,195,45,9,81.8,4,5,80.0,0,1,0.0,0.0,0,0,0,0
4,2020-12-27,Sun,Matchweek 15,Away,D 1–1,Tottenham,Wolves,N,FW,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3,75.0,1,1,100.0,0,1,0.0,0.0,0,0,0,0
5,2021-01-13,Wed,Matchweek 16,Home,D 1–1,Tottenham,Fulham,N,"RM,RW",16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,57,18,4,100.0,1,1,100.0,0,1,0.0,0.0,0,1,0,0
7,2021-01-28,Thu,Matchweek 20,Home,L 1–3,Tottenham,Liverpool,N,RW,45,0,0,0,0,0,0,0,0,23,0,1,1,0.0,0.0,0.0,1,1,12,17,70.6,2,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,257,28,2,40.0,9,9,100.0,1,1,100.0,0.0,0,2,1,0
8,2021-02-04,Thu,Matchweek 22,Home,L 0–1,Tottenham,Chelsea,N,FW,22,0,0,0,0,1,1,0,0,26,0,1,1,0.0,0.0,0.0,1,0,14,20,70.0,2,19,0,2,2,1,0,0,0,0,0,0,0,0,0,0,219,27,10,90.9,3,5,60.0,1,2,50.0,0.1,0,1,1,0
9,2021-02-07,Sun,Matchweek 23,Home,W 2–0,Tottenham,West Brom,Y,RW,73,0,0,0,0,1,0,1,0,56,3,0,1,0.0,0.0,0.1,4,0,37,48,77.1,6,30,4,2,1,3,0,0,1,0,0,0,0,0,0,0,601,169,11,84.6,16,19,84.2,4,10,40.0,0.1,1,4,1,0
10,2021-02-13,Sat,Matchweek 24,Away,L 0–3,Tottenham,Manchester City,Y,RW,71,0,0,0,0,0,0,1,0,44,1,1,1,0.0,0.0,0.0,0,0,31,35,88.6,3,23,3,4,2,0,0,0,0,0,0,0,0,0,0,0,388,67,20,95.2,7,10,70.0,1,1,100.0,0.0,0,0,0,0
11,2021-02-21,Sun,Matchweek 25,Away,L 1–2,Tottenham,West Ham,Y,AM,45,0,0,0,0,2,1,1,0,33,0,0,0,0.1,0.1,0.1,3,0,21,26,80.8,3,21,2,2,1,1,1,1,0,0,0,0,0,0,0,0,367,67,9,90.0,9,10,90.0,2,4,50.0,0.1,2,1,0,0
12,2021-02-28,Sun,Matchweek 26,Home,W 4–0,Tottenham,Burnley,N,RW,21,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,9,10,90.0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,117,0,6,100.0,3,3,100.0,0,1,0.0,0.0,0,0,0,0
13,2021-04-04,Sun,Matchweek 30,Away,D 2–2,Tottenham,Newcastle Utd,N,RW,27,0,0,0,0,1,0,0,0,17,0,0,1,0.0,0.0,0.1,5,0,13,13,100.0,2,14,2,1,1,2,0,0,3,0,0,0,0,0,0,0,205,56,8,100.0,4,4,100.0,1,1,100.0,0.1,1,1,2,0
14,2021-04-11,Sun,Matchweek 31,Home,L 1–3,Tottenham,Manchester Utd,N,AM,13,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,3,0,6,11,54.5,2,6,2,2,2,2,0,1,0,0,0,0,0,0,0,0,119,28,2,50.0,2,3,66.7,1,2,50.0,0.0,1,1,0,0
15,2021-04-16,Fri,Matchweek 32,Away,D 2–2,Tottenham,Everton,N,AM,27,0,0,0,0,1,0,0,0,26,2,0,2,0.0,0.0,0.0,0,0,13,17,76.5,0,15,2,3,1,0,0,0,0,0,0,0,0,0,0,0,127,41,11,84.6,1,2,50.0,0,1,0.0,0.0,0,0,0,0
16,2021-05-08,Sat,Matchweek 35,Away,L 1–3,Tottenham,Leeds United,N,AM,24,0,0,0,0,2,1,0,0,12,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,0,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,86,28,3,100.0,3,4,75.0,0,1,0.0,0.0,0,0,0,0
