,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-13,Sun,Matchweek 1,Away,W 1–0,Everton,Tottenham,Y,"LW,FW",90.0,33.0,42.0,78.6,394.0,60.0,20.0,22.0,90.9,9.0,12.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Match Report
1,2020-09-19,Sat,Matchweek 2,Home,W 5–2,Everton,West Brom,Y,"LW,FW",90.0,22.0,29.0,75.9,323.0,56.0,12.0,13.0,92.3,10.0,12.0,83.3,0.0,1.0,0.0,2.0,1.0,0.3,2.0,3.0,0.0,0.0,2.0,Match Report
2,2020-09-26,Sat,Matchweek 3,Away,W 2–1,Everton,Crystal Palace,Y,LW,89.0,28.0,41.0,68.3,367.0,45.0,20.0,24.0,83.3,7.0,10.0,70.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Match Report
6,2020-11-22,Sun,Matchweek 9,Away,W 3–2,Everton,Fulham,Y,LW,75.0,20.0,28.0,71.4,217.0,41.0,14.0,16.0,87.5,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,1.0,Match Report
7,2020-11-28,Sat,Matchweek 10,Home,L 0–1,Everton,Leeds United,Y,"LW,FW",90.0,13.0,24.0,54.2,177.0,62.0,8.0,11.0,72.7,1.0,3.0,33.3,2.0,3.0,66.7,0.0,0.1,0.0,2.0,1.0,0.0,0.0,1.0,Match Report
8,2020-12-05,Sat,Matchweek 11,Away,D 1–1,Everton,Burnley,Y,"LW,AM",90.0,27.0,35.0,77.1,317.0,98.0,17.0,19.0,89.5,7.0,11.0,63.6,0.0,1.0,0.0,1.0,1.0,0.6,3.0,2.0,1.0,0.0,2.0,Match Report
9,2020-12-12,Sat,Matchweek 12,Home,W 1–0,Everton,Chelsea,Y,LW,89.0,12.0,17.0,70.6,164.0,18.0,7.0,7.0,100.0,3.0,5.0,60.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Match Report
10,2020-12-16,Wed,Matchweek 13,Away,W 2–0,Everton,Leicester City,Y,LW,90.0,17.0,22.0,77.3,271.0,89.0,8.0,10.0,80.0,8.0,9.0,88.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Match Report
11,2020-12-19,Sat,Matchweek 14,Home,W 2–1,Everton,Arsenal,Y,LW,89.0,22.0,36.0,61.1,411.0,116.0,9.0,14.0,64.3,9.0,14.0,64.3,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,Match Report
13,2021-01-01,Fri,Matchweek 17,Home,L 0–1,Everton,West Ham,Y,RW,90.0,29.0,42.0,69.0,366.0,43.0,19.0,22.0,86.4,7.0,9.0,77.8,1.0,1.0,100.0,0.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,Match Report
16,2021-01-30,Sat,Matchweek 21,Home,L 0–2,Everton,Newcastle Utd,Y,LW,90.0,24.0,32.0,75.0,343.0,72.0,11.0,12.0,91.7,10.0,14.0,71.4,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,Match Report
20,2021-02-17,Wed,Matchweek 16,Home,L 1–3,Everton,Manchester City,Y,FW,90.0,12.0,19.0,63.2,204.0,46.0,7.0,11.0,63.6,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,Match Report
22,2021-03-01,Mon,Matchweek 26,Home,W 1–0,Everton,Southampton,Y,FW,89.0,11.0,23.0,47.8,120.0,47.0,8.0,12.0,66.7,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Match Report
24,2021-03-08,Mon,Matchweek 27,Away,L 0–2,Everton,Chelsea,Y,"FW,LW,AM",90.0,12.0,19.0,63.2,169.0,20.0,6.0,6.0,100.0,5.0,7.0,71.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Match Report
25,2021-03-13,Sat,Matchweek 28,Home,L 1–2,Everton,Burnley,Y,FW,90.0,16.0,28.0,57.1,217.0,35.0,10.0,14.0,71.4,4.0,7.0,57.1,1.0,2.0,50.0,0.0,0.1,0.0,1.0,2.0,0.0,0.0,1.0,Match Report
26,2021-04-05,Mon,Matchweek 30,Home,D 1–1,Everton,Crystal Palace,Y,FW,90.0,11.0,19.0,57.9,192.0,79.0,6.0,9.0,66.7,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.5,0.5,2.0,2.0,2.0,0.0,4.0,Match Report
27,2021-04-12,Mon,Matchweek 31,Away,D 0–0,Everton,Brighton,Y,FW,90.0,13.0,23.0,56.5,248.0,62.0,6.0,9.0,66.7,6.0,10.0,60.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Match Report
28,2021-04-16,Fri,Matchweek 32,Home,D 2–2,Everton,Tottenham,Y,FW,90.0,28.0,38.0,73.7,322.0,29.0,20.0,23.0,87.0,4.0,7.0,57.1,1.0,3.0,33.3,0.0,0.1,0.0,2.0,2.0,0.0,0.0,1.0,Match Report
29,2021-04-23,Fri,Matchweek 33,Away,W 1–0,Everton,Arsenal,Y,"RW,FW",88.0,9.0,18.0,50.0,111.0,37.0,7.0,9.0,77.8,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Match Report
30,2021-05-01,Sat,Matchweek 34,Home,L 1–2,Everton,Aston Villa,Y,"LW,RW",90.0,20.0,26.0,76.9,249.0,47.0,14.0,15.0,93.3,4.0,6.0,66.7,1.0,1.0,100.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.0,Match Report
31,2021-05-09,Sun,Matchweek 35,Away,W 1–0,Everton,West Ham,Y,FW,83.0,13.0,20.0,65.0,170.0,35.0,7.0,8.0,87.5,5.0,6.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Match Report
32,2021-05-13,Thu,Matchweek 19,Away,D 0–0,Everton,Aston Villa,Y,FW,90.0,22.0,30.0,73.3,335.0,59.0,8.0,11.0,72.7,10.0,13.0,76.9,2.0,2.0,100.0,0.0,0.2,0.1,3.0,2.0,1.0,0.0,5.0,Match Report
34,2021-05-19,Wed,Matchweek 37,Home,W 1–0,Everton,Wolves,Y,FW,90.0,14.0,23.0,60.9,228.0,51.0,5.0,7.0,71.4,7.0,9.0,77.8,1.0,2.0,50.0,0.0,0.1,0.2,2.0,1.0,1.0,0.0,2.0,Match Report
