,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-14,Mon,Matchweek 1,Away,W 3–1,Chelsea,Brighton,N,FW,30,20,23,87.0,343,87,11,14,78.6,6,6,100.0,3,3,100.0,0,0.1,0.0,1,1,1,0,2,Match Report
2,2020-09-26,Sat,Matchweek 3,Away,D 3–3,Chelsea,West Brom,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
3,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
4,2020-10-04,Sun,Matchweek 4,Home,W 7–2,Aston Villa,Liverpool,Y,AM,90,26,34,76.5,427,150,12,15,80.0,7,8,87.5,4,6,66.7,0,0.0,0.0,0,4,1,0,1,Match Report
5,2020-10-18,Sun,Matchweek 5,Away,W 1–0,Aston Villa,Leicester City,Y,AM,90,38,41,92.7,592,155,18,19,94.7,11,11,100.0,5,5,100.0,0,0.1,0.0,1,6,1,0,4,Match Report
6,2020-10-23,Fri,Matchweek 6,Home,L 0–3,Aston Villa,Leeds United,Y,AM,90,28,39,71.8,502,204,12,16,75.0,13,18,72.2,3,4,75.0,0,0.4,0.1,4,5,1,0,7,Match Report
7,2020-11-01,Sun,Matchweek 7,Home,L 3–4,Aston Villa,Southampton,Y,AM,90,37,47,78.7,652,203,18,22,81.8,10,14,71.4,7,7,100.0,0,0.2,0.2,4,1,1,0,4,Match Report
8,2020-11-08,Sun,Matchweek 8,Away,W 3–0,Aston Villa,Arsenal,Y,AM,90,39,51,76.5,611,195,16,19,84.2,18,19,94.7,2,8,25.0,1,1.0,0.8,6,1,5,0,9,Match Report
11,2021-01-20,Wed,Matchweek 1,Away,L 0–2,Aston Villa,Manchester City,Y,AM,67,10,15,66.7,173,39,5,9,55.6,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Match Report
12,2021-01-23,Sat,Matchweek 11,Home,W 2–0,Aston Villa,Newcastle Utd,Y,AM,79,44,49,89.8,608,110,26,28,92.9,11,13,84.6,3,3,100.0,0,0.2,0.1,2,2,2,0,5,Match Report
13,2021-01-27,Wed,Matchweek 20,Away,L 2–3,Aston Villa,Burnley,Y,AM,82,39,43,90.7,644,151,23,24,95.8,9,12,75.0,6,6,100.0,0,0.2,0.2,1,2,0,0,2,Match Report
14,2021-01-30,Sat,Matchweek 21,Away,W 1–0,Aston Villa,Southampton,Y,AM,89,24,29,82.8,271,73,18,19,94.7,4,5,80.0,1,1,100.0,0,0.1,0.0,2,1,0,0,3,Match Report
15,2021-02-03,Wed,Matchweek 22,Home,L 1–3,Aston Villa,West Ham,Y,AM,68,38,46,82.6,784,195,11,14,78.6,21,21,100.0,6,8,75.0,0,0.0,0.1,1,2,2,0,7,Match Report
16,2021-02-06,Sat,Matchweek 23,Home,W 1–0,Aston Villa,Arsenal,Y,AM,77,22,31,71.0,324,39,14,18,77.8,4,4,100.0,2,4,50.0,0,0.6,0.0,3,2,1,0,1,Match Report
17,2021-02-13,Sat,Matchweek 24,Away,D 0–0,Aston Villa,Brighton,Y,AM,75,19,26,73.1,239,20,14,16,87.5,4,6,66.7,0,1,0.0,0,0.1,0.0,2,2,0,0,0,Match Report
18,2021-02-21,Sun,Matchweek 25,Home,L 1–2,Aston Villa,Leicester City,Y,AM,75,42,53,79.2,846,172,17,19,89.5,18,19,94.7,7,11,63.6,0,0.0,0.0,0,3,1,0,3,Match Report
19,2021-02-27,Sat,Matchweek 26,Away,W 1–0,Aston Villa,Leeds United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2021-03-03,Wed,Matchweek 29,Away,L 0–1,Aston Villa,Sheffield Utd,N,CM,23,20,22,90.9,372,64,11,12,91.7,6,6,100.0,2,2,100.0,0,0.1,0.1,1,1,2,0,8,Match Report
21,2021-03-06,Sat,Matchweek 27,Home,D 0–0,Aston Villa,Wolves,N,"LM,AM",30,10,13,76.9,184,58,5,6,83.3,5,5,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,2,Match Report
22,2021-03-12,Fri,Matchweek 28,Away,D 1–1,Aston Villa,Newcastle Utd,N,RM,23,16,19,84.2,219,93,10,11,90.9,1,3,33.3,2,2,100.0,0,0.3,0.1,1,0,2,0,2,Match Report
23,2021-03-21,Sun,Matchweek 18,Home,L 0–2,Aston Villa,Tottenham,N,RW,25,8,12,66.7,114,25,5,6,83.3,3,5,60.0,0,1,0.0,0,0.0,0.0,1,1,1,0,4,Match Report
24,2021-04-04,Sun,Matchweek 30,Home,W 3–1,Aston Villa,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
25,2021-04-10,Sat,Matchweek 31,Away,L 1–2,Aston Villa,Liverpool,N,"CM,AM",25,7,10,70.0,89,12,5,8,62.5,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Match Report
26,2021-04-21,Wed,Matchweek 32,Home,L 1–2,Aston Villa,Manchester City,N,LM,28,16,19,84.2,233,85,10,11,90.9,5,5,100.0,1,3,33.3,0,0.1,0.1,1,0,0,0,2,Match Report
27,2021-04-25,Sun,Matchweek 33,Home,D 2–2,Aston Villa,West Brom,Y,AM,81,42,49,85.7,651,183,21,23,91.3,18,20,90.0,2,5,40.0,0,0.2,0.1,3,5,2,0,9,Match Report
28,2021-05-01,Sat,Matchweek 34,Away,W 2–1,Aston Villa,Everton,Y,AM,90,56,66,84.8,878,364,26,29,89.7,23,27,85.2,4,6,66.7,0,0.5,0.2,2,4,3,0,10,Match Report
29,2021-05-09,Sun,Matchweek 35,Home,L 1–3,Aston Villa,Manchester Utd,Y,AM,76,26,38,68.4,374,126,17,20,85.0,6,12,50.0,2,5,40.0,0,0.1,0.0,1,0,0,0,2,Match Report
30,2021-05-13,Thu,Matchweek 19,Home,D 0–0,Aston Villa,Everton,Y,AM,64,33,42,78.6,576,84,16,19,84.2,12,16,75.0,4,6,66.7,0,0.0,0.0,2,2,0,0,1,Match Report
31,2021-05-16,Sun,Matchweek 36,Away,L 2–3,Aston Villa,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
32,2021-05-19,Wed,Matchweek 37,Away,W 2–1,Aston Villa,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
