,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2020-09-14,Mon,Matchweek 1,Home,L 0–2,Sheffield Utd,Wolves,Y,"CM,RM",90,0,0,0,0,0,0,0,0,66,1,0,1,0.0,0.0,0.1,4,0,43,61,70.5,7,37,2,0,0,4,0,0,0,0,0,0,0,0,0,0,716,154,24,82.8,14,19,73.7,4,11,36.4,0.1,2,1,3,0
1,2020-09-21,Mon,Matchweek 2,Away,L 0–1,Sheffield Utd,Aston Villa,Y,"CM,RM",90,0,0,0,1,0,0,1,0,43,0,1,2,0.8,0.0,0.0,1,0,17,33,51.5,3,17,1,3,1,1,0,0,0,0,0,0,0,0,0,0,296,93,8,66.7,6,9,66.7,2,9,22.2,0.0,1,1,0,0
2,2020-09-27,Sun,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,Y,CM,63,0,0,0,0,3,1,1,0,39,2,0,1,0.4,0.4,0.2,5,0,27,32,84.4,2,25,1,1,1,2,2,0,0,0,0,0,0,0,0,0,409,183,13,86.7,6,8,75.0,4,4,100.0,0.1,4,2,0,0
3,2020-10-04,Sun,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,Y,"CM,RM",90,0,0,0,0,1,0,0,0,55,2,0,1,0.0,0.0,0.0,2,0,40,47,85.1,3,29,4,3,3,2,0,0,0,0,0,0,0,0,0,0,610,131,20,90.9,12,14,85.7,4,6,66.7,0.1,1,4,0,0
4,2020-10-18,Sun,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,Y,CM,90,0,0,0,0,1,1,0,0,45,0,2,1,0.0,0.0,0.1,1,0,32,40,80.0,4,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,411,120,21,100.0,7,10,70.0,1,6,16.7,0.0,1,3,0,0
5,2020-10-24,Sat,Matchweek 6,Away,L 1–2,Sheffield Utd,Liverpool,Y,CM,75,0,0,0,0,0,0,1,0,52,1,0,1,0.0,0.0,0.0,3,1,34,43,79.1,2,19,1,0,0,2,1,0,0,0,1,0,0,0,0,0,498,154,13,92.9,9,11,81.8,4,8,50.0,0.1,1,4,1,1
6,2020-10-31,Sat,Matchweek 7,Home,L 0–1,Sheffield Utd,Manchester City,N,"CM,LM",36,0,0,0,0,1,0,0,0,17,0,1,0,0.1,0.1,0.4,1,0,9,14,64.3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140,29,6,85.7,2,4,50.0,1,3,33.3,0.0,1,2,0,0
7,2020-11-07,Sat,Matchweek 8,Away,L 1–4,Sheffield Utd,Chelsea,Y,CM,90,0,0,0,0,1,1,0,0,52,0,0,3,0.0,0.0,0.0,1,0,34,43,79.1,5,24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,594,86,14,82.4,19,21,90.5,1,4,25.0,0.0,0,2,0,0
8,2020-11-22,Sun,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,N,RM,15,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.0,1,0,9,14,64.3,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,68,0,2,66.7,2,3,66.7,0,1,0.0,0.0,0,0,0,0
9,2020-11-28,Sat,Matchweek 10,Away,L 0–1,Sheffield Utd,West Brom,N,CM,28,0,0,0,0,1,0,0,0,34,0,0,0,0.1,0.1,0.0,2,0,25,31,80.6,3,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,450,123,10,100.0,12,14,85.7,2,5,40.0,0.2,0,4,0,0
10,2020-12-06,Sun,Matchweek 11,Home,L 1–2,Sheffield Utd,Leicester City,Y,CM,62,0,1,0,0,0,0,0,0,36,0,1,1,0.0,0.0,0.1,2,2,20,30,66.7,4,15,2,2,1,1,1,0,0,0,1,1,0,0,0,0,280,116,10,83.3,6,9,66.7,1,4,25.0,0.1,1,3,1,0
12,2020-12-20,Sun,Matchweek 14,Away,D 1–1,Sheffield Utd,Brighton,Y,CM,39,0,0,0,0,1,1,0,1,17,0,0,1,0.0,0.0,0.0,2,0,12,15,80.0,1,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,128,62,9,100.0,0,1,0.0,1,3,33.3,0.1,1,2,0,0
13,2021-01-12,Tue,Matchweek 18,Home,W 1–0,Sheffield Utd,Newcastle Utd,Y,"CM,RM",90,0,0,0,0,4,0,0,0,85,0,0,2,0.2,0.2,0.1,5,0,69,75,92.0,8,52,5,1,1,4,0,1,0,0,0,0,0,0,0,0,1062,185,33,97.1,17,18,94.4,8,11,72.7,0.1,2,6,2,0
14,2021-01-17,Sun,Matchweek 19,Home,L 1–3,Sheffield Utd,Tottenham,Y,CM,90,0,0,0,0,1,0,1,0,71,2,0,1,0.0,0.0,0.0,6,1,54,65,83.1,2,49,1,2,2,5,0,0,1,0,1,0,0,0,0,0,748,148,31,96.9,15,19,78.9,3,6,50.0,0.0,0,3,0,0
15,2021-01-27,Wed,Matchweek 20,Away,W 2–1,Sheffield Utd,Manchester Utd,Y,CM,90,0,1,0,0,0,0,1,0,45,1,2,2,0.0,0.0,0.1,2,1,25,36,69.4,5,17,2,0,0,2,0,0,0,0,1,0,0,0,0,0,433,93,12,100.0,12,14,85.7,1,7,14.3,0.0,2,1,2,0
16,2021-01-30,Sat,Matchweek 21,Away,L 0–1,Sheffield Utd,Manchester City,Y,"CM,RM",90,0,0,0,0,0,0,0,0,39,1,0,2,0.0,0.0,0.0,1,0,29,32,90.6,2,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,402,125,18,100.0,5,7,71.4,3,4,75.0,0.0,0,2,0,0
17,2021-02-02,Tue,Matchweek 22,Home,W 2–1,Sheffield Utd,West Brom,Y,CM,90,0,0,0,0,1,0,0,0,82,2,0,1,0.1,0.1,0.1,3,0,62,76,81.6,2,65,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1241,284,22,95.7,32,35,91.4,8,17,47.1,0.4,2,6,1,0
18,2021-02-07,Sun,Matchweek 23,Home,L 1–2,Sheffield Utd,Chelsea,Y,"CM,RM",90,0,0,0,0,1,0,0,0,60,1,1,0,0.0,0.0,0.0,2,0,37,51,72.5,6,31,0,3,3,2,0,0,0,0,0,0,0,0,0,0,576,135,19,86.4,10,13,76.9,5,10,50.0,0.0,0,8,0,0
19,2021-02-15,Mon,Matchweek 24,Away,L 0–3,Sheffield Utd,West Ham,Y,CM,90,0,0,0,0,1,0,1,0,75,0,1,2,0.0,0.0,0.0,2,0,61,67,91.0,4,48,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1071,181,24,100.0,23,24,95.8,9,11,81.8,0.0,0,4,0,0
20,2021-02-20,Sat,Matchweek 25,Away,L 0–1,Sheffield Utd,Fulham,Y,CM,73,0,0,0,0,0,0,0,0,34,3,2,0,0.0,0.0,0.0,0,0,16,21,76.2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244,9,7,100.0,6,7,85.7,2,4,50.0,0.0,0,0,0,0
21,2021-02-28,Sun,Matchweek 26,Home,L 0–2,Sheffield Utd,Liverpool,Y,"CM,RM",90,0,0,0,0,0,0,0,0,54,1,0,0,0.0,0.0,0.0,2,0,35,43,81.4,2,31,1,1,0,2,0,0,0,0,0,0,0,0,0,0,482,86,20,90.9,12,15,80.0,1,3,33.3,0.0,0,3,0,0
22,2021-03-03,Wed,Matchweek 29,Home,W 1–0,Sheffield Utd,Aston Villa,Y,"CM,RM",90,0,0,0,0,0,0,0,0,40,0,0,2,0.0,0.0,0.0,0,0,21,29,72.4,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,264,32,12,85.7,7,7,100.0,0,5,0.0,0.1,0,0,1,0
23,2021-03-06,Sat,Matchweek 27,Home,L 0–2,Sheffield Utd,Southampton,Y,CM,90,0,0,0,0,1,0,0,0,65,6,1,1,0.0,0.0,0.0,2,0,42,53,79.2,2,26,0,1,0,1,0,0,1,0,0,0,0,0,0,0,798,239,17,89.5,19,22,86.4,6,11,54.5,0.1,1,3,2,1
24,2021-03-14,Sun,Matchweek 28,Away,L 0–5,Sheffield Utd,Leicester City,Y,CM,90,0,0,0,0,0,0,1,0,38,1,1,0,0.0,0.0,0.0,0,0,25,34,73.5,3,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,419,85,11,84.6,11,11,100.0,2,6,33.3,0.0,0,0,0,0
25,2021-04-03,Sat,Matchweek 30,Away,L 1–2,Sheffield Utd,Leeds United,Y,CM,90,0,0,0,0,0,0,1,0,54,1,0,0,0.0,0.0,0.0,0,0,34,45,75.6,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,545,136,18,90.0,12,16,75.0,3,4,75.0,0.0,0,0,0,0
26,2021-04-11,Sun,Matchweek 31,Home,L 0–3,Sheffield Utd,Arsenal,Y,"RM,CM",90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,40,45,88.9,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,72,19,100.0,18,20,90.0,3,5,60.0,0.0,0,0,1,0
