,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2020-10-18,Sun,Matchweek 5,Home,D 1–1,Crystal Palace,Brighton,Y*,CB,90,0,0,0,0,0,0,0,0,42,2,0,2,0.0,0.0,0.0,0,0,26,32,81.3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,225,13,92.9,12,15,80.0,1,3,33.3,0.0,0,0,0,0
3,2020-11-27,Fri,Matchweek 10,Home,L 0–2,Crystal Palace,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0.0,0.0,1,0,50,61,82.0,4,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,871,310,23,76.7,24,24,100.0,3,7,42.9,0.1,0,4,0,0
4,2020-12-06,Sun,Matchweek 11,Away,W 5–1,Crystal Palace,West Brom,Y,CB,90,0,0,0,0,1,0,0,0,56,0,0,1,0.0,0.0,0.2,2,0,44,48,91.7,5,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,841,303,16,100.0,18,19,94.7,7,9,77.8,0.6,1,3,0,0
5,2020-12-13,Sun,Matchweek 12,Home,D 1–1,Crystal Palace,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.1,2,0,32,36,88.9,4,20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,589,244,13,100.0,16,18,88.9,3,5,60.0,0.2,2,3,0,0
6,2020-12-19,Sat,Matchweek 14,Home,L 0–7,Crystal Palace,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,0,0,43,50,86.0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,359,18,90.0,19,20,95.0,6,8,75.0,0.0,0,4,1,0
8,2021-01-17,Sun,Matchweek 19,Away,L 0–4,Crystal Palace,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,33,1,0,2,0.0,0.0,0.0,0,0,21,23,91.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,128,10,100.0,7,7,100.0,3,4,75.0,0.0,0,0,0,0
9,2021-01-26,Tue,Matchweek 20,Home,L 2–3,Crystal Palace,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,69,0,0,3,0.0,0.0,0.0,1,0,48,60,80.0,5,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,950,377,16,88.9,28,37,75.7,4,5,80.0,0.0,0,4,0,0
11,2021-02-02,Tue,Matchweek 22,Away,W 2–1,Crystal Palace,Newcastle Utd,Y,CB,90,1,0,0,0,1,1,0,0,34,0,0,0,0.2,0.2,0.0,1,0,23,28,82.1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,482,134,7,87.5,13,13,100.0,3,6,50.0,0.0,0,2,1,0
12,2021-02-08,Mon,Matchweek 23,Away,L 0–2,Crystal Palace,Leeds United,Y,CB,90,0,0,0,0,1,0,1,0,32,0,0,4,0.0,0.0,0.0,0,0,20,25,80.0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,465,269,5,71.4,10,11,90.9,5,6,83.3,0.0,0,1,0,0
14,2021-02-22,Mon,Matchweek 25,Away,W 2–1,Crystal Palace,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,47,1,0,3,0.0,0.0,0.0,0,0,30,34,88.2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,168,7,87.5,20,20,100.0,1,4,25.0,0.0,0,0,0,0
