,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-09-14,Mon,Matchweek 1,Home,L 0–2,Sheffield Utd,Wolves,N,CM,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,24.0,24.0,100.0,4.0,18.0,2.0,0.0,0.0,Match Report
1,2020-09-21,Mon,Matchweek 2,Away,L 0–1,Sheffield Utd,Aston Villa,Y,CM,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,14.0,21.0,66.7,2.0,15.0,2.0,1.0,1.0,Match Report
2,2020-09-27,Sun,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,Y,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,28.0,41.0,68.3,3.0,28.0,7.0,2.0,2.0,Match Report
3,2020-10-04,Sun,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,Y,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,88.2,7.0,38.0,1.0,2.0,2.0,Match Report
4,2020-10-18,Sun,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,Y,CM,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,1.0,1.0,2.0,0.0,0.0,0.1,2.0,0.0,25.0,34.0,73.5,2.0,27.0,9.0,3.0,1.0,Match Report
5,2020-10-24,Sat,Matchweek 6,Away,L 1–2,Sheffield Utd,Liverpool,Y,CM,90.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,52.0,2.0,0.0,2.0,0.8,0.0,0.1,2.0,0.0,36.0,42.0,85.7,2.0,27.0,2.0,2.0,2.0,Match Report
6,2020-10-31,Sat,Matchweek 7,Home,L 0–1,Sheffield Utd,Manchester City,Y,"CM,RM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,23.0,32.0,71.9,4.0,29.0,3.0,6.0,3.0,Match Report
7,2020-11-07,Sat,Matchweek 8,Away,L 1–4,Sheffield Utd,Chelsea,Y,CM,90.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,28.0,36.0,77.8,1.0,22.0,0.0,2.0,1.0,Match Report
8,2020-11-22,Sun,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,Y,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,47.0,54.0,87.0,2.0,43.0,3.0,2.0,0.0,Match Report
9,2020-11-28,Sat,Matchweek 10,Away,L 0–1,Sheffield Utd,West Brom,Y,"CM,RM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0,0.4,5.0,0.0,40.0,41.0,97.6,4.0,43.0,5.0,4.0,3.0,Match Report
10,2020-12-06,Sun,Matchweek 11,Home,L 1–2,Sheffield Utd,Leicester City,Y,CM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,25.0,84.0,3.0,20.0,1.0,2.0,2.0,Match Report
11,2020-12-13,Sun,Matchweek 12,Away,L 0–3,Sheffield Utd,Southampton,Y,"CM,RM",90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,17.0,24.0,70.8,0.0,22.0,1.0,4.0,2.0,Match Report
12,2020-12-17,Thu,Matchweek 13,Home,L 2–3,Sheffield Utd,Manchester Utd,Y,CM,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,0.0,Match Report
14,2021-05-02,Sun,Matchweek 34,Away,L 0–4,Sheffield Utd,Tottenham,N,AM,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,20.0,70.0,2.0,16.0,2.0,0.0,0.0,Match Report
15,2021-05-08,Sat,Matchweek 35,Home,L 0–2,Sheffield Utd,Crystal Palace,Y,CM,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,16.0,87.5,3.0,13.0,1.0,1.0,1.0,Match Report
