,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-14,Mon,Matchweek 1,Away,W 3–1,Chelsea,Brighton,Y,FW,60,11,17,64.7,127,14,10,11,90.9,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Match Report
1,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
2,2020-10-18,Sun,Matchweek 5,Away,D 1–1,Fulham,Sheffield Utd,Y,AM,80,45,49,91.8,560,119,32,35,91.4,11,11,100.0,1,1,100.0,0,0.0,0.0,1,5,0,0,7,Match Report
3,2020-10-24,Sat,Matchweek 6,Home,L 1–2,Fulham,Crystal Palace,Y,AM,73,36,39,92.3,480,129,24,25,96.0,7,8,87.5,2,2,100.0,0,0.0,0.1,0,4,2,0,4,Match Report
4,2020-11-02,Mon,Matchweek 7,Home,W 2–0,Fulham,West Brom,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2020-12-05,Sat,Matchweek 11,Away,L 0–2,Fulham,Manchester City,Y,AM,82,22,28,78.6,250,76,15,17,88.2,5,6,83.3,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
9,2020-12-13,Sun,Matchweek 12,Home,D 1–1,Fulham,Liverpool,Y,AM,73,16,18,88.9,221,81,10,11,90.9,4,5,80.0,1,1,100.0,0,0.2,0.1,1,2,1,0,4,Match Report
10,2020-12-16,Wed,Matchweek 13,Home,D 0–0,Fulham,Brighton,Y,AM,76,17,25,68.0,208,27,13,16,81.3,3,5,60.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2,Match Report
12,2020-12-26,Sat,Matchweek 15,Home,D 0–0,Fulham,Southampton,Y,CM,90,16,23,69.6,252,78,8,9,88.9,5,8,62.5,2,2,100.0,0,0.0,0.0,0,2,1,1,2,Match Report
