13,2021-01-13,Wed,Matchweek 16,Away,D 1–1,Fulham,Tottenham,Y,FW,89,26,35,74.3,339,77,15,21,71.4,7,7,100.0,1,2,50.0,0,0.0,0.0,0,4,1,0,4,Match Report
15,2021-01-20,Wed,Matchweek 18,Home,L 1–2,Fulham,Manchester Utd,Y,AM,90,16,20,80.0,271,23,8,8,100.0,7,10,70.0,1,1,100.0,0,0.1,0.0,1,0,0,0,2,Match Report
17,2021-01-30,Sat,Matchweek 21,Away,D 2–2,Fulham,West Brom,Y,RW,90,29,36,80.6,424,149,14,18,77.8,11,12,91.7,1,1,100.0,0,0.3,0.0,2,3,2,0,3,Match Report
18,2021-02-03,Wed,Matchweek 22,Home,L 0–2,Fulham,Leicester City,Y,"RW,RM",70,19,23,82.6,236,46,10,12,83.3,7,8,87.5,0,1,0.0,0,0.0,0.1,1,0,0,0,3,Match Report
19,2021-02-06,Sat,Matchweek 23,Home,D 0–0,Fulham,West Ham,Y,"AM,CM",90,41,47,87.2,637,208,21,23,91.3,12,16,75.0,4,4,100.0,0,0.1,0.1,1,5,0,0,13,Match Report
21,2021-02-17,Wed,Matchweek 17,Away,D 1–1,Fulham,Burnley,Y,"FW,RM",90,20,28,71.4,242,73,12,15,80.0,7,7,100.0,0,3,0.0,0,0.1,0.1,1,3,1,1,1,Match Report
23,2021-02-28,Sun,Matchweek 26,Away,D 0–0,Fulham,Crystal Palace,Y,"AM,CM",90,41,47,87.2,774,102,16,18,88.9,19,21,90.5,5,5,100.0,0,0.0,0.0,1,3,0,0,5,Match Report
24,2021-03-04,Thu,Matchweek 33,Home,L 0–1,Fulham,Tottenham,Y,LM,63,15,20,75.0,204,61,7,9,77.8,7,8,87.5,0,1,0.0,0,0.0,0.0,0,2,0,0,3,Match Report
27,2021-03-19,Fri,Matchweek 29,Home,L 1–2,Fulham,Leeds United,N,AM,28,7,11,63.6,137,12,2,4,50.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
28,2021-04-04,Sun,Matchweek 30,Away,L 1–3,Fulham,Aston Villa,Y,AM,82,22,31,71.0,351,119,10,13,76.9,12,14,85.7,0,1,0.0,0,0.0,0.0,1,3,1,0,9,Match Report
29,2021-04-09,Fri,Matchweek 31,Home,L 0–1,Fulham,Wolves,Y,AM,62,17,23,73.9,220,65,10,12,83.3,7,8,87.5,0,1,0.0,0,0.0,0.1,0,3,1,0,4,Match Report
32,2021-05-10,Mon,Matchweek 35,Home,L 0–2,Fulham,Burnley,N,"CB,AM",17,12,14,85.7,226,45,3,4,75.0,8,9,88.9,1,1,100.0,0,0.0,0.0,0,1,1,0,2,Match Report
33,2021-05-15,Sat,Matchweek 36,Away,L 1–3,Fulham,Southampton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
34,2021-05-18,Tue,Matchweek 37,Away,D 1–1,Fulham,Manchester Utd,N,FW,28,9,9,100.0,148,40,2,2,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Match Report
