,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-14,Mon,Matchweek 1,Away,W 2–0,Wolves,Sheffield Utd,Y,"LM,WB",90,31,39,79.5,448,144,17,19,89.5,11,13,84.6,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Match Report
4,2020-10-25,Sun,Matchweek 6,Home,D 1–1,Wolves,Newcastle Utd,N,LM,23,14,17,82.4,236,87,7,7,100.0,6,9,66.7,1,1,100.0,0,0.1,0.0,1,2,0,0,1,Match Report
6,2020-11-08,Sun,Matchweek 8,Away,L 0–1,Wolves,Leicester City,N,WB,15,12,18,66.7,153,65,7,8,87.5,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,1,1,1,Match Report
7,2020-11-23,Mon,Matchweek 9,Home,D 1–1,Wolves,Southampton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2020-11-29,Sun,Matchweek 10,Away,W 2–1,Wolves,Arsenal,Y,"LB,WB",90,52,58,89.7,885,389,23,23,100.0,18,21,85.7,6,8,75.0,0,0.0,0.0,0,4,0,0,2,Match Report
9,2020-12-06,Sun,Matchweek 11,Away,L 0–4,Wolves,Liverpool,Y,LB,90,40,51,78.4,651,242,23,25,92.0,11,14,78.6,4,8,50.0,0,0.0,0.0,0,5,0,0,4,Match Report
10,2020-12-12,Sat,Matchweek 12,Home,L 0–1,Wolves,Aston Villa,Y,LB,90,38,48,79.2,691,214,17,17,100.0,18,22,81.8,3,9,33.3,0,0.0,0.0,0,2,0,0,7,Match Report
11,2020-12-15,Tue,Matchweek 13,Home,W 2–1,Wolves,Chelsea,Y,WB,90,35,45,77.8,580,252,15,17,88.2,15,21,71.4,2,2,100.0,0,0.0,0.0,1,3,0,0,3,Match Report
12,2020-12-21,Mon,Matchweek 14,Away,L 1–2,Wolves,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2020-12-27,Sun,Matchweek 15,Home,D 1–1,Wolves,Tottenham,Y,LB,74,53,61,86.9,896,271,23,24,95.8,26,29,89.7,4,5,80.0,0,0.0,0.0,0,5,0,0,3,Match Report
15,2021-02-14,Sun,Matchweek 24,Away,W 2–1,Wolves,Southampton,N,LM,22,9,13,69.2,171,82,3,3,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Match Report
18,2021-05-16,Sun,Matchweek 36,Away,L 0–2,Wolves,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2021-05-19,Wed,Matchweek 37,Away,L 0–1,Wolves,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2021-05-23,Sun,Matchweek 38,Home,L 1–2,Wolves,Manchester Utd,N,WB,8,8,12,66.7,123,48,5,6,83.3,3,4,75.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Match Report
