,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2020-09-14,Mon,Matchweek 1,Away,W 3–1,Chelsea,Brighton,Y,AM,79,0,0,0,0,0,0,0,0,34,3,0,0,0.0,0.0,0.1,2,0,24,27,88.9,4,19,1,2,1,2,0,0,0,0,0,0,0,0,0,0,322,80,14,100.0,6,7,85.7,2,3,66.7,0.2,1,3,1,0
1,2020-09-20,Sun,Matchweek 2,Home,L 0–2,Chelsea,Liverpool,Y,FW,45,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,12,15,80.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,34,7,100.0,3,3,100.0,0,1,0.0,0.0,0,0,0,0
2,2020-09-26,Sat,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y,"AM,CM",90,0,1,0,0,2,2,0,0,73,2,0,0,0.1,0.1,0.1,9,1,51,56,91.1,8,53,0,1,0,8,0,0,0,0,1,0,0,0,0,0,553,123,37,97.4,10,11,90.9,1,1,100.0,0.1,2,3,2,0
3,2020-10-17,Sat,Matchweek 5,Home,D 3–3,Chelsea,Southampton,Y,"AM,LM",90,1,0,0,0,2,1,0,0,73,0,0,2,0.5,0.5,0.0,1,0,43,52,82.7,7,56,3,2,1,1,0,0,0,0,0,0,0,0,0,0,560,134,27,100.0,10,11,90.9,2,2,100.0,0.1,0,2,6,1
4,2020-10-24,Sat,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,AM,71,0,0,0,0,0,0,1,0,42,1,0,2,0.0,0.0,0.1,1,0,25,33,75.8,2,22,2,2,1,1,0,0,0,0,0,0,0,0,0,0,354,68,17,89.5,7,8,87.5,1,2,50.0,0.0,1,1,1,0
5,2020-10-31,Sat,Matchweek 7,Away,W 3–0,Chelsea,Burnley,Y,RM,85,0,0,0,0,1,1,0,0,75,1,0,2,0.0,0.0,0.0,3,0,62,69,89.9,9,46,4,3,3,3,0,0,0,0,0,0,0,0,0,0,760,178,30,88.2,23,24,95.8,1,2,50.0,0.0,1,4,0,0
6,2020-12-05,Sat,Matchweek 11,Home,W 3–1,Chelsea,Leeds United,Y,RM,66,0,0,0,0,1,0,0,0,43,0,1,0,0.4,0.4,0.0,2,0,29,35,82.9,3,28,2,1,1,2,0,0,0,0,0,0,0,0,0,0,390,66,15,93.8,9,10,90.0,1,2,50.0,0.0,1,5,0,0
7,2020-12-12,Sat,Matchweek 12,Away,L 0–1,Chelsea,Everton,Y,RW,67,0,0,0,0,1,0,0,0,38,2,0,0,0.0,0.0,0.1,3,0,23,29,79.3,3,25,3,3,2,2,0,0,1,0,0,0,0,0,0,0,343,25,14,87.5,6,9,66.7,2,2,100.0,0.1,1,0,1,0
8,2020-12-15,Tue,Matchweek 13,Away,L 1–2,Chelsea,Wolves,Y,RM,70,0,0,0,0,0,0,0,0,47,0,0,3,0.0,0.0,0.0,0,0,27,34,79.4,4,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,379,81,15,83.3,10,10,100.0,1,2,50.0,0.0,0,4,0,0
9,2021-01-03,Sun,Matchweek 17,Home,L 1–3,Chelsea,Manchester City,N,CM,14,0,1,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.3,2,1,7,7,100.0,3,7,1,0,0,2,0,0,0,0,1,0,0,0,0,0,118,25,4,100.0,2,2,100.0,1,1,100.0,0.1,1,0,1,0
11,2021-01-19,Tue,Matchweek 18,Away,L 0–2,Chelsea,Leicester City,Y,AM,66,0,0,0,0,0,0,1,0,41,2,0,0,0.0,0.0,0.0,1,0,26,37,70.3,1,11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,362,35,18,72.0,5,5,100.0,2,2,100.0,0.0,0,1,0,0
12,2021-01-27,Wed,Matchweek 20,Home,D 0–0,Chelsea,Wolves,Y,"AM,LW",90,0,0,0,0,3,0,0,0,80,0,0,2,0.2,0.2,0.1,1,0,60,69,87.0,1,46,5,0,0,1,0,0,0,0,0,0,0,0,0,0,693,34,43,97.7,10,14,71.4,2,3,66.7,0.1,1,0,0,0
14,2021-03-08,Mon,Matchweek 27,Home,W 2–0,Chelsea,Everton,Y,FW,90,0,0,0,0,2,0,0,0,50,0,0,1,0.4,0.4,0.0,2,1,39,42,92.9,3,33,4,2,2,1,0,0,1,0,0,0,0,0,1,0,526,69,24,100.0,13,15,86.7,1,1,100.0,0.0,0,4,0,0
15,2021-03-13,Sat,Matchweek 28,Away,D 0–0,Chelsea,Leeds United,Y,FW,90,0,0,0,0,4,4,0,0,57,1,0,1,0.5,0.5,0.1,1,0,41,48,85.4,3,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,408,40,28,96.6,6,6,100.0,1,1,100.0,0.1,1,1,2,0
16,2021-04-03,Sat,Matchweek 30,Home,L 2–5,Chelsea,West Brom,N,CM,19,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,1,0,6,8,75.0,0,9,0,2,1,1,0,0,0,0,0,0,0,0,0,0,105,1,2,66.7,3,3,100.0,1,1,100.0,0.0,1,0,0,0
17,2021-04-10,Sat,Matchweek 31,Away,W 4–1,Chelsea,Crystal Palace,Y,FW,90,1,1,0,0,5,4,0,0,51,1,0,4,0.9,0.9,0.1,4,1,32,40,80.0,3,29,1,2,1,3,0,1,0,0,1,0,0,0,0,0,335,52,19,90.5,6,6,100.0,1,1,100.0,0.0,1,1,0,0
18,2021-04-20,Tue,Matchweek 32,Home,D 0–0,Chelsea,Brighton,Y,FW,66,0,0,0,0,1,1,0,0,38,0,0,1,0.4,0.4,0.0,0,0,21,29,72.4,2,21,2,3,2,0,0,0,0,0,0,0,0,0,0,0,229,32,11,84.6,5,5,100.0,0,1,0.0,0.0,0,0,1,0
20,2021-05-01,Sat,Matchweek 34,Home,W 2–0,Chelsea,Fulham,Y,FW,90,2,0,0,0,2,2,0,0,47,0,1,2,0.8,0.8,0.1,2,1,28,33,84.8,3,20,4,3,1,2,0,0,0,0,1,0,0,0,0,0,365,55,20,100.0,7,9,77.8,1,1,100.0,0.5,1,1,1,0
22,2021-05-12,Wed,Matchweek 36,Home,L 0–1,Chelsea,Arsenal,Y,FW,64,0,0,0,0,3,0,0,0,25,0,0,0,0.5,0.5,0.1,3,0,14,16,87.5,1,15,2,5,2,2,0,1,0,0,0,0,0,0,0,0,176,18,8,88.9,3,3,100.0,1,1,100.0,0.1,1,0,1,0
23,2021-05-23,Sun,Matchweek 38,Away,L 1–2,Chelsea,Aston Villa,N,CM,25,0,0,0,0,4,1,0,0,19,0,0,1,0.8,0.8,0.0,1,0,10,13,76.9,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,138,23,7,87.5,2,4,50.0,1,1,100.0,0.0,0,1,1,0
