,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-12,Sat,Matchweek 1,Away,W 2–0,Newcastle Utd,West Ham,Y,CB,90,28,38,73.7,632,229,7,9,77.8,16,19,84.2,5,8,62.5,0,0.0,0.0,0,1,0,0,2,Match Report
1,2020-09-20,Sun,Matchweek 2,Home,L 0–3,Newcastle Utd,Brighton,Y,CB,90,32,40,80.0,619,198,8,10,80.0,21,24,87.5,2,4,50.0,0,0.0,0.0,0,0,0,0,0,Match Report
2,2020-09-27,Sun,Matchweek 3,Away,D 1–1,Newcastle Utd,Tottenham,Y,CB,90,28,35,80.0,682,214,8,8,100.0,12,13,92.3,7,13,53.8,0,0.0,0.0,1,0,0,0,2,Match Report
3,2020-10-03,Sat,Matchweek 4,Home,W 3–1,Newcastle Utd,Burnley,Y,CB,90,36,48,75.0,817,132,6,10,60.0,22,24,91.7,8,11,72.7,0,0.0,0.0,0,0,0,0,0,Match Report
4,2020-10-17,Sat,Matchweek 5,Home,L 1–4,Newcastle Utd,Manchester Utd,Y,CB,90,35,39,89.7,677,338,13,13,100.0,15,15,100.0,7,10,70.0,0,0.0,0.0,0,0,0,0,1,Match Report
5,2020-10-25,Sun,Matchweek 6,Away,D 1–1,Newcastle Utd,Wolves,Y,CB,90,52,58,89.7,998,271,18,19,94.7,26,26,100.0,7,11,63.6,0,0.0,0.0,0,1,0,0,2,Match Report
6,2020-11-01,Sun,Matchweek 7,Home,W 2–1,Newcastle Utd,Everton,Y,CB,90,41,49,83.7,959,342,11,12,91.7,19,19,100.0,10,16,62.5,0,0.0,0.0,1,0,0,0,2,Match Report
7,2020-11-06,Fri,Matchweek 8,Away,L 0–2,Newcastle Utd,Southampton,Y,CB,90,45,55,81.8,832,204,15,18,83.3,26,31,83.9,3,4,75.0,0,0.0,0.0,0,1,0,0,2,Match Report
8,2020-11-21,Sat,Matchweek 9,Home,L 0–2,Newcastle Utd,Chelsea,Y,CB,90,13,21,61.9,236,49,7,10,70.0,4,6,66.7,2,4,50.0,0,0.0,0.0,0,1,0,0,0,Match Report
9,2020-11-27,Fri,Matchweek 10,Away,W 2–0,Newcastle Utd,Crystal Palace,Y,CB,90,35,45,77.8,746,272,12,13,92.3,16,17,94.1,7,14,50.0,0,0.0,0.0,0,2,0,0,3,Match Report
11,2020-12-16,Wed,Matchweek 13,Away,L 2–5,Newcastle Utd,Leeds United,Y*,CB,90,11,17,64.7,234,188,5,5,100.0,4,4,100.0,2,7,28.6,0,0.0,0.0,0,1,0,0,0,Match Report
12,2020-12-19,Sat,Matchweek 14,Home,D 1–1,Newcastle Utd,Fulham,Y,CB,45,21,24,87.5,323,157,12,12,100.0,8,10,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,3,Match Report
13,2020-12-26,Sat,Matchweek 15,Away,L 0–2,Newcastle Utd,Manchester City,Y*,CB,90,17,23,73.9,264,94,7,7,100.0,10,13,76.9,0,3,0.0,0,0.0,0.0,0,1,0,0,1,Match Report
14,2020-12-30,Wed,Matchweek 16,Home,D 0–0,Newcastle Utd,Liverpool,Y*,CB,90,20,34,58.8,349,180,5,6,83.3,10,15,66.7,3,11,27.3,0,0.0,0.0,0,3,0,0,1,Match Report
15,2021-01-03,Sun,Matchweek 17,Home,L 1–2,Newcastle Utd,Leicester City,Y*,CB,90,37,44,84.1,538,274,19,21,90.5,16,20,80.0,1,2,50.0,0,0.1,0.2,1,2,1,1,2,Match Report
16,2021-01-12,Tue,Matchweek 18,Away,L 0–1,Newcastle Utd,Sheffield Utd,Y*,CB,76,18,27,66.7,265,133,9,11,81.8,6,9,66.7,2,4,50.0,0,0.3,0.1,1,1,1,1,1,Match Report
18,2021-03-07,Sun,Matchweek 27,Away,D 0–0,Newcastle Utd,West Brom,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2021-03-12,Fri,Matchweek 28,Home,D 1–1,Newcastle Utd,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2021-03-20,Sat,Matchweek 29,Away,L 0–3,Newcastle Utd,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
22,2021-04-11,Sun,Matchweek 31,Away,W 2–1,Newcastle Utd,Burnley,Y,CB,90,26,39,66.7,444,291,14,18,77.8,9,11,81.8,3,7,42.9,0,0.1,0.1,1,1,1,1,3,Match Report
23,2021-04-17,Sat,Matchweek 32,Home,W 3–2,Newcastle Utd,West Ham,Y,CB,90,19,26,73.1,341,177,9,9,100.0,7,10,70.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,Match Report
24,2021-04-24,Sat,Matchweek 33,Away,D 1–1,Newcastle Utd,Liverpool,Y,CB,90,34,46,73.9,609,242,15,19,78.9,15,17,88.2,3,6,50.0,0,0.0,0.0,0,4,0,0,3,Match Report
25,2021-05-02,Sun,Matchweek 34,Home,L 0–2,Newcastle Utd,Arsenal,Y,CB,71,41,43,95.3,713,275,22,23,95.7,16,16,100.0,3,4,75.0,0,0.0,0.0,0,5,0,0,2,Match Report
26,2021-05-07,Fri,Matchweek 35,Away,W 4–2,Newcastle Utd,Leicester City,Y,CB,90,20,25,80.0,500,253,1,1,100.0,14,15,93.3,5,9,55.6,0,0.0,0.0,1,1,0,0,0,Match Report
27,2021-05-14,Fri,Matchweek 36,Home,L 3–4,Newcastle Utd,Manchester City,Y,CB,87,10,12,83.3,178,59,3,4,75.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
28,2021-05-19,Wed,Matchweek 37,Home,W 1–0,Newcastle Utd,Sheffield Utd,Y,CB,90,72,77,93.5,1505,573,13,14,92.9,51,52,98.1,7,9,77.8,0,0.0,0.0,1,0,0,0,2,Match Report
29,2021-05-23,Sun,Matchweek 38,Away,W 2–0,Newcastle Utd,Fulham,Y,CB,90,24,29,82.8,495,211,5,5,100.0,19,19,100.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
