,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
2,2020-10-24,Sat,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,AM,80,13,24,54.2,202,45,7,10,70.0,6,9,66.7,0,2,0.0,0,0.0,0.0,0,1,0,0,1,Match Report
7,2020-12-15,Tue,Matchweek 13,Away,L 1–2,Chelsea,Wolves,Y,LW,90,35,44,79.5,582,120,12,13,92.3,17,21,81.0,2,3,66.7,0,0.1,0.1,1,1,5,1,8,Match Report
9,2020-12-26,Sat,Matchweek 15,Away,L 1–3,Chelsea,Arsenal,Y,"LW,RW",90,26,30,86.7,402,112,17,18,94.4,5,7,71.4,3,4,75.0,0,0.3,0.1,3,2,4,1,7,Match Report
10,2020-12-28,Mon,Matchweek 16,Home,D 1–1,Chelsea,Aston Villa,Y,LW,90,28,36,77.8,397,76,17,19,89.5,9,11,81.8,1,2,50.0,0,0.0,0.1,0,0,2,0,6,Match Report
11,2021-01-03,Sun,Matchweek 17,Home,L 1–3,Chelsea,Manchester City,Y,"LW,LM",90,31,36,86.1,427,121,14,16,87.5,11,13,84.6,1,1,100.0,0,0.2,0.3,1,3,1,0,3,Match Report
12,2021-01-16,Sat,Matchweek 19,Away,W 1–0,Chelsea,Fulham,Y,"LW,AM",90,40,46,87.0,558,80,24,25,96.0,15,18,83.3,0,1,0.0,0,0.4,0.1,2,1,1,0,4,Match Report
13,2021-01-19,Tue,Matchweek 18,Away,L 0–2,Chelsea,Leicester City,Y,"LW,AM",90,20,29,69.0,268,40,14,18,77.8,6,8,75.0,0,1,0.0,0,0.1,0.0,1,2,1,0,4,Match Report
15,2021-01-31,Sun,Matchweek 21,Home,W 2–0,Chelsea,Burnley,N,FW,45,10,15,66.7,120,8,8,11,72.7,2,2,100.0,0,1,0.0,1,0.1,0.2,1,0,0,0,0,Match Report
18,2021-02-15,Mon,Matchweek 24,Home,W 2–0,Chelsea,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
24,2021-04-03,Sat,Matchweek 30,Home,L 2–5,Chelsea,West Brom,Y,AM,45,13,15,86.7,183,10,9,10,90.0,4,4,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,1,Match Report
25,2021-04-10,Sat,Matchweek 31,Away,W 4–1,Chelsea,Crystal Palace,Y,AM,90,21,27,77.8,320,112,12,12,100.0,6,6,100.0,2,4,50.0,0,0.4,0.2,4,3,0,0,4,Match Report
27,2021-04-24,Sat,Matchweek 33,Away,W 1–0,Chelsea,West Ham,Y,AM,73,27,31,87.1,371,68,18,22,81.8,7,7,100.0,1,1,100.0,0,0.1,0.1,2,2,0,0,5,Match Report
28,2021-05-01,Sat,Matchweek 34,Home,W 2–0,Chelsea,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
29,2021-05-08,Sat,Matchweek 35,Away,W 2–1,Chelsea,Manchester City,Y,AM,90,40,42,95.2,519,75,26,27,96.3,11,12,91.7,1,1,100.0,0,0.0,0.1,0,1,2,0,4,Match Report
30,2021-05-12,Wed,Matchweek 36,Home,L 0–1,Chelsea,Arsenal,Y,"AM,RW",90,36,43,83.7,392,56,29,30,96.7,6,9,66.7,0,1,0.0,0,0.2,0.2,2,3,4,1,5,Match Report
32,2021-05-23,Sun,Matchweek 38,Away,L 1–2,Chelsea,Aston Villa,Y,"AM,RM,RW",90,44,51,86.3,628,190,21,23,91.3,18,20,90.0,1,1,100.0,1,0.4,0.4,1,6,4,0,10,Match Report
