,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
2,2020-10-04,Sun,Matchweek 4,Home,L 0–3,Leicester City,West Ham,N,AM,27,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.4,1,0,13,16,81.3,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,118,51,6,100.0,2,2,100.0,0,1,0.0,0.2,1,3,0,0
3,2020-10-18,Sun,Matchweek 5,Home,L 0–1,Leicester City,Aston Villa,Y,FW,70,0,0,0,0,1,1,0,0,19,0,0,1,0.0,0.0,0.1,3,0,12,13,92.3,1,12,1,3,2,3,0,0,0,0,0,0,0,0,0,0,163,30,6,100.0,2,2,100.0,2,2,100.0,0.0,2,1,1,0
8,2020-12-06,Sun,Matchweek 11,Away,W 2–1,Leicester City,Sheffield Utd,N,AM,22,0,0,0,0,1,0,0,0,16,0,0,1,0.1,0.1,0.0,1,0,9,10,90.0,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,99,13,6,100.0,1,1,100.0,1,2,50.0,0.0,0,0,0,0
11,2020-12-28,Mon,Matchweek 16,Away,D 1–1,Leicester City,Crystal Palace,Y,FW,71,0,0,0,1,2,0,0,0,19,0,0,0,1.2,0.4,0.0,0,0,7,11,63.6,0,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,77,5,3,100.0,2,2,100.0,0,1,0.0,0.0,0,0,0,0
17,2021-02-28,Sun,Matchweek 26,Home,L 1–3,Leicester City,Arsenal,Y,FW,90,0,0,0,0,4,1,0,0,33,0,0,0,0.2,0.2,0.0,0,0,17,26,65.4,4,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,204,43,11,84.6,4,5,80.0,0,5,0.0,0.0,0,3,1,0
18,2021-03-03,Wed,Matchweek 29,Away,D 1–1,Leicester City,Burnley,Y,FW,66,1,0,0,0,3,1,0,0,30,0,0,0,0.4,0.4,0.1,2,0,15,21,71.4,0,21,3,0,0,2,0,0,0,0,0,0,0,0,0,0,207,18,9,81.8,5,7,71.4,1,1,100.0,0.0,1,0,1,1
19,2021-03-06,Sat,Matchweek 27,Away,W 2–1,Leicester City,Brighton,Y,FW,89,1,0,0,0,2,1,0,0,50,2,1,1,0.4,0.4,0.1,2,0,26,32,81.3,3,39,2,0,0,2,0,0,0,0,0,0,0,0,0,0,392,73,16,100.0,8,11,72.7,2,3,66.7,0.1,1,3,1,0
20,2021-03-14,Sun,Matchweek 28,Home,W 5–0,Leicester City,Sheffield Utd,Y,FW,90,3,0,0,0,6,4,0,0,55,2,0,2,1.9,1.9,0.9,4,0,33,41,80.5,2,40,3,8,6,3,0,1,0,0,0,0,0,0,0,0,506,55,21,87.5,8,9,88.9,3,4,75.0,0.8,3,3,2,0
21,2021-04-03,Sat,Matchweek 30,Home,L 0–2,Leicester City,Manchester City,Y,FW,71,0,0,0,0,0,0,0,0,24,1,0,2,0.0,0.0,0.1,2,0,14,17,82.4,2,10,2,4,3,1,0,1,0,0,0,0,0,0,0,0,201,41,10,90.9,2,3,66.7,1,1,100.0,0.1,1,1,1,0
22,2021-04-11,Sun,Matchweek 31,Away,L 2–3,Leicester City,West Ham,Y,FW,90,2,0,0,0,6,3,0,0,50,1,0,0,0.4,0.4,0.0,3,0,27,36,75.0,4,35,3,2,2,2,0,1,0,0,0,0,0,0,0,0,346,36,11,78.6,10,13,76.9,1,3,33.3,0.0,1,1,2,0
