,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-14,Mon,Matchweek 1,Away,W 3–1,Chelsea,Brighton,Y,"RB,DM",90,47,60,78.3,890,191,15,17,88.2,28,33,84.8,4,7,57.1,1,0.1,0.1,2,3,1,1,0,Match Report
1,2020-09-20,Sun,Matchweek 2,Home,L 0–2,Chelsea,Liverpool,Y,RB,90,41,54,75.9,760,142,16,19,84.2,21,24,87.5,3,6,50.0,0,0.0,0.0,0,1,1,1,2,Match Report
2,2020-09-26,Sat,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y,"RB,CB",90,111,131,84.7,1945,439,51,56,91.1,47,54,87.0,12,19,63.2,0,0.7,0.4,6,12,5,4,12,Match Report
3,2020-10-03,Sat,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2020-10-24,Sat,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,WB,90,36,53,67.9,526,129,18,22,81.8,16,20,80.0,1,7,14.3,0,0.0,0.0,0,0,0,0,2,Match Report
6,2020-10-31,Sat,Matchweek 7,Away,W 3–0,Chelsea,Burnley,Y,RB,90,66,81,81.5,1096,269,30,33,90.9,27,33,81.8,5,10,50.0,0,0.0,0.1,0,2,3,0,8,Match Report
7,2020-11-07,Sat,Matchweek 8,Home,W 4–1,Chelsea,Sheffield Utd,Y,RB,90,96,106,90.6,1504,309,51,55,92.7,38,41,92.7,5,6,83.3,0,0.1,0.1,1,7,1,1,6,Match Report
8,2020-11-21,Sat,Matchweek 9,Away,W 2–0,Chelsea,Newcastle Utd,Y,RB,90,78,86,90.7,1296,218,33,34,97.1,35,37,94.6,6,8,75.0,0,0.0,0.0,0,4,3,1,4,Match Report
9,2020-11-29,Sun,Matchweek 10,Home,D 0–0,Chelsea,Tottenham,Y,RB,90,72,82,87.8,1266,260,25,26,96.2,38,40,95.0,6,12,50.0,0,0.2,0.3,3,1,3,3,3,Match Report
10,2020-12-05,Sat,Matchweek 11,Home,W 3–1,Chelsea,Leeds United,Y,RB,90,32,46,69.6,592,183,14,16,87.5,16,21,76.2,2,6,33.3,1,0.8,0.4,2,0,1,1,0,Match Report
11,2020-12-12,Sat,Matchweek 12,Away,L 0–1,Chelsea,Everton,Y,RB,90,75,88,85.2,1178,347,38,41,92.7,32,37,86.5,4,7,57.1,0,0.0,0.1,0,5,1,0,9,Match Report
12,2020-12-15,Tue,Matchweek 13,Away,L 1–2,Chelsea,Wolves,Y,RB,90,55,67,82.1,1034,251,22,24,91.7,22,25,88.0,8,13,61.5,0,0.1,0.1,1,5,2,2,3,Match Report
14,2020-12-26,Sat,Matchweek 15,Away,L 1–3,Chelsea,Arsenal,Y,RB,90,61,77,79.2,1058,217,29,33,87.9,24,29,82.8,6,9,66.7,0,0.1,0.2,2,6,2,1,10,Match Report
16,2021-01-16,Sat,Matchweek 19,Away,W 1–0,Chelsea,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
17,2021-01-19,Tue,Matchweek 18,Away,L 0–2,Chelsea,Leicester City,Y,RB,90,74,90,82.2,1416,312,30,33,90.9,34,41,82.9,8,10,80.0,0,0.1,0.1,2,7,2,1,6,Match Report
18,2021-01-27,Wed,Matchweek 20,Home,D 0–0,Chelsea,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
19,2021-01-31,Sun,Matchweek 21,Home,W 2–0,Chelsea,Burnley,N,WB,18,25,33,75.8,360,12,13,17,76.5,12,14,85.7,0,2,0.0,0,0.0,0.0,0,0,1,0,1,Match Report
20,2021-02-04,Thu,Matchweek 22,Away,W 1–0,Chelsea,Tottenham,Y,WB,90,51,57,89.5,729,109,30,31,96.8,18,19,94.7,2,6,33.3,0,0.2,0.2,3,0,6,1,6,Match Report
21,2021-02-07,Sun,Matchweek 23,Away,W 2–1,Chelsea,Sheffield Utd,Y,WB,90,68,76,89.5,909,189,48,50,96.0,16,17,94.1,3,6,50.0,0,0.0,0.1,1,2,3,1,6,Match Report
23,2021-02-20,Sat,Matchweek 25,Away,D 1–1,Chelsea,Southampton,Y,WB,90,57,69,82.6,904,243,25,28,89.3,27,29,93.1,2,5,40.0,0,0.1,0.3,1,2,3,0,5,Match Report
24,2021-02-28,Sun,Matchweek 26,Home,D 0–0,Chelsea,Manchester Utd,N,WB,45,42,50,84.0,710,277,17,19,89.5,20,21,95.2,3,7,42.9,0,0.0,0.0,1,6,0,0,4,Match Report
25,2021-03-04,Thu,Matchweek 29,Away,W 1–0,Chelsea,Liverpool,Y,WB,90,51,60,85.0,759,239,32,32,100.0,13,16,81.3,4,7,57.1,0,0.0,0.0,1,1,0,0,2,Match Report
26,2021-03-08,Mon,Matchweek 27,Home,W 2–0,Chelsea,Everton,Y,WB,90,77,92,83.7,1184,230,44,47,93.6,29,33,87.9,4,9,44.4,0,0.0,0.0,1,1,0,0,3,Match Report
27,2021-03-13,Sat,Matchweek 28,Away,D 0–0,Chelsea,Leeds United,N,WB,23,12,12,100.0,232,66,7,7,100.0,2,2,100.0,3,3,100.0,0,0.1,0.1,1,1,0,0,1,Match Report
28,2021-04-03,Sat,Matchweek 30,Home,L 2–5,Chelsea,West Brom,Y,WB,90,54,68,79.4,880,268,30,33,90.9,17,20,85.0,7,12,58.3,0,0.3,0.3,4,1,2,0,3,Match Report
30,2021-04-20,Tue,Matchweek 32,Home,D 0–0,Chelsea,Brighton,Y,"RM,LB",90,70,78,89.7,1082,248,35,38,92.1,27,30,90.0,5,6,83.3,0,0.1,0.1,1,1,0,0,1,Match Report
32,2021-05-01,Sat,Matchweek 34,Home,W 2–0,Chelsea,Fulham,Y,WB,90,49,60,81.7,906,200,22,24,91.7,21,24,87.5,6,8,75.0,0,0.0,0.0,0,3,0,0,3,Match Report
33,2021-05-08,Sat,Matchweek 35,Away,W 2–1,Chelsea,Manchester City,Y,WB,90,45,54,83.3,707,150,25,29,86.2,16,18,88.9,3,4,75.0,0,0.0,0.0,1,2,0,0,1,Match Report
34,2021-05-12,Wed,Matchweek 36,Home,L 0–1,Chelsea,Arsenal,Y,"WB,RB",90,78,89,87.6,966,199,53,55,96.4,17,20,85.0,3,4,75.0,0,0.1,0.1,3,0,3,1,6,Match Report
35,2021-05-18,Tue,Matchweek 37,Home,W 2–1,Chelsea,Leicester City,Y,"CB,WB",90,83,90,92.2,1349,571,37,39,94.9,39,42,92.9,5,7,71.4,0,0.2,0.3,1,7,0,0,7,Match Report
36,2021-05-23,Sun,Matchweek 38,Away,L 1–2,Chelsea,Aston Villa,Y,"CB,DM",90,74,89,83.1,1361,447,27,31,87.1,38,40,95.0,6,14,42.9,0,0.0,0.1,1,10,0,0,13,Match Report
