,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2020-09-12,Sat,Matchweek 1,Home,W 1–0,Crystal Palace,Southampton,Y,CM,73,0,0,0,0,0,0,1,0,29,1,2,1,0.0,0.0,0.0,1,1,14,23,60.9,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,281,75,4,66.7,6,10,60.0,3,5,60.0,0.1,0,0,0,0
1,2020-09-19,Sat,Matchweek 2,Away,W 3–1,Crystal Palace,Manchester Utd,Y,CM,87,0,0,0,0,0,0,0,0,44,2,1,4,0.0,0.0,0.0,0,0,20,32,62.5,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,283,68,11,78.6,6,8,75.0,2,6,33.3,0.0,0,3,0,0
2,2020-09-26,Sat,Matchweek 3,Home,L 1–2,Crystal Palace,Everton,Y,CM,90,0,0,0,0,1,0,0,0,63,4,1,1,0.0,0.0,0.0,1,0,35,48,72.9,2,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,627,143,16,72.7,13,17,76.5,5,7,71.4,0.1,1,2,1,0
3,2020-10-03,Sat,Matchweek 4,Away,L 0–4,Crystal Palace,Chelsea,Y,CM,66,0,0,0,0,0,0,0,0,30,1,1,1,0.0,0.0,0.0,1,0,14,25,56.0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,228,29,7,77.8,5,10,50.0,2,5,40.0,0.0,0,0,0,0
4,2020-11-07,Sat,Matchweek 8,Home,W 4–1,Crystal Palace,Leeds United,N,CM,14,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,1,0,7,7,100.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,86,3,100.0,1,1,100.0,3,3,100.0,0.0,0,0,1,0
9,2021-01-17,Sun,Matchweek 19,Away,L 0–4,Crystal Palace,Manchester City,Y,CM,90,0,0,0,0,0,0,0,0,23,0,1,2,0.0,0.0,0.0,0,0,11,16,68.8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,23,4,80.0,4,5,80.0,2,4,50.0,0.0,0,2,0,0
11,2021-01-30,Sat,Matchweek 21,Home,W 1–0,Crystal Palace,Wolves,Y,DM,45,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,43,46,93.5,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,187,15,93.8,22,22,100.0,5,7,71.4,0.0,0,4,0,0
12,2021-02-28,Sun,Matchweek 26,Home,D 0–0,Crystal Palace,Fulham,N,DM,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,46,1,100.0,4,4,100.0,0,1,0.0,0.0,0,0,0,0
13,2021-03-03,Wed,Matchweek 29,Home,D 0–0,Crystal Palace,Manchester Utd,Y,CM,61,0,0,0,0,0,0,0,0,34,1,0,2,0.0,0.0,0.1,1,0,24,27,88.9,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,535,165,8,88.9,9,9,100.0,6,8,75.0,0.1,1,1,1,1
17,2021-05-19,Wed,Matchweek 37,Home,L 1–3,Crystal Palace,Arsenal,Y,CM,81,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.1,2,0,17,23,73.9,4,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,366,209,4,80.0,8,10,80.0,4,7,57.1,0.1,2,4,2,1
18,2021-05-23,Sun,Matchweek 38,Away,L 0–2,Crystal Palace,Liverpool,Y,CM,87,0,0,0,0,0,0,0,0,39,3,1,2,0.0,0.0,0.1,1,0,21,32,65.6,5,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,483,167,9,81.8,7,13,53.8,5,8,62.5,0.0,1,6,0,0
