,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-09-13,Sun,Matchweek 1,Away,W 3–0,Leicester City,West Brom,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2020-09-20,Sun,Matchweek 2,Home,W 4–2,Leicester City,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2020-09-27,Sun,Matchweek 3,Away,W 5–2,Leicester City,Manchester City,N,LB,11,0,0,0,0,0,0,0,0,10,2,1,0,0.0,0.0,0.0,0,0,1,4,25.0,0,4,0,0,0,Match Report
3,2020-10-04,Sun,Matchweek 4,Home,L 0–3,Leicester City,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2020-10-25,Sun,Matchweek 6,Away,W 1–0,Leicester City,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,85,1,2,1,0.0,0.0,0.0,0,0,61,73,83.6,4,43,0,0,0,Match Report
6,2020-11-02,Mon,Matchweek 7,Away,W 4–1,Leicester City,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,60,4,1,1,0.0,0.0,0.0,0,0,34,48,70.8,2,29,1,1,0,Match Report
7,2020-11-08,Sun,Matchweek 8,Home,W 1–0,Leicester City,Wolves,Y,"CB,LB",90,0,0,0,0,2,0,0,0,78,3,2,0,0.0,0.0,0.0,1,0,46,65,70.8,6,35,0,0,0,Match Report
8,2020-11-22,Sun,Matchweek 9,Away,L 0–3,Leicester City,Liverpool,Y,CB,61,0,0,0,0,0,0,0,0,36,0,2,2,0.0,0.0,0.0,0,0,27,31,87.1,2,17,0,0,0,Match Report
9,2020-11-30,Mon,Matchweek 10,Home,L 1–2,Leicester City,Fulham,Y,"LB,CB",90,0,0,0,0,0,0,0,0,130,5,2,1,0.0,0.0,0.0,1,0,93,115,80.9,7,71,0,1,0,Match Report
10,2020-12-06,Sun,Matchweek 11,Away,W 2–1,Leicester City,Sheffield Utd,Y,CB,90,0,0,0,0,1,0,1,0,107,0,2,0,0.0,0.0,0.0,0,0,81,101,80.2,7,79,0,0,0,Match Report
