,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2020-09-12,Sat,Matchweek 1,Home,W 1–0,Crystal Palace,Southampton,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.8,0.8,0.0,2.0,0.0,8.0,10.0,80.0,2.0,22.0,3.0,1.0,1.0,Match Report
1,2020-09-19,Sat,Matchweek 2,Away,W 3–1,Crystal Palace,Manchester Utd,Y*,FW,90.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,35.0,0.0,0.0,2.0,0.9,0.1,0.2,6.0,0.0,15.0,21.0,71.4,4.0,23.0,6.0,2.0,0.0,Match Report
2,2020-09-26,Sat,Matchweek 3,Home,L 1–2,Crystal Palace,Everton,Y*,"FW,LM",90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,36.0,1.0,1.0,3.0,0.1,0.1,0.0,2.0,1.0,16.0,23.0,69.6,0.0,24.0,1.0,2.0,0.0,Match Report
3,2020-10-03,Sat,Matchweek 4,Away,L 0–4,Crystal Palace,Chelsea,Y*,FW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,12.0,14.0,85.7,0.0,19.0,0.0,3.0,2.0,Match Report
4,2020-10-18,Sun,Matchweek 5,Home,D 1–1,Crystal Palace,Brighton,Y,"FW,LM",90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,14.0,21.0,66.7,1.0,27.0,2.0,3.0,1.0,Match Report
5,2020-10-24,Sat,Matchweek 6,Away,W 2–1,Crystal Palace,Fulham,Y,FW,90.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,1.1,1.1,1.1,8.0,1.0,18.0,23.0,78.3,1.0,29.0,8.0,8.0,7.0,Match Report
6,2020-10-30,Fri,Matchweek 7,Away,L 0–2,Crystal Palace,Wolves,Y,LW,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,50.0,1.0,0.0,2.0,0.1,0.1,0.0,3.0,0.0,28.0,36.0,77.8,3.0,33.0,2.0,4.0,0.0,Match Report
7,2020-11-07,Sat,Matchweek 8,Home,W 4–1,Crystal Palace,Leeds United,Y,FW,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,1.0,0.0,0.0,0.0,0.3,4.0,1.0,25.0,31.0,80.6,3.0,38.0,5.0,7.0,1.0,Match Report
9,2020-12-06,Sun,Matchweek 11,Away,W 5–1,Crystal Palace,West Brom,Y,FW,80.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,41.0,0.0,0.0,0.0,0.7,0.7,0.0,3.0,0.0,23.0,30.0,76.7,3.0,39.0,3.0,5.0,4.0,Match Report
10,2020-12-13,Sun,Matchweek 12,Home,D 1–1,Crystal Palace,Tottenham,Y,FW,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.2,0.2,0.0,5.0,2.0,14.0,22.0,63.6,3.0,26.0,7.0,5.0,2.0,Match Report
11,2020-12-16,Wed,Matchweek 13,Away,D 1–1,Crystal Palace,West Ham,Y,"FW,LM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,23.0,30.0,76.7,3.0,26.0,4.0,4.0,2.0,Match Report
12,2020-12-19,Sat,Matchweek 14,Home,L 0–7,Crystal Palace,Liverpool,Y,FW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,13.0,20.0,65.0,1.0,24.0,3.0,0.0,0.0,Match Report
13,2020-12-26,Sat,Matchweek 15,Away,L 0–3,Crystal Palace,Aston Villa,Y,"FW,LM",90.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,33.0,2.0,0.0,0.0,0.3,0.3,0.0,6.0,0.0,20.0,26.0,76.9,4.0,27.0,4.0,1.0,1.0,Match Report
14,2020-12-28,Mon,Matchweek 16,Home,D 1–1,Crystal Palace,Leicester City,Y,FW,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,38.0,1.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,13.0,25.0,52.0,1.0,27.0,2.0,5.0,1.0,Match Report
15,2021-01-02,Sat,Matchweek 17,Home,W 2–0,Crystal Palace,Sheffield Utd,Y,FW,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.1,0.1,0.3,4.0,0.0,30.0,35.0,85.7,3.0,38.0,6.0,8.0,5.0,Match Report
16,2021-01-14,Thu,Matchweek 18,Away,D 0–0,Crystal Palace,Arsenal,Y,FW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,34.0,58.8,4.0,36.0,3.0,8.0,4.0,Match Report
18,2021-01-26,Tue,Matchweek 20,Home,L 2–3,Crystal Palace,West Ham,Y,"FW,LM",90.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,61.0,0.0,0.0,1.0,0.6,0.6,0.0,1.0,1.0,32.0,43.0,74.4,3.0,41.0,1.0,5.0,3.0,Match Report
19,2021-01-30,Sat,Matchweek 21,Home,W 1–0,Crystal Palace,Wolves,Y,LW,90.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.6,0.6,0.0,7.0,1.0,40.0,46.0,87.0,3.0,48.0,4.0,3.0,1.0,Match Report
20,2021-02-02,Tue,Matchweek 22,Away,W 2–1,Crystal Palace,Newcastle Utd,Y,FW,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,2.0,12.0,0.0,0.0,0.0,Match Report
22,2021-03-07,Sun,Matchweek 27,Away,L 1–4,Crystal Palace,Tottenham,N,FW,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,28.6,0.0,10.0,2.0,2.0,1.0,Match Report
23,2021-03-13,Sat,Matchweek 28,Home,W 1–0,Crystal Palace,West Brom,Y,"FW,LW",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,15.0,21.0,71.4,1.0,28.0,2.0,6.0,3.0,Match Report
24,2021-04-05,Mon,Matchweek 30,Away,D 1–1,Crystal Palace,Everton,Y,"FW,LM",90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,64.0,1.0,1.0,2.0,0.1,0.1,0.2,4.0,0.0,35.0,49.0,71.4,12.0,41.0,10.0,5.0,3.0,Match Report
25,2021-04-10,Sat,Matchweek 31,Home,L 1–4,Crystal Palace,Chelsea,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,26.0,76.9,0.0,26.0,5.0,5.0,3.0,Match Report
26,2021-04-26,Mon,Matchweek 33,Away,L 1–2,Crystal Palace,Leicester City,Y,LW,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,3.0,1.0,1.0,0.5,0.5,0.0,2.0,0.0,17.0,21.0,81.0,2.0,25.0,1.0,4.0,1.0,Match Report
27,2021-05-01,Sat,Matchweek 34,Home,L 0–2,Crystal Palace,Manchester City,Y,LW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,28.0,82.1,0.0,29.0,4.0,6.0,0.0,Match Report
