,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2020-09-12,Sat,Matchweek 1,Away,W 3–0,Arsenal,Fulham,N,RW,15,8,10,80.0,132,39,4,6,66.7,3,3,100.0,1,1,100.0,0,0.1,0.1,1,0,1,0,1,Match Report
1,2020-09-19,Sat,Matchweek 2,Home,W 2–1,Arsenal,West Ham,N,RW,27,7,11,63.6,73,6,3,4,75.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
3,2020-10-04,Sun,Matchweek 4,Home,W 2–1,Arsenal,Sheffield Utd,N,RW,33,8,12,66.7,108,32,6,6,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Match Report
5,2020-10-25,Sun,Matchweek 6,Home,L 0–1,Arsenal,Leicester City,N,"RW,RM",26,7,12,58.3,87,1,2,3,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
6,2020-11-01,Sun,Matchweek 7,Away,W 1–0,Arsenal,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2020-11-08,Sun,Matchweek 8,Home,L 0–3,Arsenal,Aston Villa,N,RW,26,6,13,46.2,53,22,6,7,85.7,0,3,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
8,2020-11-22,Sun,Matchweek 9,Away,D 0–0,Arsenal,Leeds United,Y,RW,50,14,21,66.7,155,58,7,9,77.8,3,4,75.0,1,3,33.3,0,0.1,0.1,1,1,0,0,2,Match Report
10,2020-12-16,Wed,Matchweek 13,Home,D 1–1,Arsenal,Southampton,Y,"RW,RM",84,13,23,56.5,197,23,7,10,70.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0,0,1,0,1,Match Report
11,2020-12-19,Sat,Matchweek 14,Away,L 1–2,Arsenal,Everton,Y,RW,70,27,32,84.4,406,82,15,18,83.3,10,11,90.9,1,1,100.0,0,0.0,0.1,0,1,2,0,4,Match Report
13,2020-12-29,Tue,Matchweek 16,Away,W 1–0,Arsenal,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
14,2021-01-02,Sat,Matchweek 17,Away,W 4–0,Arsenal,West Brom,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2021-01-18,Mon,Matchweek 19,Home,W 3–0,Arsenal,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
17,2021-01-26,Tue,Matchweek 20,Away,W 3–1,Arsenal,Southampton,Y,LW,89,18,29,62.1,201,53,11,16,68.8,5,8,62.5,0,1,0.0,0,0.0,0.0,0,0,1,0,1,Match Report
18,2021-01-30,Sat,Matchweek 21,Home,D 0–0,Arsenal,Manchester Utd,Y,RW,90,27,36,75.0,390,94,15,18,83.3,10,13,76.9,1,2,50.0,0,0.1,0.1,3,0,1,0,2,Match Report
20,2021-02-06,Sat,Matchweek 23,Away,L 0–1,Arsenal,Aston Villa,Y,"LW,RW",90,27,40,67.5,342,109,18,22,81.8,9,11,81.8,0,1,0.0,0,0.0,0.1,0,1,1,0,3,Match Report
21,2021-02-14,Sun,Matchweek 24,Home,W 4–2,Arsenal,Leeds United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
23,2021-02-28,Sun,Matchweek 26,Away,W 3–1,Arsenal,Leicester City,Y,RW,90,32,47,68.1,391,59,21,26,80.8,8,13,61.5,1,3,33.3,0,0.0,0.1,0,0,1,0,1,Match Report
