,first_name,second_name,id,unique
0,Shkodran,Mustafi,1,3001
1,Héctor,Bellerín,2,3002
2,Sead,Kolasinac,3,3003
3,Ainsley,Maitland-Niles,4,3004
4,Sokratis,Papastathopoulos,5,3005
5,Nacho,Monreal,6,3006
6,Laurent,Koscielny,7,3007
7,Konstantinos,Mavropanos,8,3008
8,Carl,Jenkinson,9,3009
9,Rob,Holding,10,3010
10,Pierre-Emerick,Aubameyang,11,3011
11,Alexandre,Lacazette,12,3012
12,Edward,Nketiah,13,3013
13,Bernd,Leno,14,3014
14,Mesut,Özil,15,3015
15,Henrikh,Mkhitaryan,16,3016
16,Granit,Xhaka,18,3018
17,Lucas,Torreira,19,3019
18,Mohamed,Elneny,20,3020
19,Matteo,Guendouzi,21,3021
20,David,Luiz Moreira Marinho,106,3106
21,Emiliano,Martínez,427,3427
22,Calum,Chambers,467,3467
23,Daniel,Ceballos Fernández,469,3469
24,Cédric,Soares,486,3486
25,Nicolas,Pépé,488,3488
26,Reiss,Nelson,489,3489
27,Joseph,Willock,490,3490
28,Gabriel Teodoro,Martinelli Silva,504,3504
29,Kieran,Tierney,515,3515
30,Bukayo,Saka,541,3541
31,Emile,Smith Rowe,576,3576
32,Tyreece,John-Jules,585,3585
33,Pablo,Marí,617,3617
34,Zech,Medley,636,3636
35,Matt,Macey,646,3646
36,Matthew,Smith,647,3647
37,Ahmed,El Mohamady,22,3022
38,James,Chester,23,3023
39,Neil,Taylor,24,3024
40,Kortney,Hause,25,3025
41,Jonathan,Kodjia,26,3026
42,Ørjan,Nyland,27,3027
43,Conor,Hourihane,28,3028
44,Jack,Grealish,29,3029
45,Anwar,El Ghazi,30,3030
46,John,McGinn,31,3031
47,Andre,Green,32,3032
48,Birkir,Bjarnason,33,3033
49,Keinan,Davis,34,3034
50,Henri,Lansbury,35,3035
51,José Ignacio,Peleteiro Romallo,36,3036
52,Tom,Heaton,94,3094
53,Daniel,Drinkwater,120,3120
54,Matt,Targett,309,3309
55,Wesley,Moraes,428,3428
56,Jed,Steer,429,3429
57,Tyrone,Mings,445,3445
58,Ezri,Konsa Ngoyo,452,3452
59,Bjorn,Engels,455,3455
60,Frédéric,Guilbert,458,3458
61,Mahmoud Ahmed,Ibrahim Hassan,465,3465
62,Douglas Luiz,Soares de Paulo,470,3470
63,Lovre,Kalinic,474,3474
64,Marvelous,Nakamba,491,3491
65,Indiana,Vassilev,600,3600
66,José,Reina,603,3603
67,Mbwana,Samatta,613,3613
68,Borja,González Tomás,623,3623
69,Kaine,Hayden,659,3659
70,Steve,Cook,58,3058
71,Nathan,Aké,59,3059
72,Charlie,Daniels,60,3060
73,Chris,Mepham,61,3061
74,Simon,Francis,62,3062
75,Adam,Smith,63,3063
76,Lloyd,Kelly,64,3064
77,Diego,Rico,65,3065
78,Jack,Simpson,66,3066
79,Callum,Wilson,67,3067
80,Joshua,King,68,3068
81,Dominic,Solanke,69,3069
