,first_name,second_name,id,unique
0,Mesut,Özil,1,4001
1,Sokratis,Papastathopoulos,2,4002
2,David,Luiz Moreira Marinho,3,4003
3,Pierre-Emerick,Aubameyang,4,4004
4,Cédric,Soares,5,4005
5,Alexandre,Lacazette,6,4006
6,Shkodran,Mustafi,7,4007
7,Bernd,Leno,8,4008
8,Granit,Xhaka,9,4009
9,Pablo,Marí,10,4010
10,Héctor,Bellerín,11,4011
11,Calum,Chambers,13,4013
12,Sead,Kolasinac,14,4014
13,Rob,Holding,16,4016
14,Kieran,Tierney,17,4017
15,Nicolas,Pépé,18,4018
16,Lucas,Torreira,19,4019
17,Reiss,Nelson,21,4021
18,Edward,Nketiah,22,4022
19,Emile,Smith Rowe,23,4023
20,Bukayo,Saka,24,4024
21,Matteo,Guendouzi,25,4025
22,Gabriel Teodoro,Martinelli Silva,26,4026
23,William,Saliba,27,4027
24,Mathew,Ryan,70,4070
25,Willian,Borges Da Silva,478,4478
26,Gabriel,Magalhães,494,4494
27,Daniel,Ceballos Fernández,501,4501
28,Mohamed Naser,El Sayed Elneny,526,4526
29,Matt,Macey,527,4527
30,Rúnar Alex,Rúnarsson,547,4547
31,Thomas,Partey,567,4567
32,Martin,Ødegaard,645,4645
33,Miguel,Azeez,689,4689
34,Emiliano,Martínez,12,4012
35,Tom,Heaton,28,4028
36,Ahmed,El Mohamady,29,4029
37,Henri,Lansbury,30,4030
38,Neil,Taylor,31,4031
39,Jed,Steer,32,4032
40,Conor,Hourihane,33,4033
41,José Ignacio,Peleteiro Romallo,34,4034
42,Ørjan,Nyland,35,4035
43,Bjorn,Engels,36,4036
44,Jack,Grealish,37,4037
45,John,McGinn,38,4038
46,Kortney,Hause,39,4039
47,Mahmoud Ahmed,Ibrahim Hassan,40,4040
48,Tyrone,Mings,41,4041
49,Matt,Targett,42,4042
50,James,Bree,43,4043
51,Marvelous,Nakamba,44,4044
52,Anwar,El Ghazi,45,4045
53,Ezri,Konsa Ngoyo,46,4046
54,Frédéric,Guilbert,47,4047
55,Wesley,Moraes,48,4048
56,Mbwana,Samatta,49,4049
57,Keinan,Davis,50,4050
58,Indiana,Vassilev,51,4051
59,Douglas Luiz,Soares de Paulo,52,4052
60,Ross,Barkley,106,4106
61,Matthew,Cash,496,4496
62,Ollie,Watkins,514,4514
63,Bertrand,Traoré,540,4540
64,Jacob,Ramsey,554,4554
65,Morgan,Sanson,647,4647
66,Kaine,Hayden,671,4671
67,Carney,Chukwuemeka,672,4672
68,Jaden,Philogene-Bidace,683,4683
69,Glenn,Murray,53,4053
70,Adam,Lallana,54,4054
71,Pascal,Groß,57,4057
72,Shane,Duffy,58,4058
73,Davy,Pröpper,59,4059
74,Aaron,Mooy,60,4060
75,Dan,Burn,61,4061
76,Lewis,Dunk,62,4062
77,Martín,Montoya,63,4063
