,url_id,tag,fbref_name,key,first_name,second_name,id,full_name,keep
31747,5dbefa9d,Andre-Ayew,André Morgan Rami Ayew,0,André,Ayew,734,André Ayew,True
32146,da052c14,Jordan-Ayew,Jordan Pierre Ayew,0,Jordan,Ayew,159,Jordan Ayew,True
33074,420d7c7d,Luke-Ayling,Luke David Ayling,0,Luke,Ayling,222,Luke Ayling,True
33652,53cad200,Cesar-Azpilicueta,César Azpilicueta Tanco,0,César,Azpilicueta,127,César Azpilicueta,True
34464,06df8256,Benoit-Badiashile,Benoît Badiashile Mukinayi,0,Benoît,Badiashile,689,Benoît Badiashile,True
35061,3a233281,Leon-Bailey,Leon Bailey,0,Leon,Bailey,45,Leon Bailey,True
36254,32e8417f,Stefan-Bajcetic,Stefan Bajcetic,0,Stefan,Bajcetic,564,Stefan Bajcetic,True
37235,ed8d597c,Dominic-Ballard,Dominic Ballard,0,Dominic,Ballard,770,Dominic Ballard,True
37747,93feac6e,Patrick-Bamford,Patrick James Bamford,0,Patrick,Bamford,227,Patrick Bamford,True
38258,2886c9b5,Shandon-Baptiste,Shandon Harkeem Baptiste,0,Shandon,Baptiste,94,Shandon Baptiste,True
39277,3ea50f67,Harvey-Barnes,Harvey Barnes,0,Harvey,Barnes,264,Harvey Barnes,True
40330,c91441dc,Gavin-Bazunu,Gavin Bazunu,0,Gavin,Bazunu,422,Gavin Bazunu,True
40589,30db8574,Mads-Bech-Sorensen,Mads Bech Sørensen,0,Mads,Bech Sørensen,91,Mads Bech Sørensen,True
41874,4115ce4e,Jan-Bednarek,Jan Bednarek,0,Jan,Bednarek,410,Jan Bednarek,True
42529,50dc94ce,Donny-van-de-Beek,Donny van de Beek,0,Donny,van de Beek,336,Donny van de Beek,True
43069,7b4de647,Asmir-Begovic,Asmir Begović,0,Asmir,Begović,176,Asmir Begović,True
44221,a39d11bc,Armel-Bella-Kotchap,Armel Bella Kotchap,0,Armel,Bella-Kotchap,423,Armel Bella-Kotchap,True
45065,5a04fd92,Said-Benrahma,Saïd Benrahma,0,Saïd,Benrahma,464,Saïd Benrahma,True
45810,3b8674e6,Rodrigo-Bentancur,Rodrigo Bentancur Colmán,0,Rodrigo,Bentancur,440,Rodrigo Bentancur,True
46678,68db6358,Daniel-Bentley,Daniel Ian Bentley,0,Daniel,Bentley,717,Daniel Bentley,True
47073,505486d6,Victor-Bernth-Kristiansen,Victor Bernth Kristiansen,0,Victor,Kristiansen,709,Victor Kristiansen,True
47565,87966294,Owen-Bevan,Owen Bevan,0,Owen,Bevan,598,Owen Bevan,True
48840,de40e38c,Giulian-Biancone,Giulian Biancone,0,Giulian,Biancone,399,Giulian Biancone,True
49105,d328a254,Philip-Billing,Philip Anyabwu Billing,0,Philip,Billing,70,Philip Billing,True
50482,6c203af0,Yves-Bissouma,Yves Bissouma,0,Yves,Bissouma,444,Yves Bissouma,True
51175,a4ac4b8f,Willy-Boly,Willy Boly,0,Willy,Boly,474,Willy Boly,True
51920,ccce7025,Sven-Botman,Sven Botman,0,Sven,Botman,377,Sven Botman,True
52846,79c84d1c,Jarrod-Bowen,Jarrod Bowen,0,Jarrod,Bowen,465,Jarrod Bowen,True
53569,c07b7c5c,James-Bree,James Patrick Bree,0,James,Bree,716,James Bree,True
53901,97220da2,Armando-Broja,Armando Broja,0,Armando,Broja,150,Armando Broja,True
54541,dc4cae05,David-Brooks,David Brooks,0,David,Brooks,60,David Brooks,True
55623,a2081c6b,Lewis-Brunt,Lewis Brunt,0,Lewis,Brunt,273,Lewis Brunt,True
56064,66b76d44,Emi-Buendia,Emiliano Buendía Stati,0,Emiliano,Buendía Stati,42,Emiliano Buendía Stati,True
57555,bfc3b3a0,Hugo-Bueno,Hugo Bueno,0,Hugo,Bueno López,558,Hugo Bueno López,True
57762,468a7a91,Facundo-Buonanotte,Facundo Valentín Buonanotte,0,Facundo,Buonanotte,679,Facundo Buonanotte,True
58903,b2d31e83,Dan-Burn,Daniel Johnson Burn,0,Dan,Burn,358,Dan Burn,True
60078,16264a81,Moises-Caicedo,Moisés Isaac Caicedo Corozo,0,Moisés,Caicedo Corozo,120,Moisés Caicedo Corozo,True
62534,59e6e5bf,Dominic-Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,0,Dominic,Calvert-Lewin,191,Dominic Calvert-Lewin,True
63782,6f711f67,Chem-Campbell,Chem Campbell,0,Chem,Campbell,568,Chem Campbell,True
64274,bd6351cd,Joao-Cancelo,João Pedro Cavaco Cancelo,0,João,Cancelo,306,João Cancelo,True
64887,4506aec5,Thomas-Cannon,Thomas Cannon,0,Thomas,Cannon,662,Thomas Cannon,True
65476,1137759d,Sergi-Canos,Sergi Canós Tenés,0,Sergi,Canós Tenés,82,Sergi Canós Tenés,True
66185,b4a014b1,Diego-Carlos,Diego Carlos Santos Silva,0,Diego Carlos,Santos Silva,50,Diego Carlos Santos Silva,True
68221,4d224fe8,Casemiro,Carlos Henrique Casimiro,0,Carlos Henrique,Casimiro,593,Carlos Henrique Casimiro,True
68513,2389cdc2,Matty-Cash,Matty Cash,0,Matty,Cash,43,Matty Cash,True
69613,197640fd,Timothy-Castagne,Timothy Castagne,0,Timothy,Castagne,258,Timothy Castagne,True
70762,e28868f3,Jonny-Castro,Jonathan Castro Otto,0,Jonathan,Castro Otto,477,Jonathan Castro Otto,True
70975,9cfbad36,Julio-Cesar-Enciso,Julio César Enciso Espínola,0,Julio,Enciso,125,Julio Enciso,True
71901,422862ea,Nathaniel-Chalobah,Nathaniel Nyakie Chalobah,0,Nathaniel,Chalobah,203,Nathaniel Chalobah,True
72565,5515376c,Trevoh-Chalobah,Trevoh Chalobah,0,Trevoh,Chalobah,141,Trevoh Chalobah,True
73170,dc6f5bdd,Calum-Chambers,Calum Chambers,0,Calum,Chambers,32,Calum Chambers,True
74897,d2424d1b,Ben-Chilwell,Ben Chilwell,0,Ben,Chilwell,139,Ben Chilwell,True
75556,26ce2263,Ryan-Christie,Ryan Christie,0,Ryan,Christie,69,Ryan Christie,True
76440,b2f9c73e,Carney-Chukwuemeka,Carney Chibueze Chukwuemeka,0,Carney,Chukwuemeka,48,Carney Chukwuemeka,True
77489,73341ace,Bobby-Clark,Bobby Clark,0,Bobby,Clark,584,Bobby Clark,True
78046,0442183b,Nathaniel-Clyne,Nathaniel Edwin Clyne,0,Nathaniel,Clyne,157,Nathaniel Clyne,True
78880,2928dca2,Conor-Coady,Conor David Coady,0,Conor,Coady,475,Conor Coady,True
79942,963a9201,Jack-Colback,Jack Raymond Colback,0,Jack,Colback,381,Jack Colback,True
81671,a8c19eb8,Nathan-Collins,Nathan Michael Collins,0,Nathan,Collins,516,Nathan Collins,True
81873,700783e7,Levi-Colwill,Levi Colwill,0,Levi,Colwill,559,Levi Colwill,True
82556,2afc7272,Lewis-Cook,Lewis John Cook,0,Lewis,Cook,67,Lewis Cook,True
83830,3e5e4e63,Steve-Cook,Steve Anthony Cook,0,Steve,Cook,379,Steve Cook,True
84421,dc64b8b3,Liam-Cooper,Liam David Ian Cooper,0,Liam,Cooper,221,Liam Cooper,True
85535,beb391dd,Maxwel-Cornet,Gnaly Maxwell Cornet,0,Maxwel,Cornet,575,Maxwel Cornet,True
87172,0ef89a37,Philippe-Coutinho,Philippe Coutinho Correia,0,Philippe,Coutinho Correia,29,Philippe Coutinho Correia,True
88645,a5ca9127,Conor-Coventry,Conor Coventry,0,Conor,Coventry,556,Conor Coventry,True
89400,bc914523,Matthew-Craig,Matthew George Craig,0,Matthew,Craig,764,Matthew Craig,True
90183,4f974391,Aaron-Cresswell,Aaron William Cresswell,0,Aaron,Cresswell,457,Aaron Cresswell,True
90445,1daec722,Marc-Cucurella,Marc Cucurella,0,Marc,Cucurella Saseta,112,Marc Cucurella Saseta,True
91799,dc62b55d,Matheus-Cunha,Matheus Cunha,0,Matheus,Santos Carneiro Da Cunha,682,Matheus Santos Carneiro Da Cunha,True
92188,ca45605e,Patson-Daka,Patson Daka,0,Patson,Daka,271,Patson Daka,True
93105,d9565625,Diogo-Dalot,Diogo Dalot,0,Diogo,Dalot Teixeira,342,Diogo Dalot Teixeira,True
93509,215f3907,Mikkel-Damsgaard,Mikkel Damsgaard,0,Mikkel,Damsgaard,580,Mikkel Damsgaard,True
94762,a816dbfb,Danilo,Danilo,0,Danilo,dos Santos de Oliveira,703,Danilo dos Santos de Oliveira,True
95620,f08490a6,Arnaut-Danjuma,Arnaut Danjuma Groeneveld,0,Arnaut,Danjuma,713,Arnaut Danjuma,True
95819,60344e4f,Josh-Dasilva,Pelenda Joshua Tunga Dasilva,0,Josh,Dasilva,83,Josh Dasilva,True
96703,e82900ef,David-Datro-Fofana,Datro David Fofana,0,David Datro,Fofana,684,David Datro Fofana,True
97712,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,499,Ben Davies,True
97928,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,432,Ben Davies,True
98321,9228b07c,Tom-Davies,Tom Davies,0,Tom,Davies,190,Tom Davies,True
99546,3e9e06cb,Craig-Dawson,Craig Dawson,0,Craig,Dawson,459,Craig Dawson,True
99679,11f54bd5,Siriki-Dembele,Siriki Dembélé,0,Siriki,Dembélé,74,Siriki Dembélé,True
100424,5a7301ae,Leander-Dendoncker,Leander Dendoncker,0,Leander,Dendoncker,479,Leander Dendoncker,True
101757,2c44a35d,Emmanuel-Dennis,Emmanuel Bonaventure Dennis,0,Emmanuel,Dennis,585,Emmanuel Dennis,True
102066,9d8cf204,Halil-Dervisoglu,Halil İbrahim Dervişoğlu,0,Halil,Dervişoğlu,541,Halil Dervişoğlu,True
103075,5c74c0f5,Kiernan-Dewsbury-Hall,Kiernan Dewsbury-Hall,0,Kiernan,Dewsbury-Hall,266,Kiernan Dewsbury-Hall,True
104120,11ff3d56,Ibrahima-Diallo,Ibrahima Diallo,0,Ibrahima,Diallo,416,Ibrahima Diallo,True
104736,31c69ef1,Ruben-Dias,Rúben dos Santos Gato Alves Dias,0,Rúben,Gato Alves Dias,312,Rúben Gato Alves Dias,True
105485,4a1a9578,Luis-Diaz,Luis Fernando Díaz Marulanda,0,Luis,Díaz,293,Luis Díaz,True
106484,ac861941,Eric-Dier,Eric Jeremy Edgar Dier,0,Eric,Dier,430,Eric Dier,True
106625,1b84dbe1,Lucas-Digne,Lucas Digne,0,Lucas,Digne,33,Lucas Digne,True
107709,a712ca2b,Issa-Diop,Issa Diop,0,Issa,Diop,470,Issa Diop,True
108790,254147d4,Moussa-Djenepo,Moussa Djenepo,0,Moussa,Djenepo,418,Moussa Djenepo,True
109390,733f1a7d,Ben-Doak,Ben Doak,0,Ben,Doak,665,Ben Doak,True
110373,d557d734,Matt-Doherty,Matthew James Doherty,0,Matt,Doherty,429,Matt Doherty,True
110489,67ac5bb8,Gabriel-Dos-Santos,Gabriel dos Santos Magalhães,0,Gabriel,dos Santos Magalhães,16,Gabriel dos Santos Magalhães,True
111542,02b29014,Abdoulaye-Doucoure,Abdoulaye Doucouré,0,Abdoulaye,Doucouré,185,Abdoulaye Doucouré,True
112298,ce4f40c7,Cheick-Doucoure,Cheick Doucouré,0,Cheick,Doucouré,514,Cheick Doucouré,True
113538,69fdb896,Flynn-Downes,Flynn Downes,0,Flynn,Downes,509,Flynn Downes,True
114791,e0d1510a,Cody-Drameh,Cody Callum Pierre Drameh,0,Cody,Drameh,547,Cody Drameh,True
116243,7314bba4,Shane-Duffy,Shane Patrick Michael Duffy,0,Shane,Duffy,105,Shane Duffy,True
116861,282f75f3,Lewis-Dunk,Lewis Carl Dunk,0,Lewis,Dunk,106,Lewis Dunk,True
117549,414184f7,Jhon-Duran,Jhon Jáder Durán Palacio,0,Jhon,Durán,711,Jhon Durán,True
118517,fa9fa773,Malcolm-Ebiowei,Malcolm Ebiowei,0,Malcolm,Ebiowei,173,Malcolm Ebiowei,True
119513,3bb7b8b4,Ederson,Ederson Moraes,0,Ederson,Santana de Moraes,307,Ederson Santana de Moraes,True
121249,007414dd,Samuel-Edozie,Samuel Edozie,0,Samuel,Edozie,624,Samuel Edozie,True
121893,2fba6108,Anthony-Elanga,Anthony Elanga,0,Anthony,Elanga,344,Anthony Elanga,True
122489,b9e1436c,Harvey-Elliott,Harvey Daniel James Elliott,0,Daniel,James,231,Daniel James,True
122602,b9e1436c,Harvey-Elliott,Harvey Daniel James Elliott,0,Harvey,Elliott,294,Harvey Elliott,True
122925,47a34c4f,Mohamed-Elneny,Mohamed Naser Elsayad Elneny,0,Mohamed,Elneny,4,Mohamed Elneny,True
125171,df8b52a5,Emerson,Emerson Aparecido Leite de Souza Junior,0,Emerson,Leite de Souza Junior,445,Emerson Leite de Souza Junior,True
125788,980522ec,Christian-Eriksen,Christian Dannemann Eriksen,0,Christian,Eriksen,519,Christian Eriksen,True
126220,d38fdf53,Pervis-Estupinan,Pervis Josué Estupiñán Tenorio,0,Pervis,Estupiñán,586,Pervis Estupiñán,True
127849,ae4fc6a4,Eberechi-Eze,Eberechi Eze,0,Eberechi,Eze,169,Eberechi Eze,True
130315,9c221d14,Wout-Faes,Wout Faes,0,Wout,Faes,612,Wout Faes,True
131330,51a3c4c8,Felipe,Felipe Augusto de Almeida Monteiro,0,Felipe Augusto,de Almeida Monteiro,730,Felipe Augusto de Almeida Monteiro,True
131715,8aafd64f,Joao-Felix,João Félix,0,João,Félix Sequeira,690,João Félix Sequeira,True
132445,4596da74,Evan-Ferguson,Evan Ferguson,0,Evan,Ferguson,596,Evan Ferguson,True
133552,507c7bdf,Bruno-Fernandes,Bruno Miguel Borges Fernandes,0,Bruno,Borges Fernandes,333,Bruno Borges Fernandes,True
134053,5ff4ab71,Enzo-Fernandez,Enzo Jeremías Fernández,0,Enzo,Fernández,724,Enzo Fernández,True
135035,4c370d81,Roberto-Firmino,Roberto Firmino Barbosa de Oliveira,0,Roberto,Firmino,279,Roberto Firmino,True
136635,ed1e53f3,Phil-Foden,Phil Foden,0,Phil,Foden,314,Phil Foden,True
137149,132a82f1,Wesley-Fofana,Wesley Fofana,0,Wesley,Fofana,272,Wesley Fofana,True
138430,82927de4,Pablo-Fornals,Pablo Fornals,0,Pablo,Fornals Malla,469,Pablo Fornals Malla,True
138884,9f1938ab,Adam-Forshaw,Adam John Forshaw,0,Adam,Forshaw,224,Adam Forshaw,True
139934,c3e39f12,Fraser-Forster,Fraser Gerard Forster,0,Fraser,Forster,426,Fraser Forster,True
140386,6722d4f0,Tyrese-Francois,Tyrese Francois,0,Tyrese,Francois,521,Tyrese Francois,True
141372,d56543a0,Ryan-Fraser,Ryan Fraser,0,Ryan,Fraser,359,Ryan Fraser,True
142108,b853e0ad,Fred,Frederico Rodrigues Santos,0,Frederico,Rodrigues de Paula Santos,331,Frederico Rodrigues de Paula Santos,True
143767,98d2c2c4,Remo-Freuler,Remo Freuler,0,Remo,Freuler,582,Remo Freuler,True
144401,1971591f,Cody-Gakpo,Cody Mathès Gakpo,0,Cody,Gakpo,680,Cody Gakpo,True
144926,c2731c10,Conor-Gallagher,Conor Gallagher,0,Conor,Gallagher,148,Conor Gallagher,True
145796,72c812f3,Idrissa-Gana-Gueye,Idrissa Gana Gueye,0,Idrissa,Gueye,611,Idrissa Gueye,True
146798,7aa8adfe,Alejandro-Garnacho,Alejandro Garnacho Ferreira,0,Alejandro,Garnacho,569,Alejandro Garnacho,True
147349,4e015693,James-Garner,James Garner,0,James,Garner,570,James Garner,True
148237,01962d0d,Joe-Gelhardt,Joe Gelhardt,0,Joe,Gelhardt,242,Joe Gelhardt,True
148727,f7b1d4e0,Saman-Ghoddos,Saman Ghoddos,0,Saman,Ghoddos,87,Saman Ghoddos,True
149982,32f60ed8,Morgan-Gibbs-White,Morgan Gibbs-White,0,Morgan,Gibbs-White,493,Morgan Gibbs-White,True
150857,7b5ab7f2,Bryan-Gil,Bryan Gil Salvatierra,0,Bryan,Gil Salvatierra,554,Bryan Gil Salvatierra,True
151111,df10e27c,Billy-Gilmour,Billy Gilmour,0,Billy,Gilmour,149,Billy Gilmour,True
152138,75fdd638,Degnand-Gnonto,Degnand Wilfried Gnonto,0,Wilfried,Gnonto,619,Wilfried Gnonto,True
152784,9f7c837d,Ben-Godfrey,Benjamin Matthew Godfrey,0,Ben,Godfrey,193,Ben Godfrey,True
154043,8b57ad2c,Joao-Gomes,João Victor Gomes da Silva,0,João Victor,Gomes da Silva,721,João Victor Gomes da Silva,True
154797,f0caab96,Toti-Gomes,Toti António Gomes,0,Toti António,Gomes,489,Toti António Gomes,True
155270,7a11550b,Joe-Gomez,Joseph Dave Gomez,0,Joseph,Gomez,286,Joseph Gomez,True
156098,01e5f06e,Sergio-Gomez,Sergio Gómez Martín,0,Sergio,Gómez,587,Sergio Gómez,True
156923,2bd83368,Anthony-Gordon,Anthony Gordon,0,Anthony,Gordon,195,Anthony Gordon,True
157448,4468ec10,Demarai-Gray,Demarai Ramelle Gray,0,Demarai,Gray,189,Demarai Gray,True
158411,b0b4fd3e,Jack-Grealish,Jack Grealish,0,Jack,Grealish,305,Jack Grealish,True
159124,f3354c07,Sam-Greenwood,Sam Greenwood,0,Sam,Greenwood,237,Sam Greenwood,True
159650,8aec0537,Pascal-Gross,Pascal Groß,0,Pascal,Groß,104,Pascal Groß,True
160509,ab13a5aa,Vicente-Guaita,Vicente Guaita Panadero,0,Vicente,Guaita,152,Vicente Guaita,True
161811,e6bc67d7,Goncalo-Guedes,Gonçalo Manuel Ganchinho Guedes,0,Gonçalo Manuel,Ganchinho Guedes,579,Gonçalo Manuel Ganchinho Guedes,True
162079,d0706b27,Marc-Guehi,Marc Guéhi,0,Marc,Guéhi,167,Marc Guéhi,True
163171,82518f62,Bruno-Guimaraes,Bruno Guimarães Rodriguez Moura,0,Bruno,Guimarães Rodriguez Moura,374,Bruno Guimarães Rodriguez Moura,True
164580,56d838f7,Darko-Gyabi,Darko Gyabi,0,Darko,Gyabi,247,Darko Gyabi,True
165165,da011f18,Lewis-Hall,Lewis Hall,0,Lewis,Hall,661,Lewis Hall,True
166062,8c3078cd,Luke-Harris,Luke Bernard Harris,0,Luke,Harris,546,Luke Harris,True
166900,aa849a12,Jack-Harrison,Jack Harrison,0,Jack,Harrison,233,Jack Harrison,True
167485,fed7cb61,Kai-Havertz,Kai Havertz,0,Kai,Havertz,145,Kai Havertz,True
168230,4fd08daa,Jan-Paul-van-Hecke,Jan Paul van Hecke,0,Jan Paul,van Hecke,544,Jan Paul van Hecke,True
170207,e5a76dfe,Dean-Henderson,Dean Henderson,0,Dean,Henderson,398,Dean Henderson,True
170819,935e6b8f,Jordan-Henderson,Jordan Brian Henderson,0,Jordan,Henderson,275,Jordan Henderson,True
171769,76eca7e2,Wayne-Hennessey,Wayne Robert Hennessey,0,Wayne,Hennessey,518,Wayne Hennessey,True
172065,8a3c1dc7,Rico-Henry,Rico Henry,0,Rico,Henry,85,Rico Henry,True
173637,1780bb4a,Aaron-Hickey,Aaron Hickey,0,Aaron,Hickey,510,Aaron Hickey,True
174461,e98211e7,Jack-Hinshelwood,Jack Hinshelwood,0,Jack,Hinshelwood,677,Jack Hinshelwood,True
175812,bd8a5d95,Joseph-Hodge,Joseph Hodge,0,Joseph,Hodge,566,Joseph Hodge,True
175830,d79a8c87,Rob-Holding,Rob Holding,0,Rob,Holding,5,Rob Holding,True
176901,d0042ab9,Mason-Holgate,Mason Holgate,0,Mason,Holgate,192,Mason Holgate,True
177635,a0666d3e,Will-Hughes,William James Hughes,0,Will,Hughes,163,Will Hughes,True
178390,bd9553e6,Omari-Hutchinson,Omari Hutchinson,0,Omari,Hutchinson,653,Omari Hutchinson,True
179619,8b04d6c1,Pierre-Hojbjerg,Pierre-Emile Højbjerg,0,Pierre-Emile,Højbjerg,433,Pierre-Emile Højbjerg,True
180093,c92e1a31,Kelechi-Iheanacho,Kelechi Promise Iheanacho,0,Kelechi,Iheanacho,262,Kelechi Iheanacho,True
181849,8e92be30,Alexander-Isak,Alexander Isak,0,Alexander,Isak,594,Alexander Isak,True
182438,10d221cd,Daniel-Iversen,Daniel Iversen,0,Daniel,Iversen,548,Daniel Iversen,True
183119,6ca5ec4b,Alex-Iwobi,Alex Iwobi,0,Alex,Iwobi,186,Alex Iwobi,True
183951,c931d9f9,Daniel-James,Daniel Owen James,0,Daniel,James,231,Daniel James,True
184602,1265a93a,Reece-James,Reece James,0,Reece,James,146,Reece James,True
185292,8449d35e,Vitaly-Janelt,Vitaly Janelt,0,Vitaly,Janelt,86,Vitaly Janelt,True
186062,172e52d8,Pontus-Jansson,Pontus Sven Gustav Jansson,0,Pontus,Jansson,78,Pontus Jansson,True
186850,0f134faf,Mathias-Jensen,Mathias Jensen,0,Mathias,Jensen,88,Mathias Jensen,True
187521,b66315ae,Gabriel-Jesus,Gabriel Fernando de Jesus,0,Gabriel,Fernando de Jesus,28,Gabriel Fernando de Jesus,True
189017,b561db50,Raul-Jimenez,Raúl Alonso Jiménez Rodríguez,0,Raúl,Jiménez,476,Raúl Jiménez,True
190557,9319781b,Ben-Johnson,Benjamin Johnson,0,Ben,Johnson,471,Ben Johnson,True
191209,0cd31129,Brennan-Johnson,Brennan Price Johnson,0,Brennan,Johnson,394,Brennan Johnson,True
191651,9e5708be,Sam-Johnstone,Samuel Luke Johnstone,0,Sam,Johnstone,175,Sam Johnstone,True
192619,4fb9c88f,Curtis-Jones,Curtis Jones,0,Curtis,Jones,291,Curtis Jones,True
192969,45db685d,Jorginho,Jorge Luiz Frello Filho,0,Jorge Luiz,Frello Filho,130,Jorge Luiz Frello Filho,True
194151,6ad43f9a,Mateo-Joseph,Mateo Joseph Fernández Regatillo,0,Mateo Joseph,Fernández,659,Mateo Joseph Fernández,True
195395,570bb4b9,Hamed-Junior-Traore,Hamed Junior Traorè,0,Hamed,Traorè,723,Hamed Traorè,True
196437,fb614c44,James-Justin,James Justin,0,James,Justin,268,James Justin,True
198379,15f24fe7,Sasa-Kalajdzic,Sasa Kalajdzic,0,Sasa,Kalajdzic,608,Sasa Kalajdzic,True
198448,cc77354e,Boubacar-Kamara,Boubacar Kamara,0,Boubacar,Kamara,53,Boubacar Kamara,True
199841,21a66f6a,Harry-Kane,Harry Edward Kane,0,Harry,Kane,427,Harry Kane,True
200150,b9fbae28,NGolo-Kante,N'Golo Kanté,0,N'Golo,Kanté,134,N'Golo Kanté,True
201007,c5b7c315,Michael-Keane,Michael Vincent Keane,0,Michael,Keane,180,Michael Keane,True
201828,18b999f4,Neeskens-Kebano,Neeskens Kebano,0,Neeskens,Kebano,204,Neeskens Kebano,True
203014,51dbeea9,Thilo-Kehrer,Thilo Kehrer,0,Thilo,Kehrer,588,Thilo Kehrer,True
204708,f31def1e,Lloyd-Kelly,Lloyd Kelly,0,Lloyd,Kelly,73,Lloyd Kelly,True
206140,d0f72bf1,Max-Kilman,Max Kilman,0,Max,Kilman,484,Max Kilman,True
206203,dc3e663e,Jakub-Kiwior,Jakub Kiwior,0,Jakub,Kiwior,710,Jakub Kiwior,True
207347,282679b4,Mateusz-Klich,Mateusz Klich,0,Mateusz,Klich,223,Mateusz Klich,True
208132,ea6bc03a,Robin-Koch,Robin Koch,0,Robin,Koch,230,Robin Koch,True
208956,5ed9b537,Ibrahima-Konate,Ibrahima Konaté,0,Ibrahima,Konaté,290,Ibrahima Konaté,True
