,url_id,tag,fbref_name,key,first_name,second_name,id,full_name,keep
14858,5c2b4f07,Serge-Aurier,Serge Alain Stephane Aurier,0,Serge,Aurier,360,Serge Aurier,True
15811,da052c14,Jordan-Ayew,Jordan Pierre Ayew,0,Jordan,Ayew,505,Jordan Ayew,True
16483,fd5888a0,Floyd-Ayite,Floyd Ama Ayité,0,Floyd,Ayité,186,Floyd Ayité,True
17006,53cad200,Cesar-Azpilicueta,César Azpilicueta Tanco,0,César,Azpilicueta,113,César Azpilicueta,True
17749,6438d426,Ryan-Babel,Ryan Guno Babel,0,Ryan,Babel,575,Ryan Babel,True
18397,aaf1bf05,Juninho-Bacuna,Juninho Bacuna,0,Juninho,Bacuna,208,Juninho Bacuna,True
18875,9dc69d38,Leandro-Bacuna,Leandro Jones Johan Bacuna,0,Leandro,Bacuna,589,Leandro Bacuna,True
19751,a1232f4e,Eric-Bailly,Eric Bertrand Bailly,0,Eric,Bailly,291,Eric Bailly,True
20188,b18095b6,Leighton-Baines,Leighton John Baines,0,Leighton,Baines,156,Leighton Baines,True
21175,3626f7d9,Fabian-Balbuena,Fabián Balbuena,0,Fabián,Balbuena,464,Fabián Balbuena,True
21287,78e68b4d,Leon-Balogun,Leon-Aderemi Balogun,0,Leon,Balogun,54,Leon Balogun,True
22567,1ae30132,Phil-Bardsley,Phillip Anthony Bardsley,0,Phil,Bardsley,75,Phil Bardsley,True
23260,3a24769f,Ross-Barkley,Ross Barkley,0,Ross,Barkley,127,Ross Barkley,True
23825,2691c772,Ashley-Barnes,Ashley Luke Barnes,0,Ashley,Barnes,85,Ashley Barnes,True
24681,3ea50f67,Harvey-Barnes,Harvey Barnes,0,Harvey,Barnes,571,Harvey Barnes,True
25420,6a189491,Antonio-Barreca,Antonio Barreca,0,Antonio,Barreca,588,Antonio Barreca,True
25798,2973d8ff,Michy-Batshuayi,Michy Batshuayi Tunga,0,Michy,Batshuayi,592,Michy Batshuayi,True
26679,4115ce4e,Jan-Bednarek,Jan Bednarek,0,Jan,Bednarek,335,Jan Bednarek,True
27459,f874dd44,Hector-Bellerin,Héctor Bellerín Moruno,0,Héctor,Bellerín,4,Héctor Bellerín,True
29305,0bad4516,Ryan-Bennett,Ryan Bennett,0,Ryan,Bennett,427,Ryan Bennett,True
29530,ab070c55,Christian-Benteke,Christian Benteke Liolo,0,Christian,Benteke,152,Christian Benteke,True
30822,ab4b3e35,Bernard,Bernard Anício Caldeira Duarte,0,Bernard,Anício Caldeira Duarte,507,Bernard Anício Caldeira Duarte,True
31286,17370b95,Bernardo,Bernardo Fernandes da Silva Junior,0,Bernardo,Fernandes da Silva Junior,440,Bernardo Fernandes da Silva Junior,True
32290,01226327,Ryan-Bertrand,Ryan Dominic Bertrand,0,Ryan,Bertrand,330,Ryan Bertrand,True
32700,0d85a4e8,Marcus-Bettinelli,Marcus Bettinelli,0,Marcus,Bettinelli,178,Marcus Bettinelli,True
33367,d328a254,Philip-Billing,Philip Anyabwu Billing,0,Philip,Billing,202,Philip Billing,True
33783,6c203af0,Yves-Bissouma,Yves Bissouma,0,Yves,Bissouma,466,Yves Bissouma,True
34917,a4ac4b8f,Willy-Boly,Willy Boly,0,Willy,Boly,423,Willy Boly,True
35636,cfd5e123,Gaetan-Bong,Thomas Gaëtan Bong,0,Gaëtan,Bong,51,Gaëtan Bong,True
36225,34ccf6fa,Artur-Boruc,Artur Boruc,0,Artur,Boruc,25,Artur Boruc,True
37975,356a9a62,Miguel-Britos,Miguel Ángel Britos Cabrera,0,Miguel,Britos,379,Miguel Britos,True
38113,dc4cae05,David-Brooks,David Brooks,0,David,Brooks,42,David Brooks,True
38755,78803d03,Bruno,Bruno Saltor Grau,0,Bruno,Saltor Grau,50,Bruno Saltor Grau,True
40020,e608ed4c,David-Button,David Robert Edmund Button,0,David,Button,179,David Button,True
41343,7914b9fe,Gary-Cahill,Gary James Cahill,0,Gary,Cahill,114,Gary Cahill,True
42671,59e6e5bf,Dominic-Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,0,Dominic,Calvert-Lewin,175,Dominic Calvert-Lewin,True
43831,b2d03887,Victor-Camarasa,Víctor Camarasa Ferrando,0,Víctor,Camarasa,504,Víctor Camarasa,True
46169,e28868f3,Jonny-Castro,Jonathan Castro Otto,0,Jonathan,Castro Otto,483,Jonathan Castro Otto,True
46708,89e4b358,Craig-Cathcart,Craig George Cathcart,0,Craig,Cathcart,376,Craig Cathcart,True
47408,979b811d,Ivan-Cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,0,Ivan,Cavaleiro,434,Ivan Cavaleiro,True
48591,422862ea,Nathaniel-Chalobah,Nathaniel Nyakie Chalobah,0,Nathaniel,Chalobah,387,Nathaniel Chalobah,True
48923,dc6f5bdd,Calum-Chambers,Calum Chambers,0,Calum,Chambers,9,Calum Chambers,True
49618,d2424d1b,Ben-Chilwell,Ben Chilwell,0,Benjamin,Chilwell,219,Benjamin Chilwell,True
50347,2696b6a9,Tahith-Chong,Tahith Chong,0,Tahith,Chong,603,Tahith Chong,True
50876,7d2d3329,Hamza-Choudhury,Hamza Choudhury,0,Hamza,Choudhury,230,Hamza Choudhury,True
51332,1cb49278,Andreas-Christensen,Andreas Bodtker Christensen,0,Andreas,Christensen,119,Andreas Christensen,True
52057,7eb67dad,Cyrus-Christie,Cyrus Sylvester Frederick Christie,0,Cyrus,Christie,460,Cyrus Christie,True
52691,be4fede9,Ibrahima-Cisse,Ibrahima Cissé,0,Ibrahima,Cissé,521,Ibrahima Cissé,True
53473,2b91cf8e,Ciaran-Clark,Ciaran Clark,0,Ciaran,Clark,311,Ciaran Clark,True
54342,0442183b,Nathaniel-Clyne,Nathaniel Edwin Clyne,0,Nathaniel,Clyne,241,Nathaniel Clyne,True
55516,2928dca2,Conor-Coady,Conor David Coady,0,Conor,Coady,430,Conor Coady,True
55848,b73e459a,Joel-Coleman,Joel Coleman,0,Joel,Coleman,598,Joel Coleman,True
56830,2afc7272,Lewis-Cook,Lewis John Cook,0,Lewis,Cook,39,Lewis Cook,True
57443,3e5e4e63,Steve-Cook,Steve Anthony Cook,0,Steve,Cook,27,Steve Cook,True
58142,74e12f1e,Jack-Cork,Jack Frank Porteous Cork,0,Jack,Cork,82,Jack Cork,True
59265,f13d02a6,Helder-Costa,Hélder Wander Sousa de Azevedo e Costa,0,Hélder,Costa,435,Hélder Costa,True
59843,4f974391,Aaron-Cresswell,Aaron William Cresswell,0,Aaron,Cresswell,402,Aaron Cresswell,True
60027,73d9bdc7,Peter-Crouch,Peter James Crouch,0,Peter,Crouch,590,Peter Crouch,True
61562,d9565625,Diogo-Dalot,Diogo Dalot,0,José Diogo,Dalot Teixeira,294,José Diogo Dalot Teixeira,True
62542,074d8166,Loic-Damour,Loïc Damour,0,Loïc,Damour,104,Loïc Damour,True
64028,94b2001f,Danilo,Danilo Luiz da Silva,0,Danilo Luiz,da Silva,266,Danilo Luiz da Silva,True
64462,52105203,Scott-Dann,Scott Dann,0,Scott,Dann,139,Scott Dann,True
65301,96e0490d,Matteo-Darmian,Matteo Darmian,0,Matteo,Darmian,289,Matteo Darmian,True
66022,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,356,Ben Davies,True
66377,9228b07c,Tom-Davies,Tom Davies,0,Tom,Davies,169,Tom Davies,True
67241,cf15bbb1,Steven-Davis,Steven Davis,0,Steven,Davis,337,Steven Davis,True
67779,e46012d4,Kevin-De-Bruyne,Kevin De Bruyne,0,Kevin,De Bruyne,273,Kevin De Bruyne,True
68567,82e34b69,Troy-Deeney,Troy Matthew Deeney,0,Troy,Deeney,396,Troy Deeney,True
68693,f1e8372d,Jermain-Defoe,Jermain Colin Defoe,0,Jermain,Defoe,46,Jermain Defoe,True
69369,73489527,Steven-Defour,Steven Arnold Defour,0,Steven,Defour,77,Steven Defour,True
70271,111c3236,Fabian-Delph,Fabian Delph,0,Fabian,Delph,269,Fabian Delph,True
71020,f7ee69fb,Mousa-Dembele,Mousa Sidi Yaya Dembélé,0,Mousa,Dembélé,362,Mousa Dembélé,True
71755,5a7301ae,Leander-Dendoncker,Leander Dendoncker,0,Leander,Dendoncker,519,Leander Dendoncker,True
72063,aa5859cb,Laurent-Depoitre,Laurent Depoitre,0,Laurent,Depoitre,210,Laurent Depoitre,True
72933,39583cfd,Gerard-Deulofeu,Gerard Deulofeu Lázaro,0,Gerard,Deulofeu,394,Gerard Deulofeu,True
73342,d07e3b41,Fousseni-Diabate,Fousseni Diabaté,0,Fousseni,Diabaté,232,Fousseni Diabaté,True
73939,65585e3a,Adama-Diakhaby,Adama Diakhaby,0,Adama,Diakhaby,471,Adama Diakhaby,True
74697,b7d082af,Mohamed-Diame,Mohamed Diamé,0,Mohamed,Diamé,319,Mohamed Diamé,True
75468,f522d7ec,Grady-Diangana,Grady Diangana,0,Grady,Diangana,539,Grady Diangana,True
76011,ac861941,Eric-Dier,Eric Jeremy Edgar Dier,0,Eric,Dier,361,Eric Dier,True
76372,1b84dbe1,Lucas-Digne,Lucas Digne,0,Lucas,Digne,484,Lucas Digne,True
77322,a712ca2b,Issa-Diop,Issa Diop,0,Issa,Diop,409,Issa Diop,True
77975,d557d734,Matt-Doherty,Matthew James Doherty,0,Matt,Doherty,425,Matt Doherty,True
78546,02b29014,Abdoulaye-Doucoure,Abdoulaye Doucouré,0,Abdoulaye,Doucouré,390,Abdoulaye Doucouré,True
78840,d1c509d9,Luke-Dreher,Luke Dreher,0,Luke,Dreher,618,Luke Dreher,True
79938,7314bba4,Shane-Duffy,Shane Patrick Michael Duffy,0,Shane,Duffy,49,Shane Duffy,True
80809,5ef608f7,Demeaco-Duhaney,Demeaco Duhaney,0,Demeaco,Duhaney,601,Demeaco Duhaney,True
81555,3fe6bd8c,Paul-Dummett,Paul Dummett,0,Paul,Dummett,313,Paul Dummett,True
81809,282f75f3,Lewis-Dunk,Lewis Carl Dunk,0,Lewis,Dunk,48,Lewis Dunk,True
82674,cf623c78,Erik-Durm,Erik Durm,0,Erik,Durm,461,Erik Durm,True
83122,72a0fb65,Bruno-Ecuele-Manga,Bruno Ecuele Manga,0,Bruno,Ecuele Manga,92,Bruno Ecuele Manga,True
83990,3bb7b8b4,Ederson,Ederson Moraes,0,Ederson,Santana de Moraes,260,Ederson Santana de Moraes,True
84520,b9e1436c,Harvey-Elliott,Harvey Daniel James Elliott,0,Harvey,Elliott,610,Harvey Elliott,True
84878,47a34c4f,Mohamed-Elneny,Mohamed Naser Elsayad Elneny,0,Mohamed,Elneny,16,Mohamed Elneny,True
86622,980522ec,Christian-Eriksen,Christian Dannemann Eriksen,0,Christian,Eriksen,364,Christian Eriksen,True
86862,2642bf6c,Neil-Etheridge,Neil Leonard Dula Etheridge,0,Neil,Etheridge,88,Neil Etheridge,True
90122,af245161,Fabricio,Fabricio Agosto Ramírez,0,Fabricio,Agosto Ramírez,474,Fabricio Agosto Ramírez,True
90894,87575fd9,Marouane-Fellaini,Marouane Fellaini-Bakkioui,0,Marouane,Fellaini,298,Marouane Fellaini,True
91643,e5d01ecf,Kiko-Femenia,Francisco Femenía Far,0,Francisco,Femenía Far,383,Francisco Femenía Far,True
92182,f25b010f,Federico-Fernandez,Federico Fernández,0,Federico,Fernández,516,Federico Fernández,True
92738,101da2b5,Fernandinho,Fernando Luiz Rosa,0,Fernando,Luiz Rosa,272,Fernando Luiz Rosa,True
93342,4c370d81,Roberto-Firmino,Roberto Firmino Barbosa de Oliveira,0,Roberto,Firmino,257,Roberto Firmino,True
93991,ed1e53f3,Phil-Foden,Phil Foden,0,Phil,Foden,277,Phil Foden,True
94689,c3e39f12,Fraser-Forster,Fraser Gerard Forster,0,Fraser,Forster,329,Fraser Forster,True
95402,d0b3ceb9,Ben-Foster,Ben Anthony Foster,0,Ben,Foster,445,Ben Foster,True
95744,a9142dc3,Timothy-Fosu-Mensah,Timothy Fosu-Mensah,0,Timothy,Fosu-Mensah,511,Timothy Fosu-Mensah,True
96620,6c7762c3,Juan-Foyth,Juan Foyth,0,Juan,Foyth,549,Juan Foyth,True
96754,1e0b6a73,Simon-Francis,Simon Charles Francis,0,Simon,Francis,26,Simon Francis,True
97391,d56543a0,Ryan-Fraser,Ryan Fraser,0,Ryan,Fraser,40,Ryan Fraser,True
98388,b853e0ad,Fred,Frederico Rodrigues Santos,0,Frederico,Rodrigues de Paula Santos,304,Frederico Rodrigues de Paula Santos,True
99535,a67a09fb,Christian-Fuchs,Christian Fuchs,0,Christian,Fuchs,216,Christian Fuchs,True
100325,8f866fe8,Manolo-Gabbiadini,Manolo Gabbiadini,0,Manolo,Gabbiadini,349,Manolo Gabbiadini,True
100959,44361ade,Sam-Gallagher,Samuel James Gallagher,0,Sam,Gallagher,574,Sam Gallagher,True
101320,72c812f3,Idrissa-Gana-Gueye,Idrissa Gana Gueye,0,Idrissa,Gueye,168,Idrissa Gueye,True
102138,4e015693,James-Garner,James Garner,0,James,Garner,602,James Garner,True
102857,63d17038,Paulo-Gazzaniga,Paulo Dino Gazzaniga,0,Paulo,Gazzaniga,536,Paulo Gazzaniga,True
103358,7ba6d84e,David-de-Gea,David de Gea Quintana,0,David,de Gea,282,David de Gea,True
103924,dc3a9a0d,Rachid-Ghezzal,Rachid Ghezzal,0,Rachid,Ghezzal,492,Rachid Ghezzal,True
104821,32f60ed8,Morgan-Gibbs-White,Morgan Gibbs-White,0,Morgan,Gibbs-White,448,Morgan Gibbs-White,True
104950,bcfb0142,Ben-Gibson,Benjamin James Gibson,0,Ben,Gibson,491,Ben Gibson,True
105634,16ceb862,Olivier-Giroud,Olivier Giroud,0,Olivier,Giroud,133,Olivier Giroud,True
106327,1961b2aa,Andre-Gomes,André Filipe Tavares Gomes,0,André Filipe,Tavares Gomes,508,André Filipe Tavares Gomes,True
107129,645a3363,Angel-Gomes,Angel Gomes,0,Angel,Gomes,568,Angel Gomes,True
107679,7a11550b,Joe-Gomez,Joseph Dave Gomez,0,Joseph,Gomez,242,Joseph Gomez,True
108620,7fec31a0,Dan-Gosling,Daniel Gosling,0,Dan,Gosling,37,Dan Gosling,True
109511,87f7500e,Karlan-Grant,Karlan Laughton Ahearne-Grant,0,Karlan,Grant,585,Karlan Grant,True
110374,c24dba2a,Andre-Gray,Andre Anthony Gray,0,Andre,Gray,395,Andre Gray,True
110775,4468ec10,Demarai-Gray,Demarai Ramelle Gray,0,Demarai,Gray,225,Demarai Gray,True
111500,58eee997,Mason-Greenwood,Mason Greenwood,0,Mason,Greenwood,608,Mason Greenwood,True
111772,8aec0537,Pascal-Gross,Pascal Groß,0,Pascal,Groß,59,Pascal Groß,True
112508,ab13a5aa,Vicente-Guaita,Vicente Guaita Panadero,0,Vicente,Guaita,137,Vicente Guaita,True
114679,e082af5b,Angus-Gunn,Angus Fraser James Gunn,0,Angus,Gunn,452,Angus Gunn,True
114956,e2533c20,Aron-Gunnarsson,Aron Einar Gunnarsson,0,Aron,Gunnarsson,102,Aron Gunnarsson,True
115730,9aa186b2,Florent-Hadergjonaj,Florent Hadergjonaj,0,Florent,Hadergjonaj,197,Florent Hadergjonaj,True
116347,d822a850,Ben-Hamer,Benjamin John Hamer,0,Ben,Hamer,190,Ben Hamer,True
116840,24396398,Kadeem-Harris,Kadeem Raymond Mathurin-Harris,0,Kadeem,Harris,535,Kadeem Harris,True
118381,c951a6df,Isaac-Hayden,Isaac Scot Hayden,0,Isaac,Hayden,323,Isaac Hayden,True
118714,07ace8c3,Rhys-Healey,Rhys Healey,0,Rhys,Healey,573,Rhys Healey,True
120166,935e6b8f,Jordan-Henderson,Jordan Brian Henderson,0,Jordan,Henderson,249,Jordan Henderson,True
120538,989d5705,Jeff-Hendrick,Jeffrey Patrick Hendrick,0,Jeff,Hendrick,78,Jeff Hendrick,True
121242,76eca7e2,Wayne-Hennessey,Wayne Robert Hennessey,0,Wayne,Hennessey,135,Wayne Hennessey,True
122259,189cee7b,Javier-Hernandez,Javier Hernández Balcázar,0,Javier,Hernández Balcázar,419,Javier Hernández Balcázar,True
122719,436a9dd0,Ander-Herrera,Ander Herrera Agüera,0,Ander,Herrera,299,Ander Herrera,True
123736,8a08491a,Gonzalo-Higuain,Gonzalo Gerardo Higuaín,0,Gonzalo,Higuaín,579,Gonzalo Higuaín,True
124648,875898c7,Wesley-Hoedt,Wesley Hoedt,0,Wesley,Hoedt,336,Wesley Hoedt,True
125094,9306d5ea,Jonathan-Hogg,Jonathan Lee Hogg,0,Jonathan,Hogg,201,Jonathan Hogg,True
126053,d79a8c87,Rob-Holding,Rob Holding,0,Rob,Holding,6,Rob Holding,True
127206,12aa7661,Jose-Holebas,José LIoyd Holebas,0,José,Holebas,378,José Holebas,True
127520,d0042ab9,Mason-Holgate,Mason Holgate,0,Mason,Holgate,160,Mason Holgate,True
128096,15f3ec41,Callum-Hudson-Odoi,Callum Hudson-Odoi,0,Callum,Hudson-Odoi,131,Callum Hudson-Odoi,True
129092,a0666d3e,Will-Hughes,William James Hughes,0,Will,Hughes,392,Will Hughes,True
129216,3be1a627,Emerson-Hyndman,Emerson Hyndman,0,Emerson,Hyndman,41,Emerson Hyndman,True
130268,8b04d6c1,Pierre-Hojbjerg,Pierre-Emile Højbjerg,0,Pierre-Emile,Højbjerg,340,Pierre-Emile Højbjerg,True
130461,9f736ed2,Jordon-Ibe,Jordon Femi Ashley Ibe,0,Jordon,Ibe,38,Jordon Ibe,True
131370,ad1ffcfd,Vicente-Iborra,Vicente Iborra de la Fuente,0,Vicente,Iborra,228,Vicente Iborra,True
132002,c92e1a31,Kelechi-Iheanacho,Kelechi Promise Iheanacho,0,Kelechi,Iheanacho,236,Kelechi Iheanacho,True
132925,6ca5ec4b,Alex-Iwobi,Alex Iwobi,0,Alex,Iwobi,15,Alex Iwobi,True
133614,ca2bc3df,Jose-Izquierdo,José Heriberto Izquierdo Mena,0,José Heriberto,Izquierdo Mena,61,José Heriberto Izquierdo Mena,True
134382,3233eefd,Phil-Jagielka,Philip Nikodem Jagielka,0,Phil,Jagielka,158,Phil Jagielka,True
134872,08452314,Alireza-Jahanbakhsh,Alireza Jahanbakhsh Jirandeh,0,Alireza,Jahanbakhsh,476,Alireza Jahanbakhsh,True
135945,45da6694,Daryl-Janmaat,Daryl Janmaat,0,Daryl,Janmaat,381,Daryl Janmaat,True
136560,31dce0c8,Vincent-Janssen,Vincent Petrus Anna Sebastiaan Janssen,0,Vincent,Janssen,614,Vincent Janssen,True
136686,874125a3,Carl-Jenkinson,Carl Daniel Jenkinson,0,Carl,Jenkinson,581,Carl Jenkinson,True
137675,b66315ae,Gabriel-Jesus,Gabriel Fernando de Jesus,0,Gabriel Fernando,de Jesus,281,Gabriel Fernando de Jesus,True
138515,b561db50,Raul-Jimenez,Raúl Alonso Jiménez Rodríguez,0,Raúl,Jiménez,437,Raúl Jiménez,True
138786,a48da055,Stefan-Johansen,Stefan Marius Johansen,0,Stefan,Johansen,185,Stefan Johansen,True
139745,9319781b,Ben-Johnson,Benjamin Johnson,0,Ben,Johnson,605,Ben Johnson,True
140268,4701e130,Tyreke-Johnson,Tyreke Johnson,0,Tyreke,Johnson,562,Tyreke Johnson,True
140801,def899bd,Phil-Jones,Philip Anthony Jones,0,Phil,Jones,285,Phil Jones,True
141204,45db685d,Jorginho,Jorge Luiz Frello Filho,0,Jorge Luiz,Frello Filho,459,Jorge Luiz Frello Filho,True
142878,178ae8f8,Diogo-Jota,Diogo Jota,0,Diogo,Jota,432,Diogo Jota,True
144056,914ab9a1,Christian-Kabasele,Christian Kabasele,0,Christian,Kabasele,380,Christian Kabasele,True
144449,5bddccc9,Elias-Kachunga,Elias Kachunga,0,Elias,Kachunga,212,Elias Kachunga,True
145030,4047c976,Aboubakar-Kamara,Aboubakar Kamara,0,Aboubakar,Kamara,189,Aboubakar Kamara,True
145910,21a66f6a,Harry-Kane,Harry Edward Kane,0,Harry,Kane,372,Harry Kane,True
146187,b9fbae28,NGolo-Kante,N'Golo Kanté,0,N'Golo,Kanté,126,N'Golo Kanté,True
146714,26679cdf,Beram-Kayal,Beram Kayal,0,Beram,Kayal,57,Beram Kayal,True
147490,c5b7c315,Michael-Keane,Michael Vincent Keane,0,Michael,Keane,162,Michael Keane,True
148148,18b999f4,Neeskens-Kebano,Neeskens Kebano,0,Neeskens,Kebano,187,Neeskens Kebano,True
149327,d7492450,Martin-Kelly,Martin Ronald Kelly,0,Martin,Kelly,140,Martin Kelly,True
150210,5eebbfdf,Kenedy,Robert Kenedy Nunes do Nascimento,0,Robert Kenedy,Nunes do Nascimento,458,Robert Kenedy Nunes do Nascimento,True
150609,099e666f,Jonjoe-Kenny,Jonjoe Kenny,0,Jonjoe,Kenny,161,Jonjoe Kenny,True
151630,d0f72bf1,Max-Kilman,Max Kilman,0,Max,Kilman,567,Max Kilman,True
151684,43458538,Joshua-King,Joshua Christian Kojo King,0,Joshua,King,45,Joshua King,True
152328,6c679c6d,Anthony-Knockaert,Anthony Knockaert,0,Anthony,Knockaert,55,Anthony Knockaert,True
153881,d2bff301,Vincent-Kompany,Vincent Jean Mpoy Kompany,0,Vincent,Kompany,263,Vincent Kompany,True
154419,1f9a3a04,Terence-Kongolo,Terence Kongolo,0,Terence,Kongolo,198,Terence Kongolo,True
154754,f5efb153,Laurent-Koscielny,Laurent Koscielny,0,Laurent,Koscielny,3,Laurent Koscielny,True
155580,8d3c902d,Cheikhou-Kouyate,Cheikhou Kouyaté,0,Cheikhou,Kouyaté,412,Cheikhou Kouyaté,True
156917,1931bde9,Rajiv-van-La-Parra,Rajiv van La Parra,0,Rajiv,van La Parra,200,Rajiv van La Parra,True
157268,9dbb75ca,Alexandre-Lacazette,Alexandre Lacazette,0,Alexandre,Lacazette,22,Alexandre Lacazette,True
158231,99813635,Adam-Lallana,Adam David Lallana,0,Adam,Lallana,250,Adam Lallana,True
159005,abe66106,Erik-Lamela,Erik Manuel Lamela,0,Erik,Lamela,363,Erik Lamela,True
159694,26f6dca8,Manuel-Lanzini,Manuel Lanzini,0,Manuel,Lanzini,414,Manuel Lanzini,True
160126,119b9a8e,Aymeric-Laporte,Aymeric Laporte,0,Aymeric,Laporte,268,Aymeric Laporte,True
160802,450ab6fc,Jamaal-Lascelles,Jamaal Lascelles,0,Jamaal,Lascelles,312,Jamaal Lascelles,True
161255,321a71a7,Maxime-Le-Marchand,Maxime Le Marchand,0,Maxime,Le Marchand,455,Maxime Le Marchand,True
162052,6eaed4eb,Florian-Lejeune,Florian Gregoire Claude Lejeune,0,Florian,Lejeune,314,Florian Lejeune,True
162720,2b471f99,Mario-Lemina,Mario Lemina,0,Mario,Lemina,344,Mario Lemina,True
162975,2ff964a0,Aaron-Lennon,Aaron Justin Lennon,0,Aaron,Lennon,83,Aaron Lennon,True
163489,2628fd2b,Bernd-Leno,Bernd Leno,0,Bernd,Leno,2,Bernd Leno,True
164169,9b5ce51a,Jefferson-Lerma,Jefferson Andrés Lerma Solís,0,Jefferson,Lerma,494,Jefferson Lerma,True
164745,99b1d0e6,Stephan-Lichtsteiner,Stephan Lichtsteiner,0,Stephan,Lichtsteiner,11,Stephan Lichtsteiner,True
165768,f5deef4c,Victor-Lindelof,Victor Jörgen Nilsson Lindelöf,0,Victor,Lindelöf,292,Victor Lindelöf,True
166400,810e3c74,Jesse-Lingard,Jesse Ellis Lingard,0,Jesse,Lingard,300,Jesse Lingard,True
167125,82dbf623,Fernando-Llorente,Fernando Javier Llorente Torres,0,Fernando,Llorente,371,Fernando Llorente,True
167729,8f62b6ee,Hugo-Lloris,Hugo Lloris,0,Hugo,Lloris,351,Hugo Lloris,True
167938,6cc47ae1,Jurgen-Locadia,Jürgen Locadia,0,Jürgen,Locadia,65,Jürgen Locadia,True
168657,e97fd090,Ruben-Loftus-Cheek,Ruben Ira Loftus-Cheek,0,Ruben,Loftus-Cheek,132,Ruben Loftus-Cheek,True
169205,5a4280b1,Kevin-Long,Kevin Finbarr Long,0,Kevin,Long,73,Kevin Long,True
170211,9f472354,Shane-Long,Shane Patrick Long,0,Shane,Long,347,Shane Long,True
170808,a2b105e0,Sean-Longstaff,Sean Longstaff,0,Sean,Longstaff,531,Sean Longstaff,True
171210,7c104bb7,Ademola-Lookman,Ademola Lookman,0,Ademola,Lookman,170,Ademola Lookman,True
171884,939bc634,Jonas-Lossl,Jonas Lössl,0,Jonas,Lössl,191,Jonas Lössl,True
172573,1a2935f6,Dejan-Lovren,Dejan Lovren,0,Dejan,Lovren,239,Dejan Lovren,True
173134,c6896eab,Chris-Lowe,Chris Löwe,0,Chris,Löwe,193,Chris Löwe,True
173569,9a9c05db,Matthew-Lowton,Matthew John Lowton,0,Matthew,Lowton,69,Matthew Lowton,True
174257,c0e27d1a,David-Luiz,David Luiz Moreira Marinho,0,David,Luiz Moreira Marinho,116,David Luiz Moreira Marinho,True
175142,5eae500a,Romelu-Lukaku,Romelu Menama Lukaku,0,Romelu,Lukaku,306,Romelu Lukaku,True
175679,ee38d9c5,James-Maddison,James Daniel Maddison,0,James,Maddison,233,James Maddison,True
176115,e3e6502a,Gary-Madine,Gary Lee Madine,0,Gary,Madine,109,Gary Madine,True
176915,d8931174,Harry-Maguire,Jacob Harry Maguire,0,Harry,Maguire,220,Harry Maguire,True
