,url_id,tag,fbref_name,key,first_name,second_name,id,full_name,keep
33807,3ea50f67,Harvey-Barnes,Harvey Barnes,0,Harvey,Barnes,235,Harvey Barnes,True
34833,18e96f64,Kyle-Bartley,Kyle Louis Bartley,0,Kyle,Bartley,412,Kyle Bartley,True
35435,1aa84968,Chris-Basham,Christopher Paul Basham,0,Chris,Basham,345,Chris Basham,True
35819,2973d8ff,Michy-Batshuayi,Michy Batshuayi Tunga,0,Michy,Batshuayi,108,Michy Batshuayi,True
36910,4115ce4e,Jan-Bednarek,Jan Bednarek,0,Jan,Bednarek,376,Jan Bednarek,True
37526,50dc94ce,Donny-van-de-Beek,Donny van de Beek,0,Donny,van de Beek,495,Donny van de Beek,True
37799,f874dd44,Hector-Bellerin,Héctor Bellerín Moruno,0,Héctor,Bellerín,11,Héctor Bellerín,True
39169,5a04fd92,Said-Benrahma,Saïd Benrahma,0,Saïd,Benrahma,587,Saïd Benrahma,True
39347,bf3aeb61,Josh-Benson,Josh Benson,0,Josh,Benson,535,Josh Benson,True
40105,ab070c55,Christian-Benteke,Christian Benteke Liolo,0,Christian,Benteke,132,Christian Benteke,True
40987,5348aada,Gaetano-Berardi,Gaetano Berardi,0,Gaetano,Berardi,685,Gaetano Berardi,True
42579,d0b6129f,Sander-Berge,Sander Berge,0,Sander,Berge,360,Sander Berge,True
43364,a29b1131,Steven-Bergwijn,Steven Charles Bergwijn,0,Steven,Bergwijn,400,Steven Bergwijn,True
43701,ab4b3e35,Bernard,Bernard Anício Caldeira Duarte,0,Bernard,Anício Caldeira Duarte,154,Bernard Anício Caldeira Duarte,True
44294,17370b95,Bernardo,Bernardo Fernandes da Silva Junior,0,Bernardo,Fernandes da Silva Junior,75,Bernardo Fernandes da Silva Junior,True
45453,01226327,Ryan-Bertrand,Ryan Dominic Bertrand,0,Ryan,Bertrand,362,Ryan Bertrand,True
45721,6c203af0,Yves-Bissouma,Yves Bissouma,0,Yves,Bissouma,76,Yves Bissouma,True
46862,ae5019e6,Jayden-Bogle,Jayden Bogle,0,Jayden,Bogle,510,Jayden Bogle,True
47735,a4ac4b8f,Willy-Boly,Willy Boly,0,Willy,Boly,458,Willy Boly,True
48429,79c84d1c,Jarrod-Bowen,Jarrod Bowen,0,Jarrod,Bowen,445,Jarrod Bowen,True
49692,30e81a88,Rhian-Brewster,Rhian Brewster,0,Rhian,Brewster,262,Rhian Brewster,True
50750,47369df8,Josh-Brownhill,Joshua Brownhill,0,Josh,Brownhill,98,Josh Brownhill,True
52570,c684d3c9,Kean-Bryan,Kean Bryan,0,Kean,Bryan,603,Kean Bryan,True
53275,f631c17f,Oliver-Burke,Oliver Jasen Burke,0,Oliver,Burke,424,Oliver Burke,True
53550,b2d31e83,Dan-Burn,Daniel Johnson Burn,0,Dan,Burn,61,Dan Burn,True
54387,cc70a1d5,Jack-Butland,Jack Butland,0,Jack,Butland,586,Jack Butland,True
55503,e608ed4c,David-Button,David Robert Edmund Button,0,David,Button,56,David Button,True
56300,aa6f2f2c,Oskar-Buur,Oskar Buur,0,Oskar,Buur,467,Oskar Buur,True
57210,7914b9fe,Gary-Cahill,Gary James Cahill,0,Gary,Cahill,125,Gary Cahill,True
58684,59e6e5bf,Dominic-Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,0,Dominic,Calvert-Lewin,164,Dominic Calvert-Lewin,True
59576,bd6351cd,Joao-Cancelo,João Pedro Cavaco Cancelo,0,João Pedro Cavaco,Cancelo,277,João Pedro Cavaco Cancelo,True
60221,55b4f1d6,Ian-Carlo-Poveda,Ian Carlo Poveda,0,Ian Carlo,Poveda-Ocampo,209,Ian Carlo Poveda-Ocampo,True
61733,3e1550ee,Scott-Carson,Scott Paul Carson,0,Scott,Carson,608,Scott Carson,True
62306,966e28d0,Fabio-Carvalho,Fabio Carvalho,0,Fabio,Carvalho,695,Fabio Carvalho,True
63771,58bc7d18,Kiko-Casilla,Francisco Casilla Cortés,0,Francisco,Casilla Cortés,194,Francisco Casilla Cortés,True
64472,197640fd,Timothy-Castagne,Timothy Castagne,0,Timothy,Castagne,498,Timothy Castagne,True
65564,e28868f3,Jonny-Castro,Jonathan Castro Otto,0,Jonathan,Castro Otto,462,Jonathan Castro Otto,True
65853,979b811d,Ivan-Cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,0,Ivan Ricardo,Neves Abreu Cavaleiro,187,Ivan Ricardo Neves Abreu Cavaleiro,True
66761,527f063d,Edinson-Cavani,Edinson Roberto Cavani Gómez,0,Edinson,Cavani,569,Edinson Cavani,True
67049,c0617e2b,Dani-Ceballos,Daniel Ceballos Fernández,0,Daniel,Ceballos Fernández,501,Daniel Ceballos Fernández,True
67746,dc6f5bdd,Calum-Chambers,Calum Chambers,0,Calum,Chambers,13,Calum Chambers,True
68610,d2424d1b,Ben-Chilwell,Ben Chilwell,0,Benjamin,Chilwell,232,Benjamin Chilwell,True
69456,7d2d3329,Hamza-Choudhury,Hamza Choudhury,0,Hamza,Choudhury,234,Hamza Choudhury,True
70027,1cb49278,Andreas-Christensen,Andreas Bodtker Christensen,0,Andreas,Christensen,116,Andreas Christensen,True
70654,b2f9c73e,Carney-Chukwuemeka,Carney Chibueze Chukwuemeka,0,Carney,Chukwuemeka,672,Carney Chukwuemeka,True
71766,2b91cf8e,Ciaran-Clark,Ciaran Clark,0,Ciaran,Clark,324,Ciaran Clark,True
72210,0442183b,Nathaniel-Clyne,Nathaniel Edwin Clyne,0,Nathaniel,Clyne,577,Nathaniel Clyne,True
73404,2928dca2,Conor-Coady,Conor David Coady,0,Conor,Coady,459,Conor Coady,True
74243,27c01749,Aaron-Connolly,Aaron Anthony Connolly,0,Aaron,Connolly,78,Aaron Connolly,True
75180,dc64b8b3,Liam-Cooper,Liam David Ian Cooper,0,Liam,Cooper,195,Liam Cooper,True
76281,25b82f9a,Theo-Corbeanu,Theo Corbeanu,0,Theo,Corbeanu,610,Theo Corbeanu,True
76404,74e12f1e,Jack-Cork,Jack Frank Porteous Cork,0,Jack,Cork,84,Jack Cork,True
77329,f13d02a6,Helder-Costa,Hélder Wander Sousa de Azevedo e Costa,0,Hélder Wander,Sousa de Azevedo e Costa,205,Hélder Wander Sousa de Azevedo e Costa,True
79078,4f974391,Aaron-Cresswell,Aaron William Cresswell,0,Aaron,Cresswell,435,Aaron Cresswell,True
79852,a4fe8cda,Patrick-Cutrone,Patrick Cutrone,0,Patrick,Cutrone,626,Patrick Cutrone,True
80176,67ca8566,Stuart-Dallas,Stuart Alan Dallas,0,Stuart,Dallas,200,Stuart Dallas,True
80762,52105203,Scott-Dann,Scott Dann,0,Scott,Dann,486,Scott Dann,True
81749,cde3309f,Karl-Darlow,Karl Darlow,0,Karl,Darlow,325,Karl Darlow,True
82376,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,653,Ben Davies,True
82574,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,395,Ben Davies,True
82925,9228b07c,Tom-Davies,Tom Davies,0,Tom,Davies,163,Tom Davies,True
83478,9deaf2c8,Keinan-Davis,Keinan Davis,0,Keinan,Davis,50,Keinan Davis,True
84468,8574c61f,Leif-Davis,Leif Davis,0,Leif,Davis,214,Leif Davis,True
85513,3e9e06cb,Craig-Dawson,Craig Dawson,0,Craig,Dawson,576,Craig Dawson,True
85952,e46012d4,Kevin-De-Bruyne,Kevin De Bruyne,0,Kevin,De Bruyne,272,Kevin De Bruyne,True
86684,dd897ee7,Liam-Delap,Liam Delap,0,Liam,Delap,539,Liam Delap,True
87189,111c3236,Fabian-Delph,Fabian Delph,0,Fabian,Delph,149,Fabian Delph,True
88382,5a7301ae,Leander-Dendoncker,Leander Dendoncker,0,Leander,Dendoncker,464,Leander Dendoncker,True
89046,dda3969e,Mbaye-Diagne,Mbaye Diagne,0,Mbaye,Diagne,648,Mbaye Diagne,True
89580,9dc96f10,Amad-Diallo,Amad Diallo,0,Amad,Diallo,640,Amad Diallo,True
90395,11ff3d56,Ibrahima-Diallo,Ibrahima Diallo,0,Ibrahima,Diallo,565,Ibrahima Diallo,True
91175,f522d7ec,Grady-Diangana,Grady Diangana,0,Grady,Diangana,446,Grady Diangana,True
91677,31c69ef1,Ruben-Dias,Rúben dos Santos Gato Alves Dias,0,Rúben Santos,Gato Alves Dias,556,Rúben Santos Gato Alves Dias,True
92552,ac861941,Eric-Dier,Eric Jeremy Edgar Dier,0,Eric,Dier,391,Eric Dier,True
92899,1b84dbe1,Lucas-Digne,Lucas Digne,0,Lucas,Digne,155,Lucas Digne,True
94066,a712ca2b,Issa-Diop,Issa Diop,0,Issa,Diop,451,Issa Diop,True
94669,254147d4,Moussa-Djenepo,Moussa Djenepo,0,Moussa,Djenepo,382,Moussa Djenepo,True
95420,d557d734,Matt-Doherty,Matthew James Doherty,0,Matt,Doherty,457,Matt Doherty,True
95568,67ac5bb8,Gabriel-Dos-Santos,Gabriel dos Santos Magalhães,0,Gabriel,Magalhães,494,Gabriel Magalhães,True
96482,02b29014,Abdoulaye-Doucoure,Abdoulaye Doucouré,0,Abdoulaye,Doucouré,512,Abdoulaye Doucouré,True
98154,3fe6bd8c,Paul-Dummett,Paul Dummett,0,Paul,Dummett,331,Paul Dummett,True
98470,282f75f3,Lewis-Dunk,Lewis Carl Dunk,0,Lewis,Dunk,62,Lewis Dunk,True
99237,1fdfd6da,Jimmy-Dunne,Jimmy Dunne,0,Jimmy,Dunne,519,Jimmy Dunne,True
100438,1566e437,Kyle-Edwards,Kyle Edwards,0,Kyle,Edwards,421,Kyle Edwards,True
101039,debe38a0,John-Egan,John Egan,0,John,Egan,353,John Egan,True
101704,2fba6108,Anthony-Elanga,Anthony Elanga,0,Anthony,Elanga,702,Anthony Elanga,True
104292,ae4fc6a4,Eberechi-Eze,Eberechi Eze,0,Eberechi,Eze,489,Eberechi Eze,True
106669,507c7bdf,Bruno-Fernandes,Bruno Miguel Borges Fernandes,0,Bruno Miguel,Borges Fernandes,302,Bruno Miguel Borges Fernandes,True
107415,f25b010f,Federico-Fernandez,Federico Fernández,0,Federico,Fernández,323,Federico Fernández,True
108049,101da2b5,Fernandinho,Fernando Luiz Rosa,0,Fernando,Luiz Rosa,266,Fernando Luiz Rosa,True
108996,bd8a7d05,Sam-Field,Sam Field,0,Sam,Field,423,Sam Field,True
109447,4c370d81,Roberto-Firmino,Roberto Firmino Barbosa de Oliveira,0,Roberto,Firmino,249,Roberto Firmino,True
110301,b63e789d,John-Fleck,John Alexander Fleck,0,John,Fleck,346,John Fleck,True
110919,ed1e53f3,Phil-Foden,Phil Foden,0,Phil,Foden,284,Phil Foden,True
111533,132a82f1,Wesley-Fofana,Wesley Fofana,0,Wesley,Fofana,561,Wesley Fofana,True
112603,82927de4,Pablo-Fornals,Pablo Fornals,0,Pablo,Fornals,450,Pablo Fornals,True
113209,c3e39f12,Fraser-Forster,Fraser Gerard Forster,0,Fraser,Forster,523,Fraser Forster,True
113809,a9142dc3,Timothy-Fosu-Mensah,Timothy Fosu-Mensah,0,Timothy,Fosu-Mensah,312,Timothy Fosu-Mensah,True
114357,6722d4f0,Tyrese-Francois,Tyrese Francois,0,Tyrese,Francois,708,Tyrese Francois,True
115284,d56543a0,Ryan-Fraser,Ryan Fraser,0,Ryan,Fraser,507,Ryan Fraser,True
115936,b853e0ad,Fred,Frederico Rodrigues Santos,0,Frederico,Rodrigues de Paula Santos,299,Frederico Rodrigues de Paula Santos,True
117212,a67a09fb,Christian-Fuchs,Christian Fuchs,0,Christian,Fuchs,218,Christian Fuchs,True
118264,3ec9195b,Darnell-Furlong,Darnell Anthony Furlong,0,Darnell,Furlong,422,Darnell Furlong,True
118986,c2731c10,Conor-Gallagher,Conor Gallagher,0,Conor,Gallagher,544,Conor Gallagher,True
120255,e58a03c6,Dwight-Gayle,Dwight Devon Boyd Gayle,0,Dwight,Gayle,329,Dwight Gayle,True
120712,6bd603db,Jean-Philippe-Gbamin,Jean-Philippe Gbamin,0,Jean-Philippe,Gbamin,161,Jean-Philippe Gbamin,True
121632,7ba6d84e,David-de-Gea,David de Gea Quintana,0,David,de Gea,291,David de Gea,True
121975,ffa90327,Anwar-El-Ghazi,Anwar El Ghazi,0,Anwar,El Ghazi,45,Anwar El Ghazi,True
123240,46ee5234,Kieran-Gibbs,Kieran James Ricardo Gibbs,0,Kieran,Gibbs,407,Kieran Gibbs,True
124040,32f60ed8,Morgan-Gibbs-White,Morgan Gibbs-White,0,Morgan,Gibbs-White,473,Morgan Gibbs-White,True
124223,df10e27c,Billy-Gilmour,Billy Gilmour,0,Billy,Gilmour,124,Billy Gilmour,True
124918,16ceb862,Olivier-Giroud,Olivier Giroud,0,Olivier,Giroud,103,Olivier Giroud,True
125717,9f7c837d,Ben-Godfrey,Benjamin Matthew Godfrey,0,Ben,Godfrey,566,Ben Godfrey,True
126413,1961b2aa,Andre-Gomes,André Filipe Tavares Gomes,0,André Filipe,Tavares Gomes,158,André Filipe Tavares Gomes,True
127282,7a11550b,Joe-Gomez,Joseph Dave Gomez,0,Joseph,Gomez,260,Joseph Gomez,True
127849,2bd83368,Anthony-Gordon,Anthony Gordon,0,Anthony,Gordon,168,Anthony Gordon,True
128970,87f7500e,Karlan-Grant,Karlan Laughton Ahearne-Grant,0,Karlan,Grant,582,Karlan Grant,True
129345,4468ec10,Demarai-Gray,Demarai Ramelle Gray,0,Demarai,Gray,230,Demarai Gray,True
129810,b0b4fd3e,Jack-Grealish,Jack Grealish,0,Jack,Grealish,37,Jack Grealish,True
130924,58eee997,Mason-Greenwood,Mason Greenwood,0,Mason,Greenwood,315,Mason Greenwood,True
131263,8aec0537,Pascal-Gross,Pascal Groß,0,Pascal,Groß,57,Pascal Groß,True
132512,81d8091f,Kamil-Grosicki,Kamil Paweł Grosicki,0,Kamil,Grosicki,410,Kamil Grosicki,True
132791,ab13a5aa,Vicente-Guaita,Vicente Guaita Panadero,0,Vicente,Guaita,128,Vicente Guaita,True
134566,a7588cdc,Antwoine-Hackford,Antwoine Hackford,0,Antwoine,Hackford,618,Antwoine Hackford,True
135411,ba115a40,Sebastien-Haller,Sébastien Haller,0,Sébastien,Haller,441,Sébastien Haller,True
136092,3c066877,Rekeem-Harper,Rekeem Harper,0,Rekeem,Harper,426,Rekeem Harper,True
136506,aa849a12,Jack-Harrison,Jack Harrison,0,Jack,Harrison,203,Jack Harrison,True
136942,bf8fad51,Kortney-Hause,Kortney Hause,0,Kortney,Hause,39,Kortney Hause,True
137773,fed7cb61,Kai-Havertz,Kai Havertz,0,Kai,Havertz,500,Kai Havertz,True
138800,c951a6df,Isaac-Hayden,Isaac Scot Hayden,0,Isaac,Hayden,336,Isaac Hayden,True
139283,5f1a2f31,Michael-Hector,Michael Anthony James Hector,0,Michael,Hector,178,Michael Hector,True
140896,e5a76dfe,Dean-Henderson,Dean Henderson,0,Dean,Henderson,305,Dean Henderson,True
141527,935e6b8f,Jordan-Henderson,Jordan Brian Henderson,0,Jordan,Henderson,244,Jordan Henderson,True
142373,989d5705,Jeff-Hendrick,Jeffrey Patrick Hendrick,0,Jeff,Hendrick,485,Jeff Hendrick,True
142913,c0398aca,Pablo-Hernandez,Pablo Hernández Domínguez,0,Pablo,Hernández Domínguez,193,Pablo Hernández Domínguez,True
144724,9a71e978,Ki-Jana-Hoever,Ki-Jana Delano Hoever,0,Ki-Jana,Hoever,545,Ki-Jana Hoever,True
144752,d79a8c87,Rob-Holding,Rob Holding,0,Rob,Holding,16,Rob Holding,True
145671,d0042ab9,Mason-Holgate,Mason Holgate,0,Mason,Holgate,165,Mason Holgate,True
146205,fcab00a0,Conor-Hourihane,Conor Hourihane,0,Conor,Hourihane,33,Conor Hourihane,True
147037,15f3ec41,Callum-Hudson-Odoi,Callum Hudson-Odoi,0,Callum,Hudson-Odoi,122,Callum Hudson-Odoi,True
148884,8b04d6c1,Pierre-Hojbjerg,Pierre-Emile Højbjerg,0,Pierre-Emile,Højbjerg,396,Pierre-Emile Højbjerg,True
149441,03622183,Odion-Ighalo,Odion Jude Ighalo,0,Odion,Ighalo,293,Odion Ighalo,True
150024,c92e1a31,Kelechi-Iheanacho,Kelechi Promise Iheanacho,0,Kelechi,Iheanacho,233,Kelechi Iheanacho,True
152082,6ca5ec4b,Alex-Iwobi,Alex Iwobi,0,Alex,Iwobi,159,Alex Iwobi,True
152667,ca2bc3df,Jose-Izquierdo,José Heriberto Izquierdo Mena,0,José,Izquierdo,72,José Izquierdo,True
153814,3233eefd,Phil-Jagielka,Philip Nikodem Jagielka,0,Phil,Jagielka,529,Phil Jagielka,True
154092,08452314,Alireza-Jahanbakhsh,Alireza Jahanbakhsh Jirandeh,0,Alireza,Jahanbakhsh,71,Alireza Jahanbakhsh,True
155162,c931d9f9,Daniel-James,Daniel Owen James,0,Daniel,James,311,Daniel James,True
155594,1265a93a,Reece-James,Reece James,0,Reece,James,123,Reece James,True
156712,7c39363f,Alexandre-Jankewitz,Alexandre Jankewitz,0,Alexandre,Jankewitz,643,Alexandre Jankewitz,True
157387,03edb878,Daniel-Jebbison,Daniel David Jebbison,0,Daniel,Jebbison,699,Daniel Jebbison,True
157975,b66315ae,Gabriel-Jesus,Gabriel Fernando de Jesus,0,Gabriel Fernando,de Jesus,282,Gabriel Fernando de Jesus,True
158965,b561db50,Raul-Jimenez,Raúl Alonso Jiménez Rodríguez,0,Raúl,Jiménez,460,Raúl Jiménez,True
160376,9319781b,Ben-Johnson,Benjamin Johnson,0,Ben,Johnson,452,Ben Johnson,True
161039,9e5708be,Sam-Johnstone,Samuel Luke Johnstone,0,Sam,Johnstone,417,Sam Johnstone,True
161508,4fb9c88f,Curtis-Jones,Curtis Jones,0,Curtis,Jones,263,Curtis Jones,True
161996,45db685d,Jorginho,Jorge Luiz Frello Filho,0,Jorge Luiz,Frello Filho,105,Jorge Luiz Frello Filho,True
163650,178ae8f8,Diogo-Jota,Diogo Jota,0,Diogo,Jota,468,Diogo Jota,True
164290,fb614c44,James-Justin,James Justin,0,James,Justin,239,James Justin,True
165083,2d61d13a,Ozan-Kabak,Ozan Kabak,0,Ozan,Kabak,652,Ozan Kabak,True
165676,4047c976,Aboubakar-Kamara,Aboubakar Kamara,0,Aboubakar,Kamara,190,Aboubakar Kamara,True
166280,b9fbae28,NGolo-Kante,N'Golo Kanté,0,N'Golo,Kanté,113,N'Golo Kanté,True
167065,3d50bcdb,Moise-Kean,Moise Kean,0,Moise,Kean,169,Moise Kean,True
167765,c5b7c315,Michael-Keane,Michael Vincent Keane,0,Michael,Keane,156,Michael Keane,True
168518,18b999f4,Neeskens-Kebano,Neeskens Kebano,0,Neeskens,Kebano,180,Neeskens Kebano,True
170587,d7492450,Martin-Kelly,Martin Ronald Kelly,0,Martin,Kelly,135,Martin Kelly,True
171334,099e666f,Jonjoe-Kenny,Jonjoe Kenny,0,Jonjoe,Kenny,160,Jonjoe Kenny,True
173234,d0f72bf1,Max-Kilman,Max Kilman,0,Max,Kilman,470,Max Kilman,True
173492,43458538,Joshua-King,Joshua Christian Kojo King,0,Joshua,King,651,Joshua King,True
174290,282679b4,Mateusz-Klich,Mateusz Klich,0,Mateusz,Klich,198,Mateusz Klich,True
175021,ea6bc03a,Robin-Koch,Robin Koch,0,Robin,Koch,491,Robin Koch,True
176384,1f9a3a04,Terence-Kongolo,Terence Kongolo,0,Terence,Kongolo,585,Terence Kongolo,True
176877,0313a347,Ezri-Konsa,Ezri Konsa Ngoyo,0,Ezri,Konsa Ngoyo,46,Ezri Konsa Ngoyo,True
177715,8d3c902d,Cheikhou-Kouyate,Cheikhou Kouyaté,0,Cheikhou,Kouyaté,133,Cheikhou Kouyaté,True
179438,77cf6852,Emil-Krafth,Emil Henry ­Kristoffer Krafth,0,Emil,Krafth,333,Emil Krafth,True
180394,9dbb75ca,Alexandre-Lacazette,Alexandre Lacazette,0,Alexandre,Lacazette,6,Alexandre Lacazette,True
181172,99813635,Adam-Lallana,Adam David Lallana,0,Adam,Lallana,54,Adam Lallana,True
182386,abe66106,Erik-Lamela,Erik Manuel Lamela,0,Erik,Lamela,387,Erik Lamela,True
182618,f4e433d4,Tariq-Lamptey,Tariq Lamptey,0,Tariq,Lamptey,77,Tariq Lamptey,True
183893,26f6dca8,Manuel-Lanzini,Manuel Lanzini,0,Manuel,Lanzini,439,Manuel Lanzini,True
184354,119b9a8e,Aymeric-Laporte,Aymeric Laporte,0,Aymeric,Laporte,280,Aymeric Laporte,True
185137,450ab6fc,Jamaal-Lascelles,Jamaal Lascelles,0,Jamaal,Lascelles,328,Jamaal Lascelles,True
185623,321a71a7,Maxime-Le-Marchand,Maxime Le Marchand,0,Maxime,Le Marchand,173,Maxime Le Marchand,True
186358,2b471f99,Mario-Lemina,Mario Lemina,0,Mario,Lemina,493,Mario Lemina,True
186813,2628fd2b,Bernd-Leno,Bernd Leno,0,Bernd,Leno,8,Bernd Leno,True
188724,efb9215a,Jamal-Lewis,Jamal Lewis,0,Jamal,Lewis,513,Jamal Lewis,True
189383,f5deef4c,Victor-Lindelof,Victor Jörgen Nilsson Lindelöf,0,Victor,Lindelöf,308,Victor Lindelöf,True
190298,810e3c74,Jesse-Lingard,Jesse Ellis Lingard,0,Jesse,Lingard,301,Jesse Lingard,True
190977,b98570d1,Jake-Livermore,Jake Cyril Livermore,0,Jake,Livermore,409,Jake Livermore,True
191424,bba30585,Diego-Llorente,Diego Javier Llorente Ríos,0,Diego,Llorente,549,Diego Llorente,True
192364,8f62b6ee,Hugo-Lloris,Hugo Lloris,0,Hugo,Lloris,383,Hugo Lloris,True
193097,d7553721,Giovani-Lo-Celso,Giovani Lo Celso,0,Giovani,Lo Celso,403,Giovani Lo Celso,True
193463,e97fd090,Ruben-Loftus-Cheek,Ruben Ira Loftus-Cheek,0,Ruben,Loftus-Cheek,115,Ruben Loftus-Cheek,True
194050,5a4280b1,Kevin-Long,Kevin Finbarr Long,0,Kevin,Long,85,Kevin Long,True
195182,9f472354,Shane-Long,Shane Patrick Long,0,Shane,Long,361,Shane Long,True
195849,c0027d2d,Matthew-Longstaff,Matthew Longstaff,0,Matthew,Longstaff,487,Matthew Longstaff,True
196560,a2b105e0,Sean-Longstaff,Sean Longstaff,0,Sean,Longstaff,480,Sean Longstaff,True
197057,7c104bb7,Ademola-Lookman,Ademola Lookman,0,Ademola,Lookman,557,Ademola Lookman,True
198019,7af88b33,Max-Lowe,Max Lowe,0,Max,Lowe,511,Max Lowe,True
198335,9a9c05db,Matthew-Lowton,Matthew John Lowton,0,Matthew,Lowton,92,Matthew Lowton,True
198929,c0e27d1a,David-Luiz,David Luiz Moreira Marinho,0,David,Luiz Moreira Marinho,3,David Luiz Moreira Marinho,True
