,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2018-12-08,Sat,Matchweek 16,Home,L 0–2,Leicester City,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2018-12-22,Sat,Matchweek 18,Away,W 1–0,Leicester City,Chelsea,Y,RM,90,2,1,0,0,0,0,1,0,0,0,0,0,0,0,Match Report
3,2018-12-26,Wed,Matchweek 19,Home,W 2–1,Leicester City,Manchester City,Y,RM,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2019-01-01,Tue,Matchweek 21,Away,W 1–0,Leicester City,Everton,Y,RM,90,3,2,0,0,0,0,1,0,0,0,0,0,0,0,Match Report
6,2019-01-12,Sat,Matchweek 22,Home,L 1–2,Leicester City,Southampton,Y,"RM,DM",75,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2019-01-19,Sat,Matchweek 23,Away,L 3–4,Leicester City,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2019-01-30,Wed,Matchweek 24,Away,D 1–1,Leicester City,Liverpool,N,RM,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2019-02-03,Sun,Matchweek 25,Home,L 0–1,Leicester City,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2019-02-10,Sun,Matchweek 26,Away,L 1–3,Leicester City,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2019-04-06,Sat,Matchweek 33,Away,W 4–1,Leicester City,Huddersfield,N,CM,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
14,2019-04-28,Sun,Matchweek 36,Home,W 3–0,Leicester City,Arsenal,Y,"CM,DM",78,5,4,0,1,0,0,0,0,0,0,0,0,0,0,Match Report
15,2019-05-06,Mon,Matchweek 37,Away,L 0–1,Leicester City,Manchester City,Y,"CM,DM",90,3,2,0,0,0,0,1,0,0,0,0,0,0,0,Match Report
16,2019-05-12,Sun,Matchweek 38,Home,D 0–0,Leicester City,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
