,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-18,Sat,Matchweek 2,Home,W 3–2,Chelsea,Arsenal,Y,LM,59,0,0,0,0,2,1,0,0,55,0,2,1,0.1,0.1,0.0,1,0,40,47,85.1,2,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,643,52,21,91.3,12,14,85.7,5,6,83.3,0.0,0,2,1,0
1,2018-08-26,Sun,Matchweek 3,Away,W 2–1,Chelsea,Newcastle Utd,N,LM,12,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,3,100.0,2,2,100.0,1,1,100.0,0.0,0,0,0,0
3,2018-09-15,Sat,Matchweek 5,Home,W 4–1,Chelsea,Cardiff City,N,LM,41,0,0,0,0,0,0,0,0,56,0,0,1,0.0,0.0,0.0,0,0,53,54,98.1,4,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,804,182,30,100.0,15,16,93.8,3,3,100.0,0.0,0,3,1,0
4,2018-09-23,Sun,Matchweek 6,Away,D 0–0,Chelsea,West Ham,N,LM,12,0,0,0,0,1,1,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,35,3,75.0,4,5,80.0,1,1,100.0,0.0,0,2,0,0
5,2018-09-29,Sat,Matchweek 7,Home,D 1–1,Chelsea,Liverpool,N,LM,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,63,33,2,100.0,0,1,0.0,1,1,100.0,0.0,0,1,0,0
6,2018-10-07,Sun,Matchweek 8,Away,W 3–0,Chelsea,Southampton,Y,LM,80,1,1,0,0,3,1,0,0,61,2,0,0,0.7,0.7,0.3,3,2,48,52,92.3,6,35,0,1,0,2,0,0,0,1,1,0,0,0,0,1,691,126,32,97.0,8,9,88.9,4,4,100.0,0.1,1,5,1,0
7,2018-10-20,Sat,Matchweek 9,Home,D 2–2,Chelsea,Manchester Utd,N,LM,22,1,0,0,0,2,1,0,0,23,1,0,0,0.7,0.7,0.0,1,0,16,17,94.1,4,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,263,72,9,90.0,5,5,100.0,1,1,100.0,0.0,0,4,0,0
8,2018-10-28,Sun,Matchweek 10,Away,W 4–0,Chelsea,Burnley,Y,LM,90,1,2,0,0,3,1,0,0,105,1,0,1,0.1,0.1,0.5,4,2,90,96,93.8,4,80,4,0,0,3,0,0,0,0,2,0,0,0,0,0,1188,183,61,95.3,22,23,95.7,5,5,100.0,0.3,4,2,1,0
9,2018-11-04,Sun,Matchweek 11,Home,W 3–1,Chelsea,Crystal Palace,Y,LM,63,0,0,0,0,1,0,0,0,74,1,0,0,0.0,0.0,0.0,0,0,61,68,89.7,3,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,929,132,37,92.5,20,22,90.9,3,4,75.0,0.0,0,6,0,0
10,2018-11-11,Sun,Matchweek 12,Home,D 0–0,Chelsea,Everton,N,LM,9,0,0,0,0,2,0,0,0,11,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,13,3,100.0,3,3,100.0,0,1,0.0,0.0,0,1,0,0
