,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2018-08-11,Sat,Matchweek 1,Away,L 0–2,Cardiff City,Bournemouth,Y,CM,61,11,26,42.3,173,68,5,13,38.5,5,8,62.5,0,1,0.0,0,0.1,0.0,1,3,1,0,3,Match Report
2,2018-08-25,Sat,Matchweek 3,Away,D 0–0,Cardiff City,Huddersfield,N,RM,81,11,19,57.9,220,135,2,4,50.0,8,11,72.7,1,1,100.0,0,0.2,0.5,2,2,1,0,5,Match Report
3,2018-09-02,Sun,Matchweek 4,Home,L 2–3,Cardiff City,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2018-09-22,Sat,Matchweek 6,Home,L 0–5,Cardiff City,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
6,2018-09-30,Sun,Matchweek 7,Home,L 1–2,Cardiff City,Burnley,Y,"FW,RM",90,21,45,46.7,321,157,13,22,59.1,7,14,50.0,1,2,50.0,0,0.1,0.1,2,5,2,0,8,Match Report
8,2018-10-20,Sat,Matchweek 9,Home,W 4–2,Cardiff City,Fulham,Y,FW,90,14,27,51.9,265,79,7,13,53.8,3,7,42.9,3,4,75.0,0,0.1,0.1,2,1,1,1,1,Match Report
9,2018-10-27,Sat,Matchweek 10,Away,L 1–4,Cardiff City,Liverpool,Y,FW,90,12,19,63.2,160,64,7,8,87.5,4,8,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
11,2018-11-10,Sat,Matchweek 12,Home,W 2–1,Cardiff City,Brighton,Y,FW,90,8,21,38.1,119,37,5,11,45.5,2,7,28.6,1,2,50.0,0,0.0,0.0,0,2,0,0,2,Match Report
13,2018-11-30,Fri,Matchweek 14,Home,W 2–1,Cardiff City,Wolves,Y,FW,90,8,18,44.4,79,27,5,9,55.6,1,4,25.0,0,1,0.0,0,0.0,0.0,0,2,0,0,2,Match Report
14,2018-12-04,Tue,Matchweek 15,Away,L 1–3,Cardiff City,West Ham,Y,FW,72,14,23,60.9,185,2,10,12,83.3,2,4,50.0,1,1,100.0,0,0.0,0.0,1,0,0,0,2,Match Report
15,2018-12-08,Sat,Matchweek 16,Home,W 1–0,Cardiff City,Southampton,Y,FW,90,9,16,56.3,125,84,6,10,60.0,1,2,50.0,1,1,100.0,0,0.1,0.1,2,1,1,0,2,Match Report
16,2018-12-15,Sat,Matchweek 17,Away,L 2–3,Cardiff City,Watford,Y,FW,90,10,23,43.5,158,51,7,11,63.6,2,6,33.3,1,2,50.0,0,0.1,0.2,1,2,1,1,3,Match Report
17,2018-12-22,Sat,Matchweek 18,Home,L 1–5,Cardiff City,Manchester Utd,Y,FW,90,7,18,38.9,99,30,2,5,40.0,4,10,40.0,0,1,0.0,0,0.0,0.0,0,0,1,0,2,Match Report
19,2018-12-29,Sat,Matchweek 20,Away,W 1–0,Cardiff City,Leicester City,Y,"FW,RM",90,18,30,60.0,255,64,11,15,73.3,4,10,40.0,1,2,50.0,0,0.1,0.1,1,2,0,0,5,Match Report
21,2019-01-12,Sat,Matchweek 22,Home,D 0–0,Cardiff City,Huddersfield,Y,"FW,LW",90,7,18,38.9,127,60,2,8,25.0,5,7,71.4,0,1,0.0,0,0.0,0.0,0,3,1,0,4,Match Report
23,2019-01-29,Tue,Matchweek 24,Away,L 1–2,Cardiff City,Arsenal,Y,"WB,RW,FW",90,11,26,42.3,166,89,6,13,46.2,4,10,40.0,1,2,50.0,0,0.1,0.1,2,3,1,1,2,Match Report
24,2019-02-02,Sat,Matchweek 25,Home,W 2–0,Cardiff City,Bournemouth,Y,RM,90,15,38,39.5,216,175,9,18,50.0,4,8,50.0,1,4,25.0,0,0.0,0.0,0,5,0,0,2,Match Report
25,2019-02-09,Sat,Matchweek 26,Away,W 2–1,Cardiff City,Southampton,Y,WB,90,12,30,40.0,221,160,8,14,57.1,1,6,16.7,3,5,60.0,1,0.6,0.0,2,3,0,0,3,Match Report
