,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2018-08-10,Fri,Matchweek 1,Away,L 1–2,Leicester City,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2018-08-18,Sat,Matchweek 2,Home,W 2–0,Leicester City,Wolves,Y,RW,59,0,0,0,0,1,0,0,0,31,1,1,1,0.0,0.0,0.0,1,0,11,20,55.0,0,18,2,3,2,Match Report
2,2018-08-25,Sat,Matchweek 3,Away,W 2–1,Leicester City,Southampton,N,LW,24,0,1,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,1,9,12,75.0,1,10,0,0,0,Match Report
3,2018-09-01,Sat,Matchweek 4,Home,L 1–2,Leicester City,Liverpool,Y,LW,60,0,0,0,0,1,0,0,0,38,2,0,2,0.0,0.0,0.1,3,0,18,28,64.3,3,23,0,2,1,Match Report
4,2018-09-15,Sat,Matchweek 5,Away,L 2–4,Leicester City,Bournemouth,N,RW,30,1,0,0,0,1,1,0,0,17,0,0,1,0.3,0.3,0.0,0,0,7,14,50.0,1,9,0,0,0,Match Report
5,2018-09-22,Sat,Matchweek 6,Home,W 3–1,Leicester City,Huddersfield,N,LW,14,0,0,0,0,1,0,0,0,11,1,0,2,0.0,0.0,0.0,1,0,5,6,83.3,2,7,1,0,0,Match Report
6,2018-09-29,Sat,Matchweek 7,Away,W 2–0,Leicester City,Newcastle Utd,N,LW,17,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,0,0,5,8,62.5,0,10,1,1,0,Match Report
7,2018-10-06,Sat,Matchweek 8,Home,L 1–2,Leicester City,Everton,N,"RW,WB",24,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,2,6,33.3,0,1,0,0,0,Match Report
8,2018-10-22,Mon,Matchweek 9,Away,L 1–3,Leicester City,Arsenal,N,"LM,RM",30,0,0,0,0,0,0,1,0,23,0,0,1,0.0,0.0,0.0,0,0,14,20,70.0,2,15,0,1,1,Match Report
9,2018-10-27,Sat,Matchweek 10,Home,D 1–1,Leicester City,West Ham,Y,"LW,RW,RB",90,0,0,0,0,4,2,0,0,82,0,1,1,0.2,0.2,0.6,6,0,36,73,49.3,5,55,9,2,2,Match Report
10,2018-11-03,Sat,Matchweek 11,Away,W 1–0,Leicester City,Cardiff City,Y,"RW,LW",90,0,0,0,0,1,0,0,0,56,2,0,0,0.0,0.0,0.0,2,1,32,48,66.7,9,38,2,1,0,Match Report
11,2018-11-10,Sat,Matchweek 12,Home,D 0–0,Leicester City,Burnley,Y,RW,59,0,0,0,0,3,1,0,0,40,1,0,0,0.1,0.1,0.2,2,0,20,35,57.1,2,27,6,1,1,Match Report
12,2018-11-24,Sat,Matchweek 13,Away,D 1–1,Leicester City,Brighton,Y,"RW,RM",90,0,0,0,0,0,0,0,0,48,0,2,3,0.0,0.0,0.0,1,0,17,36,47.2,2,21,2,4,1,Match Report
13,2018-12-01,Sat,Matchweek 14,Home,W 2–0,Leicester City,Watford,Y,"RW,CM",90,0,1,0,0,0,0,1,0,49,5,3,0,0.0,0.0,0.1,2,1,22,40,55.0,5,32,4,1,0,Match Report
14,2018-12-05,Wed,Matchweek 15,Away,D 1–1,Leicester City,Fulham,Y,"RW,RB",90,0,0,0,0,1,0,0,0,37,2,3,0,0.1,0.1,0.1,1,0,15,30,50.0,2,21,2,3,3,Match Report
15,2018-12-08,Sat,Matchweek 16,Home,L 0–2,Leicester City,Tottenham,N,"LW,RM",35,0,0,0,0,0,0,1,0,26,2,0,2,0.0,0.0,0.0,2,0,9,18,50.0,2,17,0,5,1,Match Report
16,2018-12-15,Sat,Matchweek 17,Away,L 0–1,Leicester City,Crystal Palace,Y,"RW,LW",88,0,0,0,0,1,0,0,0,64,1,1,3,0.0,0.0,0.1,3,0,26,47,55.3,2,41,1,4,0,Match Report
17,2018-12-22,Sat,Matchweek 18,Away,W 1–0,Leicester City,Chelsea,Y,RW,90,0,0,0,0,1,1,0,0,42,3,1,1,0.0,0.0,0.1,1,0,10,23,43.5,1,28,3,3,0,Match Report
18,2018-12-26,Wed,Matchweek 19,Home,W 2–1,Leicester City,Manchester City,Y,"LM,RW",90,1,0,0,0,1,1,0,0,52,3,1,1,0.4,0.4,0.4,2,0,22,36,61.1,3,34,1,0,0,Match Report
19,2018-12-29,Sat,Matchweek 20,Home,L 0–1,Leicester City,Cardiff City,Y,RW,57,0,0,0,0,0,0,0,0,34,1,0,1,0.0,0.0,0.0,3,0,18,29,62.1,1,22,2,2,1,Match Report
