,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
1,2018-10-27,Sat,Matchweek 10,Away,L 0–3,Huddersfield,Watford,N,CM,13,0,0,0,0,0,0,0,0,7,1,1,0,0.0,0.0,0.0,0,0,1,5,20.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0,0,0,0
3,2018-12-08,Sat,Matchweek 16,Away,L 0–1,Huddersfield,Arsenal,N,DM,39,0,0,0,0,0,0,1,0,20,2,0,1,0.0,0.0,0.0,2,0,10,16,62.5,3,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,247,120,4,80.0,1,3,33.3,5,8,62.5,0.0,1,3,1,0
4,2018-12-15,Sat,Matchweek 17,Home,L 0–1,Huddersfield,Newcastle Utd,Y,DM,90,0,0,0,0,1,1,0,0,107,5,1,1,0.0,0.0,0.1,4,0,66,94,70.2,13,54,0,4,2,3,1,0,0,0,0,0,0,0,0,0,1392,416,27,79.4,24,29,82.8,15,27,55.6,0.1,2,17,2,1
5,2018-12-22,Sat,Matchweek 18,Home,L 1–3,Huddersfield,Southampton,Y,CM,64,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.1,3,0,36,49,73.5,2,24,0,1,0,1,2,0,0,0,0,0,0,0,0,0,738,223,15,88.2,13,17,76.5,8,15,53.3,0.2,2,4,0,0
9,2019-01-20,Sun,Matchweek 23,Home,L 0–3,Huddersfield,Manchester City,Y,CM,63,0,0,0,0,0,0,1,0,28,3,2,0,0.0,0.0,0.0,2,0,12,18,66.7,4,17,0,2,1,2,0,0,0,0,0,0,0,0,0,0,177,75,7,87.5,3,5,60.0,1,2,50.0,0.0,0,2,1,0
10,2019-01-29,Tue,Matchweek 24,Home,L 0–1,Huddersfield,Everton,Y,"RM,DM,CM",90,0,0,0,0,0,0,0,0,79,2,1,0,0.0,0.0,0.1,4,0,54,69,78.3,13,52,1,4,1,4,0,0,0,0,0,0,0,0,0,0,1036,367,20,83.3,26,28,92.9,7,15,46.7,0.3,1,13,1,0
11,2019-02-02,Sat,Matchweek 25,Away,L 0–5,Huddersfield,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,53,2,2,2,0.0,0.0,0.0,0,0,36,43,83.7,5,35,1,4,3,0,0,0,0,0,0,0,0,0,0,0,789,189,15,93.8,11,14,78.6,10,12,83.3,0.0,0,5,0,0
12,2019-02-09,Sat,Matchweek 26,Home,L 1–2,Huddersfield,Arsenal,Y,"RM,LM",90,0,0,0,0,5,2,0,0,81,3,3,2,0.2,0.2,0.0,3,0,49,63,77.8,6,41,4,2,1,3,0,0,0,0,0,0,0,0,0,0,716,221,34,82.9,7,10,70.0,7,10,70.0,0.0,1,9,0,0
13,2019-02-23,Sat,Matchweek 27,Away,L 0–2,Huddersfield,Newcastle Utd,Y,"RM,LM",68,0,0,0,0,0,0,0,0,37,0,0,1,0.0,0.0,0.0,0,0,19,25,76.0,3,27,0,3,2,0,0,0,0,0,0,0,0,0,0,0,263,64,13,86.7,5,5,100.0,1,3,33.3,0.0,0,4,0,0
14,2019-02-26,Tue,Matchweek 28,Home,W 1–0,Huddersfield,Wolves,N,RB,45,0,0,0,0,0,0,0,0,43,5,2,1,0.0,0.0,0.2,1,0,15,28,53.6,2,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,282,158,8,66.7,5,7,71.4,2,7,28.6,0.2,1,4,1,0
