,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2019-02-02,Sat,Matchweek 25,Home,W 2–0,Crystal Palace,Fulham,N,FW,9,0,0,0,0,2,2,0,0,4,0,0,0,0.1,0.1,0.0,1,1,2,2,100.0,0,3,0,0,0,Match Report
1,2019-02-09,Sat,Matchweek 26,Home,D 1–1,Crystal Palace,West Ham,N,FW,31,0,0,0,0,5,0,0,0,12,0,0,0,0.6,0.6,0.0,2,0,4,7,57.1,1,8,1,2,2,Match Report
2,2019-02-23,Sat,Matchweek 27,Away,W 4–1,Crystal Palace,Leicester City,Y,FW,85,1,0,0,0,2,2,0,0,24,0,1,2,0.1,0.1,0.0,1,1,9,15,60.0,1,17,2,2,1,Match Report
3,2019-02-27,Wed,Matchweek 28,Home,L 1–3,Crystal Palace,Manchester Utd,Y,FW,77,0,0,0,0,3,0,0,0,21,0,0,1,0.1,0.1,0.0,2,0,9,14,64.3,1,11,4,2,1,Match Report
4,2019-03-02,Sat,Matchweek 29,Away,W 3–1,Crystal Palace,Burnley,Y,FW,82,1,0,0,0,2,1,0,0,21,0,1,0,0.1,0.1,0.0,0,0,7,12,58.3,1,12,2,0,0,Match Report
5,2019-03-09,Sat,Matchweek 30,Home,L 1–2,Crystal Palace,Brighton,Y,FW,90,0,0,0,0,2,1,0,0,33,1,0,2,0.1,0.1,0.1,3,0,16,22,72.7,3,12,0,1,0,Match Report
6,2019-03-30,Sat,Matchweek 32,Home,W 2–0,Crystal Palace,Huddersfield,Y,FW,72,0,0,0,0,3,0,0,0,24,0,1,0,0.5,0.5,0.0,4,0,11,16,68.8,0,14,0,4,3,Match Report
7,2019-04-03,Wed,Matchweek 31,Away,L 0–2,Crystal Palace,Tottenham,Y,FW,80,0,0,0,0,1,0,0,0,24,0,0,1,0.0,0.0,0.0,1,0,11,17,64.7,1,11,2,1,1,Match Report
8,2019-04-06,Sat,Matchweek 33,Away,W 1–0,Crystal Palace,Newcastle Utd,Y,FW,64,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,8,14,57.1,0,13,0,1,0,Match Report
9,2019-04-14,Sun,Matchweek 34,Home,L 1–3,Crystal Palace,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
10,2019-04-21,Sun,Matchweek 35,Away,W 3–2,Crystal Palace,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
11,2019-04-27,Sat,Matchweek 36,Home,D 0–0,Crystal Palace,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
12,2019-05-04,Sat,Matchweek 37,Away,W 3–2,Crystal Palace,Cardiff City,Y,FW,72,1,0,0,0,5,2,0,0,42,1,0,1,0.7,0.7,0.0,5,1,21,28,75.0,1,23,2,3,1,Match Report
13,2019-05-12,Sun,Matchweek 38,Home,W 5–3,Crystal Palace,Bournemouth,Y,FW,88,2,0,0,0,2,2,0,0,26,0,0,1,1.5,1.5,0.0,1,0,8,18,44.4,0,11,0,0,0,Match Report
