,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2018-09-22,Sat,Matchweek 6,Away,L 0–4,Bournemouth,Burnley,N,"RM,LW",23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
1,2018-10-01,Mon,Matchweek 7,Home,W 2–1,Bournemouth,Crystal Palace,N,LW,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
2,2018-10-06,Sat,Matchweek 8,Away,W 4–0,Bournemouth,Watford,N,"LW,LM",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
3,2018-10-20,Sat,Matchweek 9,Home,D 0–0,Bournemouth,Southampton,N,"LM,LW",32.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
4,2018-10-27,Sat,Matchweek 10,Away,W 3–0,Bournemouth,Fulham,N,"LM,RW",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
5,2018-11-03,Sat,Matchweek 11,Home,L 1–2,Bournemouth,Manchester Utd,Y,RM,89.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report
7,2018-11-25,Sun,Matchweek 13,Home,L 1–2,Bournemouth,Arsenal,N,RM,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
8,2018-12-01,Sat,Matchweek 14,Away,L 1–3,Bournemouth,Manchester City,N,LM,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
9,2018-12-04,Tue,Matchweek 15,Home,W 2–1,Bournemouth,Huddersfield,N,RM,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
10,2018-12-08,Sat,Matchweek 16,Home,L 0–4,Bournemouth,Liverpool,Y,"LM,RM",82.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
11,2018-12-15,Sat,Matchweek 17,Away,L 0–2,Bournemouth,Wolves,Y,AM,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
12,2018-12-22,Sat,Matchweek 18,Home,W 2–0,Bournemouth,Brighton,Y,LM,64.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
13,2018-12-26,Wed,Matchweek 19,Away,L 0–5,Bournemouth,Tottenham,Y,"LW,CM",90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
14,2018-12-30,Sun,Matchweek 20,Away,L 1–4,Bournemouth,Manchester Utd,Y,CM,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
15,2019-01-02,Wed,Matchweek 21,Home,D 3–3,Bournemouth,Watford,Y,RB,90.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report
16,2019-01-13,Sun,Matchweek 22,Away,L 0–2,Bournemouth,Everton,Y,RM,67.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
17,2019-01-19,Sat,Matchweek 23,Home,W 2–0,Bournemouth,West Ham,N,RW,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report
18,2019-01-30,Wed,Matchweek 24,Home,W 4–0,Bournemouth,Chelsea,Y,"RM,FW",89.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report
19,2019-02-02,Sat,Matchweek 25,Away,L 0–2,Bournemouth,Cardiff City,Y,RM,61.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
21,2019-03-30,Sat,Matchweek 32,Away,L 0–2,Bournemouth,Leicester City,N,RW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
22,2019-04-06,Sat,Matchweek 33,Home,L 1–3,Bournemouth,Burnley,N,CM,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
23,2019-04-13,Sat,Matchweek 34,Away,W 5–0,Bournemouth,Brighton,N,LW,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
24,2019-04-20,Sat,Matchweek 35,Home,L 0–1,Bournemouth,Fulham,Y,RB,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
