,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2018-08-11,Sat,Matchweek 1,Away,W 3–0,Chelsea,Huddersfield,N,LW,15.0,20.0,23.0,87.0,313.0,83.0,8.0,10.0,80.0,9.0,10.0,90.0,1.0,1.0,100.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,1.0,Match Report
1,2018-08-18,Sat,Matchweek 2,Home,W 3–2,Chelsea,Arsenal,N,LW,30.0,26.0,30.0,86.7,403.0,83.0,16.0,16.0,100.0,6.0,7.0,85.7,3.0,5.0,60.0,1.0,0.3,0.5,3.0,1.0,1.0,0.0,4.0,Match Report
2,2018-08-26,Sun,Matchweek 3,Away,W 2–1,Chelsea,Newcastle Utd,Y,LW,90.0,93.0,106.0,87.7,1513.0,318.0,59.0,61.0,96.7,20.0,25.0,80.0,12.0,13.0,92.3,0.0,0.1,0.3,1.0,8.0,4.0,0.0,15.0,Match Report
3,2018-09-01,Sat,Matchweek 4,Home,W 2–0,Chelsea,Bournemouth,Y,LW,90.0,59.0,66.0,89.4,814.0,155.0,39.0,42.0,92.9,14.0,18.0,77.8,5.0,5.0,100.0,0.0,0.2,0.2,5.0,3.0,0.0,0.0,4.0,Match Report
4,2018-09-15,Sat,Matchweek 5,Home,W 4–1,Chelsea,Cardiff City,Y,LW,83.0,68.0,79.0,86.1,1127.0,304.0,31.0,36.0,86.1,23.0,25.0,92.0,9.0,10.0,90.0,0.0,0.1,0.2,1.0,8.0,5.0,1.0,12.0,Match Report
5,2018-09-23,Sun,Matchweek 6,Away,D 0–0,Chelsea,West Ham,Y,LW,90.0,46.0,60.0,76.7,655.0,85.0,31.0,37.0,83.8,11.0,14.0,78.6,3.0,4.0,75.0,0.0,0.0,0.1,1.0,5.0,2.0,0.0,6.0,Match Report
6,2018-09-29,Sat,Matchweek 7,Home,D 1–1,Chelsea,Liverpool,Y,LW,90.0,38.0,53.0,71.7,480.0,158.0,24.0,27.0,88.9,11.0,16.0,68.8,1.0,5.0,20.0,0.0,0.4,0.3,3.0,2.0,1.0,0.0,2.0,Match Report
7,2018-10-07,Sun,Matchweek 8,Away,W 3–0,Chelsea,Southampton,Y,LW,90.0,65.0,79.0,82.3,978.0,293.0,34.0,38.0,89.5,20.0,24.0,83.3,5.0,6.0,83.3,1.0,1.3,0.7,4.0,2.0,5.0,0.0,9.0,Match Report
8,2018-10-20,Sat,Matchweek 9,Home,D 2–2,Chelsea,Manchester Utd,Y,LW,90.0,53.0,64.0,82.8,664.0,190.0,33.0,36.0,91.7,13.0,16.0,81.3,2.0,5.0,40.0,0.0,0.2,0.1,6.0,2.0,3.0,0.0,4.0,Match Report
10,2018-11-04,Sun,Matchweek 11,Home,W 3–1,Chelsea,Crystal Palace,N,LW,27.0,26.0,31.0,83.9,356.0,111.0,19.0,21.0,90.5,6.0,6.0,100.0,1.0,1.0,100.0,1.0,0.6,0.2,2.0,5.0,1.0,0.0,5.0,Match Report
11,2018-11-11,Sun,Matchweek 12,Home,D 0–0,Chelsea,Everton,Y,LW,90.0,44.0,53.0,83.0,635.0,234.0,27.0,28.0,96.4,6.0,8.0,75.0,5.0,9.0,55.6,0.0,0.7,0.5,4.0,8.0,3.0,1.0,10.0,Match Report
12,2018-11-24,Sat,Matchweek 13,Away,L 1–3,Chelsea,Tottenham,Y,"LW,FW",90.0,31.0,43.0,72.1,469.0,94.0,19.0,24.0,79.2,9.0,12.0,75.0,2.0,4.0,50.0,0.0,0.1,0.1,2.0,3.0,0.0,0.0,4.0,Match Report
13,2018-12-02,Sun,Matchweek 14,Home,W 2–0,Chelsea,Fulham,Y,LW,90.0,43.0,50.0,86.0,655.0,176.0,23.0,26.0,88.5,16.0,19.0,84.2,3.0,4.0,75.0,1.0,0.3,0.3,2.0,5.0,2.0,0.0,10.0,Match Report
14,2018-12-05,Wed,Matchweek 15,Away,L 1–2,Chelsea,Wolves,Y,LW,90.0,41.0,53.0,77.4,663.0,208.0,21.0,26.0,80.8,14.0,17.0,82.4,5.0,6.0,83.3,1.0,0.6,0.3,6.0,7.0,2.0,0.0,10.0,Match Report
15,2018-12-08,Sat,Matchweek 16,Home,W 2–0,Chelsea,Manchester City,Y,FW,89.0,15.0,22.0,68.2,202.0,70.0,10.0,13.0,76.9,1.0,2.0,50.0,2.0,3.0,66.7,2.0,0.3,0.2,2.0,0.0,2.0,0.0,2.0,Match Report
16,2018-12-16,Sun,Matchweek 17,Away,W 2–1,Chelsea,Brighton,Y,FW,82.0,36.0,45.0,80.0,475.0,100.0,19.0,22.0,86.4,8.0,9.0,88.9,2.0,3.0,66.7,1.0,0.3,0.7,3.0,5.0,2.0,0.0,5.0,Match Report
17,2018-12-22,Sat,Matchweek 18,Home,L 0–1,Chelsea,Leicester City,Y,"FW,LW",90.0,41.0,55.0,74.5,601.0,157.0,23.0,25.0,92.0,9.0,16.0,56.3,5.0,6.0,83.3,0.0,0.0,0.1,1.0,3.0,2.0,0.0,6.0,Match Report
18,2018-12-26,Wed,Matchweek 19,Away,W 2–1,Chelsea,Watford,Y,FW,90.0,40.0,50.0,80.0,532.0,112.0,22.0,27.0,81.5,12.0,13.0,92.3,2.0,2.0,100.0,0.0,0.2,0.2,2.0,5.0,2.0,0.0,7.0,Match Report
19,2018-12-30,Sun,Matchweek 20,Away,W 1–0,Chelsea,Crystal Palace,Y,"LW,RW",90.0,60.0,74.0,81.1,1034.0,210.0,35.0,41.0,85.4,16.0,19.0,84.2,8.0,10.0,80.0,0.0,0.2,0.1,3.0,6.0,0.0,0.0,9.0,Match Report
20,2019-01-02,Wed,Matchweek 21,Home,D 0–0,Chelsea,Southampton,Y,LW,90.0,40.0,60.0,66.7,704.0,168.0,21.0,27.0,77.8,11.0,15.0,73.3,6.0,10.0,60.0,0.0,0.1,0.1,4.0,3.0,0.0,0.0,2.0,Match Report
21,2019-01-12,Sat,Matchweek 22,Home,W 2–1,Chelsea,Newcastle Utd,Y,FW,86.0,26.0,43.0,60.5,407.0,65.0,12.0,20.0,60.0,9.0,11.0,81.8,3.0,4.0,75.0,1.0,0.0,0.1,1.0,4.0,3.0,0.0,7.0,Match Report
22,2019-01-19,Sat,Matchweek 23,Away,L 0–2,Chelsea,Arsenal,Y,"FW,LW",90.0,33.0,46.0,71.7,490.0,90.0,19.0,25.0,76.0,7.0,11.0,63.6,3.0,6.0,50.0,0.0,0.0,0.1,1.0,2.0,2.0,0.0,5.0,Match Report
23,2019-01-30,Wed,Matchweek 24,Away,L 0–4,Chelsea,Bournemouth,Y,LW,90.0,55.0,71.0,77.5,1023.0,283.0,24.0,30.0,80.0,19.0,23.0,82.6,9.0,13.0,69.2,0.0,0.2,0.4,5.0,7.0,2.0,1.0,13.0,Match Report
24,2019-02-02,Sat,Matchweek 25,Home,W 5–0,Chelsea,Huddersfield,Y,LW,76.0,47.0,65.0,72.3,676.0,196.0,29.0,37.0,78.4,14.0,16.0,87.5,2.0,4.0,50.0,0.0,0.1,0.2,1.0,4.0,7.0,0.0,8.0,Match Report
25,2019-02-10,Sun,Matchweek 26,Away,L 0–6,Chelsea,Manchester City,Y,LW,90.0,32.0,41.0,78.0,430.0,85.0,18.0,19.0,94.7,9.0,13.0,69.2,1.0,1.0,100.0,0.0,0.1,0.1,3.0,3.0,2.0,0.0,5.0,Match Report
26,2019-02-27,Wed,Matchweek 28,Home,W 2–0,Chelsea,Tottenham,Y,LW,59.0,26.0,36.0,72.2,475.0,111.0,12.0,15.0,80.0,4.0,7.0,57.1,5.0,6.0,83.3,0.0,0.1,0.1,1.0,5.0,2.0,0.0,7.0,Match Report
27,2019-03-03,Sun,Matchweek 29,Away,W 2–1,Chelsea,Fulham,Y,LW,73.0,33.0,41.0,80.5,532.0,100.0,22.0,24.0,91.7,8.0,10.0,80.0,3.0,5.0,60.0,1.0,0.2,0.4,3.0,1.0,3.0,1.0,4.0,Match Report
28,2019-03-10,Sun,Matchweek 30,Home,D 1–1,Chelsea,Wolves,Y,"LW,AM",90.0,65.0,86.0,75.6,867.0,176.0,39.0,44.0,88.6,13.0,22.0,59.1,6.0,9.0,66.7,0.0,0.1,0.2,2.0,4.0,1.0,1.0,1.0,Match Report
29,2019-03-17,Sun,Matchweek 31,Away,L 0–2,Chelsea,Everton,Y,"LW,AM",90.0,52.0,62.0,83.9,739.0,200.0,34.0,36.0,94.4,12.0,14.0,85.7,5.0,9.0,55.6,0.0,0.1,0.2,2.0,3.0,1.0,0.0,5.0,Match Report
31,2019-04-03,Wed,Matchweek 27,Home,W 3–0,Chelsea,Brighton,Y,LW,83.0,61.0,71.0,85.9,906.0,230.0,36.0,38.0,94.7,13.0,17.0,76.5,8.0,10.0,80.0,1.0,0.9,0.8,3.0,2.0,3.0,1.0,7.0,Match Report
32,2019-04-08,Mon,Matchweek 33,Home,W 2–0,Chelsea,West Ham,Y,LW,90.0,48.0,57.0,84.2,748.0,289.0,24.0,26.0,92.3,17.0,19.0,89.5,4.0,9.0,44.4,0.0,0.3,0.4,5.0,6.0,9.0,0.0,13.0,Match Report
33,2019-04-14,Sun,Matchweek 34,Away,L 0–2,Chelsea,Liverpool,Y,"FW,LW",90.0,22.0,30.0,73.3,297.0,55.0,15.0,17.0,88.2,4.0,9.0,44.4,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Match Report
