,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-12,Sun,Matchweek 1,Home,L 0–2,Arsenal,Manchester City,N,DM,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,16.0,87.5,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,123.0,5.0,100.0,7.0,8.0,87.5,2.0,2.0,100.0,0.0,0.0,2.0,1.0,0.0
1,2018-08-18,Sat,Matchweek 2,Away,L 2–3,Arsenal,Chelsea,N,DM,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,92.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,119.0,12.0,100.0,8.0,8.0,100.0,1.0,2.0,50.0,0.0,0.0,2.0,0.0,0.0
2,2018-08-25,Sat,Matchweek 3,Home,W 3–1,Arsenal,West Ham,N,DM,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,32.0,36.0,88.9,7.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,169.0,15.0,93.8,15.0,15.0,100.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
3,2018-09-02,Sun,Matchweek 4,Away,W 3–2,Arsenal,Cardiff City,N,DM,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0,0.1,1.0,1.0,26.0,26.0,100.0,3.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,437.0,101.0,15.0,100.0,8.0,8.0,100.0,3.0,3.0,100.0,0.0,1.0,3.0,1.0,0.0
4,2018-09-15,Sat,Matchweek 5,Away,W 2–1,Arsenal,Newcastle Utd,N,DM,45.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,23.0,30.0,76.7,3.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,362.0,93.0,11.0,73.3,12.0,14.0,85.7,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
5,2018-09-23,Sun,Matchweek 6,Home,W 2–0,Arsenal,Everton,Y,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,56.0,65.0,86.2,3.0,47.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1047.0,241.0,24.0,92.3,27.0,29.0,93.1,5.0,8.0,62.5,0.0,0.0,2.0,0.0,0.0
6,2018-09-29,Sat,Matchweek 7,Home,W 2–0,Arsenal,Watford,Y,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,60.0,69.0,87.0,9.0,60.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,341.0,25.0,92.6,27.0,30.0,90.0,5.0,6.0,83.3,0.0,0.0,4.0,1.0,0.0
7,2018-10-07,Sun,Matchweek 8,Away,W 5–1,Arsenal,Fulham,Y,"CM,DM,RW",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,42.0,50.0,84.0,5.0,30.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.0,143.0,18.0,78.3,17.0,18.0,94.4,4.0,6.0,66.7,0.0,0.0,2.0,0.0,0.0
8,2018-10-22,Mon,Matchweek 9,Home,W 3–1,Arsenal,Leicester City,Y,"DM,CM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,85.0,93.0,91.4,8.0,76.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,419.0,40.0,93.0,40.0,42.0,95.2,5.0,6.0,83.3,0.0,0.0,5.0,2.0,0.0
9,2018-10-28,Sun,Matchweek 10,Away,D 2–2,Arsenal,Crystal Palace,Y,"DM,CM",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,67.0,74.0,90.5,5.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1183.0,287.0,24.0,85.7,35.0,35.0,100.0,5.0,7.0,71.4,0.0,0.0,3.0,0.0,0.0
