,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-18,Sat,Matchweek 2,Away,L 1–2,Southampton,Everton,Y,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,16,27,59.3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,552,2,100.0,5,5,100.0,9,20,45.0,0.0,0,0,0,0
1,2018-09-01,Sat,Matchweek 4,Away,W 2–0,Southampton,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,15,27,55.6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,477,2,100.0,4,4,100.0,9,21,42.9,0.0,0,2,0,0
2,2018-09-17,Mon,Matchweek 5,Home,D 2–2,Southampton,Brighton,Y,GK,90,0,0,0,0,0,0,1,0,28,0,0,0,0.0,0.0,0.0,0,0,20,25,80.0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,494,2,100.0,13,13,100.0,5,10,50.0,0.0,0,0,0,0
3,2018-09-29,Sat,Matchweek 7,Away,L 0–2,Southampton,Wolves,Y,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,346,4,100.0,6,6,100.0,4,11,36.4,0.0,0,0,0,0
4,2018-10-07,Sun,Matchweek 8,Home,L 0–3,Southampton,Chelsea,Y,GK,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,11,26,42.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,283,1,100.0,5,5,100.0,5,20,25.0,0.0,0,1,0,0
5,2018-10-20,Sat,Matchweek 9,Away,D 0–0,Southampton,Bournemouth,Y,GK,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,15,31,48.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,641,2,100.0,2,2,100.0,11,27,40.7,0.0,0,2,0,0
6,2018-10-27,Sat,Matchweek 10,Home,D 0–0,Southampton,Newcastle Utd,Y,GK,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,15,26,57.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,392,2,100.0,5,5,100.0,8,19,42.1,0.0,0,0,0,0
7,2018-11-24,Sat,Matchweek 13,Away,L 2–3,Southampton,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,25,40,62.5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,438,4,100.0,13,13,100.0,8,23,34.8,0.0,0,0,0,0
8,2018-12-08,Sat,Matchweek 16,Away,L 0–1,Southampton,Cardiff City,Y,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,18,31,58.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,500,2,100.0,9,9,100.0,7,20,35.0,0.0,0,0,0,0
9,2018-12-16,Sun,Matchweek 17,Home,W 3–2,Southampton,Arsenal,Y,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,11,28,39.3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,263,3,100.0,5,5,100.0,3,19,15.8,0.0,0,0,0,0
10,2018-12-30,Sun,Matchweek 20,Home,L 1–3,Southampton,Manchester City,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,11,24,45.8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,491,1,100.0,2,2,100.0,8,21,38.1,0.0,0,2,0,0
12,2019-01-12,Sat,Matchweek 22,Away,W 2–1,Southampton,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,9,33,27.3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,257,1,100.0,4,4,100.0,4,26,15.4,0.0,0,0,0,0
13,2019-01-30,Wed,Matchweek 24,Home,D 1–1,Southampton,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,305,6,100.0,10,10,100.0,3,8,37.5,0.0,0,0,0,0
14,2019-02-02,Sat,Matchweek 25,Away,D 1–1,Southampton,Burnley,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,12,38,31.6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,447,3,100.0,2,2,100.0,7,33,21.2,0.0,0,1,0,0
15,2019-02-09,Sat,Matchweek 26,Home,L 1–2,Southampton,Cardiff City,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,22,27,81.5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,436,4,100.0,13,13,100.0,5,10,50.0,0.0,0,0,0,0
