,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2018-08-11,Sat,Matchweek 1,Home,L 1–2,Newcastle Utd,Tottenham,Y*,CB,90,40,52,76.9,832,235,10,12,83.3,25,30,83.3,4,6,66.7,0,0.0,0.0,0,1,0,0,2,Match Report
1,2018-08-18,Sat,Matchweek 2,Away,D 0–0,Newcastle Utd,Cardiff City,Y*,CB,90,32,39,82.1,564,244,15,17,88.2,13,15,86.7,4,7,57.1,0,0.0,0.0,0,1,0,0,4,Match Report
3,2018-09-01,Sat,Matchweek 4,Away,L 1–2,Newcastle Utd,Manchester City,Y*,CB,90,10,19,52.6,188,112,2,4,50.0,5,8,62.5,1,5,20.0,0,0.0,0.0,0,1,0,0,1,Match Report
4,2018-09-15,Sat,Matchweek 5,Home,L 1–2,Newcastle Utd,Arsenal,Y*,CB,45,8,16,50.0,154,79,5,6,83.3,2,6,33.3,1,3,33.3,0,0.0,0.0,0,0,0,0,1,Match Report
5,2018-09-22,Sat,Matchweek 6,Away,D 0–0,Newcastle Utd,Crystal Palace,Y*,CB,90,25,36,69.4,415,151,8,9,88.9,13,19,68.4,2,6,33.3,0,0.0,0.0,0,0,0,0,2,Match Report
6,2018-09-29,Sat,Matchweek 7,Home,L 0–2,Newcastle Utd,Leicester City,Y*,CB,90,29,51,56.9,478,220,13,18,72.2,14,22,63.6,1,5,20.0,0,0.0,0.0,0,2,0,0,2,Match Report
7,2018-10-06,Sat,Matchweek 8,Away,L 2–3,Newcastle Utd,Manchester Utd,Y*,CB,90,8,18,44.4,102,59,5,6,83.3,3,7,42.9,0,3,0.0,0,0.3,0.3,1,1,0,0,2,Match Report
8,2018-10-20,Sat,Matchweek 9,Home,L 0–1,Newcastle Utd,Brighton,Y*,CB,90,54,64,84.4,1061,344,18,23,78.3,29,32,90.6,6,8,75.0,0,0.0,0.0,0,3,0,0,5,Match Report
9,2018-10-27,Sat,Matchweek 10,Away,D 0–0,Newcastle Utd,Southampton,Y*,CB,90,49,61,80.3,870,476,21,23,91.3,21,27,77.8,5,9,55.6,0,0.0,0.0,0,5,0,0,5,Match Report
10,2018-11-03,Sat,Matchweek 11,Home,W 1–0,Newcastle Utd,Watford,Y*,CB,45,20,25,80.0,453,169,4,5,80.0,15,18,83.3,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Match Report
12,2018-12-01,Sat,Matchweek 14,Home,L 0–3,Newcastle Utd,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2018-12-05,Wed,Matchweek 15,Away,D 1–1,Newcastle Utd,Everton,Y*,CB,90,9,15,60.0,223,70,3,4,75.0,3,4,75.0,3,7,42.9,0,0.0,0.0,0,0,0,0,0,Match Report
14,2018-12-09,Sun,Matchweek 16,Home,L 1–2,Newcastle Utd,Wolves,Y*,CB,90,46,56,82.1,895,309,14,14,100.0,26,30,86.7,4,7,57.1,0,0.0,0.0,0,3,0,0,3,Match Report
15,2018-12-15,Sat,Matchweek 17,Away,W 1–0,Newcastle Utd,Huddersfield,Y*,CB,90,10,14,71.4,229,104,2,3,66.7,6,8,75.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1,Match Report
16,2018-12-22,Sat,Matchweek 18,Home,D 0–0,Newcastle Utd,Fulham,Y*,CB,90,59,74,79.7,1298,454,11,14,78.6,34,39,87.2,13,19,68.4,0,0.0,0.0,0,1,0,0,0,Match Report
17,2018-12-26,Wed,Matchweek 19,Away,L 0–4,Newcastle Utd,Liverpool,Y*,CB,90,12,19,63.2,257,119,4,6,66.7,5,8,62.5,3,3,100.0,0,0.0,0.0,0,1,0,0,0,Match Report
18,2018-12-29,Sat,Matchweek 20,Away,D 1–1,Newcastle Utd,Watford,Y*,CB,90,14,26,53.8,234,105,7,9,77.8,6,8,75.0,1,8,12.5,0,0.0,0.0,0,0,0,0,3,Match Report
