,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-11,Sat,Matchweek 1,Home,L 1–2,Newcastle Utd,Tottenham,Y,CB,90,0,0,0,0,2,0,0,0,47,3,1,2,0.1,0.1,0.0,1,0,22,34,64.7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,77,7,77.8,12,16,75.0,2,7,28.6,0.0,0,1,0,0
1,2018-08-18,Sat,Matchweek 2,Away,D 0–0,Newcastle Utd,Cardiff City,Y,CB,90,0,0,0,0,0,0,0,0,50,1,1,2,0.0,0.0,0.0,0,0,26,40,65.0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,175,13,76.5,8,9,88.9,4,12,33.3,0.0,0,1,0,0
2,2018-08-26,Sun,Matchweek 3,Home,L 1–2,Newcastle Utd,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,33,3,2,0,0.0,0.0,0.0,2,0,12,20,60.0,2,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,270,98,5,71.4,2,5,40.0,4,5,80.0,0.0,0,4,1,0
3,2018-09-01,Sat,Matchweek 4,Away,L 1–2,Newcastle Utd,Manchester City,Y,CB,80,0,0,0,0,0,0,0,0,24,1,2,2,0.0,0.0,0.0,0,0,8,13,61.5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,48,3,75.0,5,7,71.4,0,2,0.0,0.0,0,1,0,0
4,2018-09-15,Sat,Matchweek 5,Home,L 1–2,Newcastle Utd,Arsenal,N,CB,45,1,0,0,0,1,1,0,0,19,2,0,0,0.2,0.2,0.0,0,0,12,15,80.0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,99,5,83.3,6,6,100.0,1,3,33.3,0.0,0,0,0,0
6,2018-09-29,Sat,Matchweek 7,Home,L 0–2,Newcastle Utd,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,42,1,2,1,0.0,0.0,0.0,0,0,21,29,72.4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,139,7,77.8,11,14,78.6,2,5,40.0,0.0,0,0,0,0
8,2018-11-26,Mon,Matchweek 13,Away,W 2–1,Newcastle Utd,Burnley,Y*,CB,90,1,0,0,0,1,1,0,0,57,1,0,0,0.0,0.0,0.1,2,0,35,43,81.4,2,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,537,185,16,100.0,17,20,85.0,1,6,16.7,0.0,2,2,0,0
11,2018-12-09,Sun,Matchweek 16,Home,L 1–2,Newcastle Utd,Wolves,Y,CB,90,0,0,0,0,2,0,1,0,74,4,2,1,0.1,0.1,0.0,1,0,52,62,83.9,3,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,972,340,18,90.0,30,33,90.9,4,8,50.0,0.0,0,2,0,0
12,2018-12-15,Sat,Matchweek 17,Away,W 1–0,Newcastle Utd,Huddersfield,Y,CB,90,0,0,0,0,0,0,0,0,36,1,0,3,0.0,0.0,0.0,0,0,11,16,68.8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,126,6,85.7,4,6,66.7,1,2,50.0,0.0,0,0,0,0
13,2019-01-12,Sat,Matchweek 22,Away,L 1–2,Newcastle Utd,Chelsea,Y,CB,90,1,0,0,0,1,1,0,0,41,2,2,0,0.1,0.1,0.0,0,0,30,36,83.3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,247,10,90.9,15,16,93.8,5,8,62.5,0.0,0,3,0,0
