,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2018-08-11,Sat,Matchweek 1,Home,D 2–2,Wolves,Everton,Y,LM,75,0,0,0,0,1,0,0,0,49,0,2,3,0.0,0.0,0.0,0,0,33,43,76.7,2,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,478,145,20,100.0,12,19,63.2,1,3,33.3,0.0,0,1,0,0
1,2018-08-18,Sat,Matchweek 2,Away,L 0–2,Wolves,Leicester City,Y,WB,90,0,0,0,0,1,0,0,0,53,2,1,1,0.1,0.1,0.1,4,0,27,40,67.5,4,22,1,2,2,2,0,2,0,0,0,0,0,0,0,0,371,117,17,94.4,6,6,100.0,2,7,28.6,0.0,2,0,1,0
2,2018-08-25,Sat,Matchweek 3,Home,D 1–1,Wolves,Manchester City,Y,WB,84,0,0,0,0,0,0,0,0,38,4,1,1,0.0,0.0,0.0,3,0,21,26,80.8,1,12,1,1,0,2,1,0,0,0,0,0,0,0,0,0,324,120,14,100.0,5,8,62.5,2,3,66.7,0.0,1,1,0,0
3,2018-09-01,Sat,Matchweek 4,Away,W 1–0,Wolves,West Ham,Y,WB,90,0,0,0,0,1,0,0,0,61,7,4,1,0.0,0.0,0.1,2,0,39,43,90.7,6,31,2,0,0,1,0,0,0,1,0,0,0,0,0,0,586,223,20,90.9,18,18,100.0,1,2,50.0,0.0,2,1,0,0
4,2018-09-16,Sun,Matchweek 5,Home,W 1–0,Wolves,Burnley,Y,WB,90,0,0,0,0,3,0,0,0,70,1,1,0,0.4,0.4,0.1,9,0,46,61,75.4,5,36,4,3,2,5,0,2,0,0,0,0,0,0,0,0,629,196,30,90.9,13,17,76.5,2,6,33.3,0.1,3,4,4,2
5,2018-09-22,Sat,Matchweek 6,Away,D 1–1,Wolves,Manchester Utd,Y,WB,90,0,0,0,0,0,0,0,0,42,2,2,1,0.0,0.0,0.0,1,0,25,33,75.8,2,12,1,1,1,0,0,0,0,1,0,0,0,0,0,0,345,178,14,93.3,10,14,71.4,0,1,0.0,0.0,0,0,0,0
6,2018-09-29,Sat,Matchweek 7,Home,W 2–0,Wolves,Southampton,Y,WB,90,1,0,0,0,2,2,1,0,60,2,2,3,0.7,0.7,0.0,1,1,35,43,81.4,4,28,2,2,1,0,0,1,0,0,0,0,1,0,0,0,541,197,19,90.5,15,17,88.2,1,1,100.0,0.0,0,1,1,0
7,2018-10-06,Sat,Matchweek 8,Away,W 1–0,Wolves,Crystal Palace,Y,"LM,WB",90,0,0,0,0,0,0,1,0,46,3,5,1,0.0,0.0,0.0,0,0,20,31,64.5,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324,46,12,85.7,5,7,71.4,2,4,50.0,0.0,0,1,0,0
8,2018-10-20,Sat,Matchweek 9,Home,L 0–2,Wolves,Watford,Y,LM,45,0,0,0,0,0,0,0,0,23,0,0,2,0.0,0.0,0.0,1,0,10,19,52.6,0,11,0,2,1,0,0,0,1,0,0,0,0,0,0,0,120,21,9,75.0,1,4,25.0,0,3,0.0,0.0,0,0,0,0
9,2018-10-27,Sat,Matchweek 10,Away,L 0–1,Wolves,Brighton,Y,WB,84,0,0,0,0,0,0,0,0,49,1,2,3,0.0,0.0,0.1,4,0,39,42,92.9,1,22,5,0,0,4,0,0,0,0,0,0,0,0,0,0,577,121,19,95.0,14,16,87.5,3,3,100.0,0.1,3,2,0,0
