,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2018-08-12,Sun,Matchweek 1,Away,W 2–0,Manchester City,Arsenal,Y,LB,90,51,71,71.8,688,197,33,38,86.8,13,20,65.0,3,8,37.5,2,0.2,0.1,2,4,0,0,3,Match Report
1,2018-08-19,Sun,Matchweek 2,Home,W 6–1,Manchester City,Huddersfield,Y,"LW,CM",90,75,93,80.6,1066,297,38,40,95.0,31,40,77.5,2,8,25.0,1,0.5,0.2,3,9,3,1,10,Match Report
2,2018-08-25,Sat,Matchweek 3,Away,D 1–1,Manchester City,Wolves,Y,LB,90,60,74,81.1,930,262,33,35,94.3,25,30,83.3,2,6,33.3,0,0.3,0.2,1,4,3,1,6,Match Report
3,2018-09-01,Sat,Matchweek 4,Home,W 2–1,Manchester City,Newcastle Utd,Y,LB,90,100,108,92.6,1489,353,56,58,96.6,33,34,97.1,6,8,75.0,1,0.0,0.1,1,9,1,1,5,Match Report
5,2018-10-07,Sun,Matchweek 8,Away,D 0–0,Manchester City,Liverpool,Y,LB,90,50,72,69.4,739,326,32,36,88.9,14,21,66.7,2,10,20.0,0,0.0,0.0,0,3,3,0,8,Match Report
6,2018-10-20,Sat,Matchweek 9,Home,W 5–0,Manchester City,Burnley,Y,LB,90,54,62,87.1,770,244,31,33,93.9,20,22,90.9,1,3,33.3,1,0.5,0.2,3,3,3,3,5,Match Report
7,2018-10-29,Mon,Matchweek 10,Away,W 1–0,Manchester City,Tottenham,Y,LB,90,44,47,93.6,701,234,22,22,100.0,21,22,95.5,1,2,50.0,0,0.0,0.0,0,3,2,0,8,Match Report
8,2018-11-04,Sun,Matchweek 11,Home,W 6–1,Manchester City,Southampton,Y,LB,90,76,85,89.4,1188,357,45,45,100.0,25,28,89.3,5,6,83.3,0,0.0,0.1,1,4,5,2,10,Match Report
9,2018-11-11,Sun,Matchweek 12,Home,W 3–1,Manchester City,Manchester Utd,Y,LB,90,73,88,83.0,1023,192,40,43,93.0,27,33,81.8,2,2,100.0,0,0.0,0.0,0,4,1,0,5,Match Report
11,2019-02-27,Wed,Matchweek 28,Home,W 1–0,Manchester City,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
13,2019-04-14,Sun,Matchweek 34,Away,W 3–1,Manchester City,Crystal Palace,Y,LB,90,91,104,87.5,1161,325,62,65,95.4,22,26,84.6,3,7,42.9,0,0.0,0.0,0,8,0,0,10,Match Report
