,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2018-08-10,Fri,Matchweek 1,Home,W 2–1,Manchester Utd,Leicester City,Y*,LM,83,1,0,1,1,1,1,0,0,80,2,0,1,0.8,0.0,0.0,3,0,54,69,78.3,5,42,3,7,6,Match Report
1,2018-08-19,Sun,Matchweek 2,Away,L 2–3,Manchester Utd,Brighton,Y*,"DM,LM",90,1,0,1,1,2,1,0,0,94,1,0,0,1.0,0.2,0.1,5,1,63,78,80.8,13,55,2,5,1,Match Report
2,2018-08-27,Mon,Matchweek 3,Home,L 0–3,Manchester Utd,Tottenham,Y,"DM,RM",90,0,0,0,0,3,1,0,0,58,1,0,2,0.1,0.1,0.1,6,0,35,48,72.9,7,36,1,1,0,Match Report
3,2018-09-02,Sun,Matchweek 4,Away,W 2–0,Manchester Utd,Burnley,Y,"RM,AM",89,0,0,0,1,1,0,0,0,78,0,0,0,0.8,0.1,0.2,8,0,57,68,83.8,9,49,5,1,0,Match Report
4,2018-09-15,Sat,Matchweek 5,Away,W 2–1,Manchester Utd,Watford,Y,"RM,FW",90,0,0,0,0,5,3,0,0,82,1,0,0,0.5,0.5,0.0,1,0,57,70,81.4,12,61,3,1,0,Match Report
5,2018-09-22,Sat,Matchweek 6,Home,D 1–1,Manchester Utd,Wolves,Y,"RM,DM",90,0,1,0,0,2,1,0,0,114,0,0,0,0.1,0.1,0.1,4,1,86,106,81.1,19,76,8,2,2,Match Report
6,2018-09-29,Sat,Matchweek 7,Away,L 1–3,Manchester Utd,West Ham,Y,"CM,LM",69,0,0,0,0,3,1,0,0,54,1,0,0,0.1,0.1,0.0,2,1,37,43,86.0,5,41,2,1,1,Match Report
7,2018-10-06,Sat,Matchweek 8,Home,W 3–2,Manchester Utd,Newcastle Utd,Y,"CM,DM,LM",90,0,1,0,0,6,3,1,0,107,2,0,0,0.3,0.3,0.4,10,2,80,90,88.9,11,61,3,4,3,Match Report
8,2018-10-20,Sat,Matchweek 9,Away,D 2–2,Manchester Utd,Chelsea,Y,"DM,CM,LM",90,0,0,0,0,1,0,0,0,47,1,2,2,0.0,0.0,0.0,1,0,30,39,76.9,4,28,3,4,4,Match Report
9,2018-10-28,Sun,Matchweek 10,Home,W 2–1,Manchester Utd,Everton,Y,"LM,AM",90,1,1,0,1,5,4,0,0,84,0,0,0,1.0,0.2,0.1,6,3,58,73,79.5,9,49,4,4,2,Match Report
10,2018-11-03,Sat,Matchweek 11,Away,W 2–1,Manchester Utd,Bournemouth,Y,LM,90,0,0,0,0,3,0,0,0,61,2,0,3,0.6,0.6,0.1,6,1,32,42,76.2,4,32,5,6,2,Match Report
12,2018-11-24,Sat,Matchweek 13,Home,D 0–0,Manchester Utd,Crystal Palace,Y,LM,67,0,0,0,0,2,0,0,0,63,1,1,1,0.1,0.1,0.0,2,0,39,51,76.5,8,42,3,1,0,Match Report
13,2018-12-01,Sat,Matchweek 14,Away,D 2–2,Manchester Utd,Southampton,Y,CM,90,0,0,0,0,2,1,1,0,69,2,1,0,0.1,0.1,0.0,3,0,43,52,82.7,10,44,0,6,5,Match Report
14,2018-12-05,Wed,Matchweek 15,Home,D 2–2,Manchester Utd,Arsenal,N,AM,16,0,0,0,0,0,0,0,0,15,0,1,1,0.0,0.0,0.0,1,0,8,11,72.7,0,5,0,1,1,Match Report
15,2018-12-08,Sat,Matchweek 16,Home,W 4–1,Manchester Utd,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2018-12-16,Sun,Matchweek 17,Away,L 1–3,Manchester Utd,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
17,2018-12-22,Sat,Matchweek 18,Away,W 5–1,Manchester Utd,Cardiff City,Y,"LM,AM",90,0,2,0,0,3,1,0,0,107,2,0,0,0.1,0.1,0.6,5,3,84,100,84.0,13,57,1,1,0,Match Report
18,2018-12-26,Wed,Matchweek 19,Home,W 3–1,Manchester Utd,Huddersfield,Y,AM,90,2,0,0,0,5,4,0,0,103,2,3,0,0.2,0.2,0.1,11,2,77,91,84.6,9,69,6,5,4,Match Report
19,2018-12-30,Sun,Matchweek 20,Home,W 4–1,Manchester Utd,Bournemouth,Y,AM,90,2,1,0,0,5,4,0,0,112,2,1,0,1.3,1.3,0.8,5,1,89,102,87.3,13,73,4,2,0,Match Report
20,2019-01-02,Wed,Matchweek 21,Away,W 2–0,Manchester Utd,Newcastle Utd,Y,AM,90,0,0,0,0,3,1,0,0,75,1,1,0,0.5,0.5,0.1,9,0,53,66,80.3,8,47,5,2,2,Match Report
21,2019-01-13,Sun,Matchweek 22,Away,W 1–0,Manchester Utd,Tottenham,Y,"LM,AM",89,0,1,0,0,6,5,1,0,58,1,0,1,0.3,0.3,0.2,9,1,30,37,81.1,4,37,0,7,5,Match Report
22,2019-01-19,Sat,Matchweek 23,Home,W 2–1,Manchester Utd,Brighton,Y,"LM,AM",90,1,0,1,1,6,0,0,0,71,1,0,3,1.1,0.3,0.0,4,1,50,55,90.9,6,35,2,1,1,Match Report
23,2019-01-29,Tue,Matchweek 24,Home,D 2–2,Manchester Utd,Burnley,Y,"CM,LM",90,1,0,1,1,6,2,0,0,70,1,0,0,1.3,0.6,0.1,6,0,48,59,81.4,13,48,3,0,0,Match Report
24,2019-02-03,Sun,Matchweek 25,Away,W 1–0,Manchester Utd,Leicester City,Y,"AM,LM",90,0,1,0,0,0,0,0,0,80,2,0,1,0.0,0.0,0.4,3,1,61,72,84.7,9,42,3,3,3,Match Report
25,2019-02-09,Sat,Matchweek 26,Away,W 3–0,Manchester Utd,Fulham,Y,LM,73,2,0,1,1,2,1,0,0,62,2,0,3,0.9,0.1,0.0,5,0,36,47,76.6,9,38,1,5,3,Match Report
26,2019-02-24,Sun,Matchweek 27,Home,D 0–0,Manchester Utd,Liverpool,Y,LM,90,0,0,0,0,2,1,0,0,52,2,3,1,0.1,0.1,0.1,2,0,28,40,70.0,4,26,4,0,0,Match Report
27,2019-02-27,Wed,Matchweek 28,Away,W 3–1,Manchester Utd,Crystal Palace,Y,RM,90,0,1,0,0,3,1,0,0,56,4,0,0,0.2,0.2,0.1,2,1,39,47,83.0,6,31,2,0,0,Match Report
28,2019-03-02,Sat,Matchweek 29,Home,W 3–2,Manchester Utd,Southampton,Y,"LM,CM,AM",90,0,0,0,1,0,0,1,0,84,2,0,2,0.8,0.0,0.0,2,0,56,72,77.8,8,50,1,1,1,Match Report
29,2019-03-10,Sun,Matchweek 30,Away,L 0–2,Manchester Utd,Arsenal,Y,"CM,LM,DM",90,0,0,0,0,2,1,1,0,51,0,0,0,0.1,0.1,0.0,6,0,37,46,80.4,12,37,2,0,0,Match Report
30,2019-03-30,Sat,Matchweek 32,Home,W 2–1,Manchester Utd,Watford,Y,"LM,CM,DM",90,0,0,0,0,1,0,0,0,62,2,2,1,0.0,0.0,0.0,0,0,45,51,88.2,10,44,3,2,2,Match Report
31,2019-04-02,Tue,Matchweek 33,Away,L 1–2,Manchester Utd,Wolves,Y,"DM,LM,CM",90,0,0,0,0,1,0,0,0,59,1,0,1,0.0,0.0,0.6,10,0,33,48,68.8,6,41,5,4,2,Match Report
32,2019-04-13,Sat,Matchweek 34,Home,W 2–1,Manchester Utd,West Ham,Y,DM,90,2,0,2,2,2,0,0,0,78,2,1,4,1.8,0.2,0.0,5,1,50,66,75.8,10,43,1,1,1,Match Report
33,2019-04-21,Sun,Matchweek 35,Away,L 0–4,Manchester Utd,Everton,Y,"RM,LM,AM",90,0,0,0,0,0,0,0,0,65,1,0,1,0.0,0.0,0.2,4,0,51,60,85.0,8,43,4,1,1,Match Report
34,2019-04-24,Wed,Matchweek 31,Home,L 0–2,Manchester Utd,Manchester City,Y,"CM,DM",90,0,0,0,0,5,1,0,0,68,2,0,0,0.2,0.2,0.1,6,0,48,56,85.7,5,44,1,3,2,Match Report
