,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-01-15,Sat,Matchweek 22,Home,D 2–2,Aston Villa,Manchester Utd,N,"LW,AM",23,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
1,2022-01-22,Sat,Matchweek 23,Away,W 1–0,Aston Villa,Everton,Y,LW,73,2,1,0,0,1,0,0,1,0,0,0,1,0,0,Match Report
2,2022-02-09,Wed,Matchweek 24,Home,D 3–3,Aston Villa,Leeds United,Y,LW,77,5,4,0,1,0,0,0,3,2,0,1,0,0,0,Match Report
3,2022-02-13,Sun,Matchweek 25,Away,L 0–1,Aston Villa,Newcastle Utd,Y,LW,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2022-02-19,Sat,Matchweek 26,Home,L 0–1,Aston Villa,Watford,Y,"LW,AM",90,5,3,0,1,0,1,0,0,0,0,0,0,0,0,Match Report
5,2022-02-26,Sat,Matchweek 27,Away,W 2–0,Aston Villa,Brighton,Y,"AM,LW",85,3,2,0,0,0,1,0,1,1,0,0,0,0,0,Match Report
6,2022-03-05,Sat,Matchweek 28,Home,W 4–0,Aston Villa,Southampton,Y,"AM,LW",80,5,4,0,1,0,0,0,2,2,0,0,0,0,0,Match Report
7,2022-03-10,Thu,Matchweek 20,Away,W 3–0,Aston Villa,Leeds United,Y,"AM,RW",76,5,4,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2022-03-13,Sun,Matchweek 29,Away,L 1–2,Aston Villa,West Ham,Y,"AM,LW",90,4,2,1,0,1,0,0,0,0,0,0,0,0,0,Match Report
9,2022-03-19,Sat,Matchweek 30,Home,L 0–1,Aston Villa,Arsenal,Y,AM,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2022-04-02,Sat,Matchweek 31,Away,L 1–2,Aston Villa,Wolves,Y,AM,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2022-04-09,Sat,Matchweek 32,Home,L 0–4,Aston Villa,Tottenham,Y,AM,69,9,6,1,0,2,0,0,0,0,0,0,0,0,0,Match Report
12,2022-04-23,Sat,Matchweek 34,Away,D 0–0,Aston Villa,Leicester City,Y,AM,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2022-04-30,Sat,Matchweek 35,Home,W 2–0,Aston Villa,Norwich City,Y,"LM,AM",75,7,6,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
14,2022-05-07,Sat,Matchweek 36,Away,W 3–1,Aston Villa,Burnley,N,AM,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2022-05-10,Tue,Matchweek 33,Home,L 1–2,Aston Villa,Liverpool,Y,AM,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2022-05-15,Sun,Matchweek 37,Home,D 1–1,Aston Villa,Crystal Palace,Y,AM,90,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
17,2022-05-19,Thu,Matchweek 18,Home,D 1–1,Aston Villa,Burnley,N,LM,19,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
18,2022-05-22,Sun,Matchweek 38,Away,L 2–3,Aston Villa,Manchester City,Y,AM,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
