,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-15,Sun,Matchweek 1,Home,L 2–4,Newcastle Utd,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2021-08-21,Sat,Matchweek 2,Away,L 0–2,Newcastle Utd,Aston Villa,Y*,CB,90,33,39,84.6,661,135,5,6,83.3,27,31,87.1,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Match Report
2,2021-08-28,Sat,Matchweek 3,Home,D 2–2,Newcastle Utd,Southampton,Y*,CB,90,19,23,82.6,352,81,5,6,83.3,13,14,92.9,1,3,33.3,0,0.0,0.0,0,0,0,0,0,Match Report
3,2021-09-11,Sat,Matchweek 4,Away,L 1–4,Newcastle Utd,Manchester Utd,Y*,CB,90,33,36,91.7,778,197,5,5,100.0,21,22,95.5,7,9,77.8,0,0.0,0.0,0,1,0,0,0,Match Report
4,2021-09-17,Fri,Matchweek 5,Home,D 1–1,Newcastle Utd,Leeds United,Y*,CB,90,15,24,62.5,318,193,4,7,57.1,9,12,75.0,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Match Report
6,2021-10-17,Sun,Matchweek 8,Home,L 2–3,Newcastle Utd,Tottenham,Y*,CB,90,32,42,76.2,763,303,8,11,72.7,15,18,83.3,9,13,69.2,0,0.0,0.0,1,2,0,0,1,Match Report
7,2021-10-23,Sat,Matchweek 9,Away,D 1–1,Newcastle Utd,Crystal Palace,Y*,CB,90,10,14,71.4,150,46,3,4,75.0,6,7,85.7,0,2,0.0,0,0.1,0.1,1,0,0,0,0,Match Report
8,2021-10-30,Sat,Matchweek 10,Home,L 0–3,Newcastle Utd,Chelsea,Y*,CB,90,6,10,60.0,134,11,0,3,0.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Match Report
10,2021-11-20,Sat,Matchweek 12,Home,D 3–3,Newcastle Utd,Brentford,Y*,CB,90,15,26,57.7,278,107,4,7,57.1,8,13,61.5,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Match Report
11,2021-11-27,Sat,Matchweek 13,Away,L 0–2,Newcastle Utd,Arsenal,Y*,CB,90,32,39,82.1,560,190,8,9,88.9,24,26,92.3,0,2,0.0,0,0.0,0.0,0,1,0,0,1,Match Report
