,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-21,Sat,Matchweek 2,Home,D 0–0,Crystal Palace,Brentford,Y,FW,90,0,0,0,0,1,0,1,0,32,0,0,1,0.1,0.1,0.0,1,0,15,24,62.5,3,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,240,54,9,69.2,4,8,50.0,2,2,100.0,0.0,1,1,2,0
1,2021-08-28,Sat,Matchweek 3,Away,D 2–2,Crystal Palace,West Ham,Y,FW,90,0,1,0,0,2,0,0,0,45,0,1,2,0.0,0.0,0.3,3,1,22,33,66.7,3,20,1,1,1,3,0,0,0,0,1,0,0,0,0,0,355,69,13,72.2,4,7,57.1,3,3,100.0,0.3,2,3,1,0
2,2021-09-11,Sat,Matchweek 4,Home,W 3–0,Crystal Palace,Tottenham,Y,FW,83,0,0,0,0,1,0,0,0,25,0,0,0,0.1,0.1,0.1,1,0,14,23,60.9,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212,9,8,88.9,3,5,60.0,2,3,66.7,0.2,1,1,0,0
3,2021-09-18,Sat,Matchweek 5,Away,L 0–3,Crystal Palace,Liverpool,Y,FW,64,0,0,0,0,3,0,0,0,20,0,0,2,0.1,0.1,0.0,1,0,5,11,45.5,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,3,60.0,1,2,50.0,0,1,0.0,0.0,1,0,0,0
4,2021-09-27,Mon,Matchweek 6,Home,D 1–1,Crystal Palace,Brighton,N,FW,19,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.4,1,0,1,4,25.0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0.0,1,2,50.0,0,1,0.0,0.1,1,0,1,0
5,2021-10-18,Mon,Matchweek 8,Away,D 2–2,Crystal Palace,Arsenal,Y,FW,90,1,0,0,0,2,2,0,0,30,0,0,0,0.2,0.2,0.0,0,0,15,23,65.2,0,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,158,17,8,72.7,3,6,50.0,0,1,0.0,0.0,0,1,0,0
6,2021-11-06,Sat,Matchweek 11,Home,W 2–0,Crystal Palace,Wolves,Y,FW,88,0,0,0,0,3,2,0,0,34,0,0,0,0.1,0.1,0.0,2,1,18,25,72.0,3,16,1,1,1,0,0,1,1,0,0,0,0,0,1,0,264,41,8,72.7,7,10,70.0,1,1,100.0,0.1,0,1,0,0
7,2021-11-20,Sat,Matchweek 12,Away,D 3–3,Crystal Palace,Burnley,Y,FW,90,2,0,0,0,5,2,1,0,45,1,1,0,0.8,0.8,0.1,4,0,20,28,71.4,2,15,1,0,0,4,0,0,0,0,0,0,0,0,0,0,243,25,16,88.9,4,7,57.1,0,1,0.0,0.1,1,0,1,0
8,2022-01-01,Sat,Matchweek 21,Home,L 2–3,Crystal Palace,West Ham,Y,FW,67,0,0,0,0,4,2,0,0,26,0,0,1,0.3,0.3,0.0,2,0,15,17,88.2,2,14,0,1,0,1,0,0,1,0,0,0,0,0,0,0,195,33,6,85.7,4,5,80.0,1,1,100.0,0.0,0,3,1,0
18,2022-04-25,Mon,Matchweek 34,Home,D 0–0,Crystal Palace,Leeds United,N,FW,7,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,5,9,55.6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,15,1,50.0,3,4,75.0,1,1,100.0,0.0,0,0,1,0
