,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-13,Fri,Matchweek 1,Away,L 0–2,Arsenal,Brentford,Y,AM,90,0,0,0,0,2,1,0,0,57,0,0,0,0.1,0.1,0.1,4,0,49,51,96.1,13,44,6,3,2,4,0,0,0,0,0,0,0,0,0,0,691,239,31,96.9,13,13,100.0,3,4,75.0,0.4,2,4,5,1
1,2021-08-22,Sun,Matchweek 2,Home,L 0–2,Arsenal,Chelsea,Y,AM,90,0,0,0,0,2,1,0,0,47,0,0,1,0.1,0.1,0.0,0,0,33,39,84.6,6,34,5,5,4,0,0,0,0,0,0,0,0,0,0,0,402,110,23,95.8,7,9,77.8,1,2,50.0,0.0,0,4,1,0
2,2021-08-28,Sat,Matchweek 3,Away,L 0–5,Arsenal,Manchester City,Y,"CM,LM",90,0,0,0,0,0,0,0,0,26,1,2,1,0.0,0.0,0.0,0,0,11,15,73.3,1,12,2,2,1,0,0,0,0,0,0,0,0,0,0,0,172,73,5,71.4,5,6,83.3,1,1,100.0,0.0,0,1,0,0
3,2021-09-11,Sat,Matchweek 4,Home,W 1–0,Arsenal,Norwich City,N,DM,29,0,0,0,0,1,1,0,0,15,0,0,0,0.3,0.3,0.1,4,0,12,13,92.3,4,9,4,0,0,3,0,0,0,0,0,0,0,0,0,0,164,56,10,100.0,1,2,50.0,1,1,100.0,0.1,2,1,2,0
4,2021-09-26,Sun,Matchweek 6,Home,W 3–1,Arsenal,Tottenham,Y,LW,87,1,1,0,0,1,1,0,0,32,0,0,0,0.2,0.2,0.2,4,2,23,26,88.5,3,28,2,2,2,3,1,0,0,0,2,0,0,0,0,0,465,87,9,100.0,11,14,78.6,3,3,100.0,0.1,2,2,0,0
5,2021-10-02,Sat,Matchweek 7,Away,D 0–0,Arsenal,Brighton,Y,"LW,AM",90,0,0,0,0,1,1,0,0,40,1,1,3,0.1,0.1,0.0,3,0,24,27,88.9,6,23,4,5,3,2,0,0,1,0,0,0,0,0,0,0,339,91,12,92.3,10,11,90.9,0,1,0.0,0.0,2,2,1,0
6,2021-10-18,Mon,Matchweek 8,Home,D 2–2,Arsenal,Crystal Palace,Y,"CM,LW",90,0,0,0,0,2,1,0,0,58,0,0,2,0.2,0.2,0.0,2,0,42,48,87.5,1,29,2,4,2,2,0,0,0,0,0,0,0,0,0,0,541,102,27,93.1,14,15,93.3,0,3,0.0,0.0,1,5,0,0
7,2021-10-22,Fri,Matchweek 9,Home,W 3–1,Arsenal,Aston Villa,Y,LW,90,1,1,0,0,2,1,0,0,65,1,2,0,0.2,0.2,0.2,8,1,47,57,82.5,9,48,7,3,3,7,1,0,0,0,0,1,0,0,0,0,713,208,22,91.7,21,23,91.3,1,4,25.0,0.2,4,5,2,0
8,2021-10-30,Sat,Matchweek 10,Away,W 2–0,Arsenal,Leicester City,Y,LM,89,1,0,0,0,1,1,0,0,31,0,1,1,0.1,0.1,0.2,2,0,19,24,79.2,1,11,3,2,2,1,1,0,0,0,0,0,0,0,0,0,275,70,12,100.0,6,10,60.0,1,2,50.0,0.2,2,0,0,0
9,2021-11-07,Sun,Matchweek 11,Home,W 1–0,Arsenal,Watford,Y,"LM,LW",85,1,0,0,0,2,1,0,0,39,1,0,2,0.2,0.2,0.0,0,0,22,29,75.9,1,24,2,2,2,0,0,0,0,0,0,0,0,0,0,0,399,18,7,77.8,14,16,87.5,1,4,25.0,0.0,0,1,0,0
10,2021-11-20,Sat,Matchweek 12,Away,L 0–4,Arsenal,Liverpool,Y,LM,90,0,0,0,0,0,0,0,0,28,0,2,0,0.0,0.0,0.0,0,0,18,21,85.7,2,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,293,37,7,100.0,10,11,90.9,1,2,50.0,0.0,0,2,0,0
11,2021-11-27,Sat,Matchweek 13,Home,W 2–0,Arsenal,Newcastle Utd,Y,LM,90,0,0,0,0,4,1,0,0,69,0,0,0,0.6,0.6,0.2,7,1,47,59,79.7,4,47,3,3,2,4,0,1,0,0,1,0,0,0,0,0,579,98,33,91.7,13,15,86.7,0,3,0.0,0.4,2,0,2,0
12,2021-12-02,Thu,Matchweek 14,Away,L 2–3,Arsenal,Manchester Utd,Y,LM,69,1,0,0,0,1,1,0,0,36,1,2,0,0.0,0.0,0.1,1,0,19,26,73.1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190,22,13,81.3,2,2,100.0,0,2,0.0,0.0,1,0,0,0
14,2022-01-01,Sat,Matchweek 21,Home,L 1–2,Arsenal,Manchester City,N,"DM,LW",20,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,2,100.0,3,4,75.0,0,1,0.0,0.0,0,0,0,0
15,2022-01-23,Sun,Matchweek 23,Home,D 0–0,Arsenal,Burnley,Y,CM,76,0,0,0,0,2,1,0,0,48,0,0,0,0.3,0.3,0.3,4,0,37,45,82.2,5,31,3,1,0,4,0,0,0,0,0,0,0,0,0,0,537,100,24,88.9,11,12,91.7,2,5,40.0,0.2,2,3,0,0
16,2022-02-10,Thu,Matchweek 24,Away,W 1–0,Arsenal,Wolves,N,"CM,AM",23,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0.0,3,3,100.0,0,1,0.0,0.0,0,0,0,0
17,2022-02-19,Sat,Matchweek 26,Home,W 2–1,Arsenal,Brentford,Y,LW,74,1,0,0,0,2,1,0,0,57,1,1,1,0.1,0.1,0.0,1,0,35,47,74.5,5,37,7,2,2,1,0,0,0,0,0,0,0,0,0,0,495,99,20,76.9,12,14,85.7,1,4,25.0,0.1,0,0,0,0
18,2022-03-13,Sun,Matchweek 29,Home,W 2–0,Arsenal,Leicester City,N,LW,13,0,0,0,0,1,1,0,0,7,0,0,1,0.1,0.1,0.0,1,0,4,4,100.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,5,2,100.0,1,1,100.0,1,1,100.0,0.0,1,0,0,0
19,2022-03-19,Sat,Matchweek 30,Away,W 1–0,Arsenal,Aston Villa,Y,"LW,LM",90,0,0,0,0,3,1,0,0,47,0,0,1,0.9,0.9,0.0,2,0,36,43,83.7,2,37,2,1,1,2,0,0,0,0,0,0,0,0,0,0,504,55,23,100.0,10,15,66.7,2,3,66.7,0.0,0,2,0,0
20,2022-04-04,Mon,Matchweek 31,Away,L 0–3,Arsenal,Crystal Palace,Y,"CM,LW",90,0,0,0,0,1,1,0,0,65,0,1,0,0.2,0.2,0.2,6,0,49,57,86.0,10,44,0,2,0,5,1,0,0,0,0,0,0,0,0,0,699,209,30,93.8,16,18,88.9,2,2,100.0,0.2,3,3,4,0
21,2022-04-09,Sat,Matchweek 32,Home,L 1–2,Arsenal,Brighton,Y,AM,61,0,0,0,0,1,0,0,0,27,1,0,1,0.1,0.1,0.1,0,0,13,20,65.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190,10,8,72.7,4,5,80.0,1,1,100.0,0.0,1,0,0,0
