,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-14,Sat,Matchweek 1,Away,L 2–3,Aston Villa,Watford,Y,LB,45,24,31,77.4,396,133,12,13,92.3,10,13,76.9,2,4,50.0,0,0.0,0.0,1,1,1,1,1,Match Report
1,2021-08-21,Sat,Matchweek 2,Home,W 2–0,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
2,2021-08-28,Sat,Matchweek 3,Home,D 1–1,Aston Villa,Brentford,Y,LB,90,50,79,63.3,838,457,28,34,82.4,16,20,80.0,5,21,23.8,0,0.0,0.0,0,9,0,0,8,Match Report
3,2021-09-11,Sat,Matchweek 4,Away,L 0–3,Aston Villa,Chelsea,Y,"LB,WB",90,24,32,75.0,409,190,16,16,100.0,4,5,80.0,3,9,33.3,0,0.0,0.0,1,4,1,0,7,Match Report
4,2021-09-18,Sat,Matchweek 5,Home,W 3–0,Aston Villa,Everton,Y,LB,60,27,42,64.3,447,239,17,19,89.5,8,12,66.7,2,6,33.3,0,0.1,0.2,1,4,4,2,7,Match Report
5,2021-09-25,Sat,Matchweek 6,Away,W 1–0,Aston Villa,Manchester Utd,Y,WB,90,25,41,61.0,395,208,13,19,68.4,10,14,71.4,1,4,25.0,0,0.0,0.0,0,2,0,0,3,Match Report
6,2021-10-03,Sun,Matchweek 7,Away,L 1–2,Aston Villa,Tottenham,Y,"WB,LB",90,24,40,60.0,521,268,5,8,62.5,15,20,75.0,4,9,44.4,1,0.7,0.5,2,5,1,0,8,Match Report
7,2021-10-16,Sat,Matchweek 8,Home,L 2–3,Aston Villa,Wolves,Y,WB,90,42,56,75.0,814,305,16,21,76.2,20,21,95.2,6,12,50.0,0,0.1,0.1,1,3,2,0,6,Match Report
8,2021-10-22,Fri,Matchweek 9,Away,L 1–3,Aston Villa,Arsenal,Y,"LB,WB",90,35,41,85.4,665,321,13,18,72.2,19,20,95.0,3,3,100.0,0,0.4,0.1,3,2,3,0,7,Match Report
9,2021-10-31,Sun,Matchweek 10,Home,L 1–4,Aston Villa,West Ham,Y,LB,90,44,68,64.7,738,328,22,24,91.7,15,24,62.5,5,12,41.7,0,0.1,0.1,2,4,1,1,4,Match Report
10,2021-11-05,Fri,Matchweek 11,Away,L 0–1,Aston Villa,Southampton,Y,LB,90,47,63,74.6,997,502,18,25,72.0,21,23,91.3,8,15,53.3,0,0.1,0.1,2,11,1,1,10,Match Report
11,2021-11-20,Sat,Matchweek 12,Home,W 2–0,Aston Villa,Brighton,Y,LB,90,41,53,77.4,673,325,24,27,88.9,11,15,73.3,5,8,62.5,0,0.2,0.2,3,5,4,3,3,Match Report
12,2021-11-27,Sat,Matchweek 13,Away,W 2–1,Aston Villa,Crystal Palace,Y,LB,90,42,50,84.0,666,322,19,22,86.4,20,20,100.0,2,5,40.0,0,0.0,0.0,0,7,1,0,5,Match Report
13,2021-12-01,Wed,Matchweek 14,Home,L 1–2,Aston Villa,Manchester City,Y,LB,66,27,32,84.4,410,196,14,14,100.0,11,13,84.6,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Match Report
15,2021-12-11,Sat,Matchweek 16,Away,L 0–1,Aston Villa,Liverpool,Y,LB,90,26,41,63.4,447,274,12,13,92.3,12,17,70.6,2,8,25.0,0,0.0,0.0,0,4,0,0,5,Match Report
16,2021-12-14,Tue,Matchweek 17,Away,W 2–0,Aston Villa,Norwich City,Y,LB,90,32,45,71.1,512,237,17,22,77.3,11,17,64.7,3,4,75.0,0,0.0,0.0,1,2,0,0,2,Match Report
17,2021-12-26,Sun,Matchweek 19,Home,L 1–3,Aston Villa,Chelsea,Y,LB,90,28,40,70.0,468,143,10,11,90.9,17,22,77.3,1,2,50.0,0,0.1,0.0,2,3,0,0,4,Match Report
18,2022-01-02,Sun,Matchweek 21,Away,L 1–2,Aston Villa,Brentford,Y,LB,90,54,69,78.3,828,255,31,32,96.9,18,23,78.3,3,7,42.9,0,0.1,0.1,2,2,1,0,3,Match Report
19,2022-01-15,Sat,Matchweek 22,Home,D 2–2,Aston Villa,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
20,2022-01-22,Sat,Matchweek 23,Away,W 1–0,Aston Villa,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
21,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
22,2022-02-08,Tue,Matchweek 24,Home,W 3–1,Newcastle Utd,Everton,Y,LB,90,34,50,68.0,630,330,12,13,92.3,16,19,84.2,5,12,41.7,0,0.1,0.0,1,5,1,1,4,Match Report
24,2022-02-19,Sat,Matchweek 26,Away,D 1–1,Newcastle Utd,West Ham,Y,LB,90,45,69,65.2,775,276,14,18,77.8,26,35,74.3,3,12,25.0,0,0.2,0.1,3,3,2,1,6,Match Report
25,2022-02-26,Sat,Matchweek 27,Away,W 2–0,Newcastle Utd,Brentford,Y,LB,90,60,78,76.9,809,405,37,39,94.9,17,24,70.8,3,11,27.3,0,0.4,0.3,4,5,2,1,11,Match Report
26,2022-03-05,Sat,Matchweek 28,Home,W 2–1,Newcastle Utd,Brighton,Y,LB,90,26,37,70.3,437,276,12,16,75.0,13,16,81.3,1,5,20.0,0,0.2,0.1,1,2,0,0,1,Match Report
27,2022-03-10,Thu,Matchweek 21,Away,W 2–1,Newcastle Utd,Southampton,Y,LB,90,32,49,65.3,540,279,16,18,88.9,11,17,64.7,3,11,27.3,0,0.0,0.0,1,1,0,0,2,Match Report
28,2022-03-13,Sun,Matchweek 29,Away,L 0–1,Newcastle Utd,Chelsea,Y,LB,90,27,35,77.1,554,278,11,13,84.6,12,15,80.0,4,6,66.7,0,0.1,0.4,3,2,1,1,2,Match Report
29,2022-03-17,Thu,Matchweek 20,Away,L 0–1,Newcastle Utd,Everton,Y,LB,90,44,62,71.0,733,281,27,29,93.1,13,14,92.9,4,14,28.6,0,0.0,0.0,1,2,2,0,4,Match Report
30,2022-04-03,Sun,Matchweek 31,Away,L 1–5,Newcastle Utd,Tottenham,Y,"LB,WB",90,30,37,81.1,583,239,11,13,84.6,16,19,84.2,3,5,60.0,0,0.0,0.0,0,1,0,0,3,Match Report
31,2022-04-08,Fri,Matchweek 32,Home,W 1–0,Newcastle Utd,Wolves,Y,LB,90,42,58,72.4,664,334,20,22,90.9,19,25,76.0,2,10,20.0,0,0.0,0.0,0,4,0,0,3,Match Report
