,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
2,2021-08-29,Sun,Matchweek 3,Away,L 0–1,Watford,Tottenham,N,RB,40,0,0,0,0,0,0,0,0,32,4,0,0,0.0,0.0,0.0,2,0,23,28,82.1,2,11,1,0,0,0,2,0,0,0,0,0,0,0,0,0,487,237,6,100.0,15,15,100.0,2,4,50.0,0.0,0,2,0,0
3,2021-09-11,Sat,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,RB,90,0,0,0,0,0,0,0,0,47,1,1,0,0.0,0.0,0.0,1,0,29,35,82.9,8,25,3,6,3,1,0,0,0,0,0,0,0,0,0,0,483,197,10,76.9,16,17,94.1,1,2,50.0,0.0,0,7,0,0
4,2021-09-18,Sat,Matchweek 5,Away,W 3–1,Watford,Norwich City,N,RB,32,0,0,0,0,1,0,0,0,24,0,1,0,0.0,0.0,0.0,2,1,18,20,90.0,3,10,1,1,1,1,1,0,0,0,1,0,0,0,0,0,245,145,10,100.0,5,6,83.3,1,2,50.0,0.0,0,3,2,0
5,2021-09-25,Sat,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,N,RB,24,0,0,0,0,0,0,0,0,12,1,1,0,0.0,0.0,0.0,0,0,8,10,80.0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,101,57,5,100.0,3,3,100.0,0,1,0.0,0.0,0,0,1,0
7,2021-10-16,Sat,Matchweek 8,Home,L 0–5,Watford,Liverpool,N,RB,35,0,0,0,0,0,0,0,0,25,3,1,0,0.0,0.0,0.2,1,0,10,18,55.6,1,14,0,2,1,1,0,0,0,0,0,0,0,0,0,0,176,107,4,80.0,6,8,75.0,0,3,0.0,0.1,1,1,1,1
8,2021-10-23,Sat,Matchweek 9,Away,W 5–2,Watford,Everton,Y,RB,75,0,0,0,0,0,0,0,0,71,2,0,2,0.0,0.0,0.0,3,1,42,59,71.2,5,25,2,2,1,1,1,0,1,0,0,0,0,0,1,0,720,350,23,85.2,14,23,60.9,5,7,71.4,0.0,0,2,0,0
9,2021-10-30,Sat,Matchweek 10,Home,L 0–1,Watford,Southampton,Y,RB,81,0,0,0,0,0,0,0,0,43,2,0,2,0.0,0.0,0.0,0,0,29,36,80.6,5,15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,471,272,14,82.4,15,16,93.8,0,2,0.0,0.0,0,5,0,0
13,2021-12-01,Wed,Matchweek 14,Home,L 1–2,Watford,Chelsea,N,CM,6,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,17,1,33.3,2,2,100.0,0,1,0.0,0.0,0,0,1,0
14,2021-12-04,Sat,Matchweek 15,Home,L 1–3,Watford,Manchester City,N,LB,20,0,0,0,0,1,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,5,8,62.5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,35,2,100.0,2,3,66.7,0,2,0.0,0.0,0,1,0,0
15,2021-12-10,Fri,Matchweek 16,Away,L 1–2,Watford,Brentford,Y,LB,90,0,0,0,0,0,0,0,0,46,2,1,1,0.0,0.0,0.0,0,0,20,35,57.1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382,180,12,63.2,3,8,37.5,5,7,71.4,0.0,0,2,0,0
17,2022-01-15,Sat,Matchweek 22,Away,D 1–1,Watford,Newcastle Utd,Y,RB,65,0,0,0,0,0,0,0,0,36,4,2,1,0.0,0.0,0.1,1,0,18,25,72.0,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,430,151,5,71.4,7,8,87.5,6,10,60.0,0.1,1,2,1,1
20,2022-02-08,Tue,Matchweek 24,Away,L 0–1,Watford,West Ham,N,RB,13,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,1,100.0,1,3,33.3,0,1,0.0,0.0,0,0,0,0
24,2022-02-26,Sat,Matchweek 27,Away,D 0–0,Watford,Manchester Utd,Y,RB,62,0,0,0,0,2,0,0,0,33,3,0,0,0.0,0.0,0.0,1,0,16,24,66.7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,70,7,77.8,7,10,70.0,0,3,0.0,0.0,0,2,0,0
27,2022-04-23,Sat,Matchweek 34,Away,L 1–5,Watford,Manchester City,Y,RB,90,0,0,0,0,0,0,0,0,43,1,0,4,0.0,0.0,0.0,2,0,21,28,75.0,0,20,2,1,0,1,0,0,1,0,0,0,0,0,0,0,367,163,11,84.6,8,9,88.9,2,3,66.7,0.0,1,3,0,0
