,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
1,2021-08-22,Sun,Matchweek 2,Away,W 2–0,Chelsea,Arsenal,Y,WB,90,66,77,85.7,1005,363,39,41,95.1,16,21,76.2,7,8,87.5,1,1.1,0.8,4,1,4,1,5,Match Report
2,2021-08-28,Sat,Matchweek 3,Away,D 1–1,Chelsea,Liverpool,Y,WB,44,22,32,68.8,358,155,17,20,85.0,3,7,42.9,2,4,50.0,1,0.0,0.0,1,0,0,0,0,Match Report
4,2021-09-19,Sun,Matchweek 5,Away,W 3–0,Chelsea,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2021-09-25,Sat,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,Y,WB,28,9,11,81.8,101,17,6,6,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
8,2021-10-23,Sat,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,Y,WB,90,59,65,90.8,821,216,33,35,94.3,18,20,90.0,4,4,100.0,0,0.1,0.1,2,3,0,0,5,Match Report
9,2021-10-30,Sat,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y,WB,90,65,75,86.7,770,149,49,51,96.1,15,21,71.4,0,1,0.0,0,0.3,0.3,3,1,3,0,5,Match Report
10,2021-11-06,Sat,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,WB,90,74,91,81.3,1217,342,39,42,92.9,31,37,83.8,3,4,75.0,1,0.4,0.4,5,3,5,3,5,Match Report
11,2021-11-20,Sat,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,Y,WB,90,67,83,80.7,907,223,38,41,92.7,22,25,88.0,2,4,50.0,1,0.3,0.1,2,4,0,0,4,Match Report
12,2021-11-28,Sun,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,WB,90,56,71,78.9,805,209,33,36,91.7,15,20,75.0,4,9,44.4,0,0.0,0.1,1,2,2,1,5,Match Report
14,2021-12-04,Sat,Matchweek 15,Away,L 2–3,Chelsea,West Ham,Y,WB,90,68,84,81.0,993,273,36,42,85.7,25,29,86.2,3,5,60.0,0,0.1,0.2,2,1,5,1,9,Match Report
15,2021-12-11,Sat,Matchweek 16,Home,W 3–2,Chelsea,Leeds United,Y,RM,90,41,48,85.4,720,173,20,22,90.9,15,16,93.8,6,7,85.7,0,0.1,0.1,3,2,0,0,5,Match Report
16,2021-12-16,Thu,Matchweek 17,Home,D 1–1,Chelsea,Everton,Y,WB,90,68,76,89.5,1227,305,24,27,88.9,37,40,92.5,6,7,85.7,1,0.6,0.5,6,4,6,1,12,Match Report
17,2021-12-19,Sun,Matchweek 18,Away,D 0–0,Chelsea,Wolves,Y,WB,90,81,96,84.4,1257,305,48,50,96.0,25,34,73.5,6,8,75.0,0,0.0,0.1,1,7,3,0,14,Match Report
18,2021-12-26,Sun,Matchweek 19,Away,W 3–1,Chelsea,Aston Villa,Y,"CB,WB",90,86,96,89.6,1435,335,44,45,97.8,37,41,90.2,5,5,100.0,0,0.0,0.1,0,8,2,1,11,Match Report
19,2021-12-29,Wed,Matchweek 20,Home,D 1–1,Chelsea,Brighton,Y,WB,26,5,8,62.5,76,41,4,4,100.0,1,1,100.0,0,3,0.0,0,0.1,0.1,1,0,1,1,0,Match Report
