,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-09-11,Sat,Matchweek 4,Away,L 0–1,Norwich City,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
1,2021-09-18,Sat,Matchweek 5,Home,L 1–3,Norwich City,Watford,Y,CM,69,0,1,0,0,2,1,0,0,44,2,2,2,0.0,0.0,0.3,1,1,24,34,70.6,8,13,1,0,0,Match Report
2,2021-09-25,Sat,Matchweek 6,Away,L 0–2,Norwich City,Everton,Y,CM,68,0,0,0,0,3,2,0,0,54,1,2,0,0.1,0.1,0.0,4,0,32,44,72.7,4,29,1,4,2,Match Report
3,2021-10-02,Sat,Matchweek 7,Away,D 0–0,Norwich City,Burnley,Y,CM,90,0,0,0,0,2,1,1,0,67,2,0,3,0.3,0.3,0.0,3,0,32,47,68.1,4,33,3,3,2,Match Report
4,2021-10-16,Sat,Matchweek 8,Home,D 0–0,Norwich City,Brighton,Y,CM,82,0,0,0,0,3,0,0,0,37,0,1,0,0.1,0.1,0.0,5,0,15,29,51.7,1,12,1,2,2,Match Report
5,2021-10-23,Sat,Matchweek 9,Away,L 0–7,Norwich City,Chelsea,Y,CM,90,0,0,0,0,1,0,1,0,47,0,0,0,0.0,0.0,0.0,2,0,27,38,71.1,1,30,1,2,2,Match Report
6,2021-10-31,Sun,Matchweek 10,Home,L 1–2,Norwich City,Leeds United,Y,CM,90,0,0,0,0,2,0,0,0,49,3,1,3,0.0,0.0,0.0,2,0,20,36,55.6,4,23,0,5,4,Match Report
7,2021-11-06,Sat,Matchweek 11,Away,W 2–1,Norwich City,Brentford,Y,DM,90,1,0,0,0,2,1,1,0,53,3,2,1,0.1,0.1,0.0,1,1,23,36,63.9,5,20,2,2,1,Match Report
8,2021-11-20,Sat,Matchweek 12,Home,W 2–1,Norwich City,Southampton,Y,CM,90,0,0,0,0,1,0,1,0,57,3,1,0,0.0,0.0,0.1,2,0,28,46,60.9,5,33,0,1,0,Match Report
9,2021-11-27,Sat,Matchweek 13,Home,D 0–0,Norwich City,Wolves,Y,DM,34,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,13,20,65.0,2,14,0,0,0,Match Report
