,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-14,Sat,Matchweek 1,Home,W 3–2,Watford,Aston Villa,Y,RB,90,26,39,66.7,444,227,11,18,61.1,13,13,100.0,2,7,28.6,0,0.0,0.0,0,4,0,0,4,Match Report
1,2021-08-21,Sat,Matchweek 2,Away,L 0–2,Watford,Brighton,Y,RB,64,32,41,78.0,532,226,16,17,94.1,13,17,76.5,2,3,66.7,0,0.0,0.0,0,2,0,0,3,Match Report
2,2021-08-29,Sun,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y*,RB,50,22,25,88.0,406,184,7,8,87.5,13,14,92.9,2,3,66.7,0,0.0,0.0,0,0,0,0,2,Match Report
3,2021-09-11,Sat,Matchweek 4,Home,L 0–2,Watford,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2021-09-18,Sat,Matchweek 5,Away,W 3–1,Watford,Norwich City,Y,CB,90,39,45,86.7,932,158,8,9,88.9,25,28,89.3,6,7,85.7,0,0.0,0.0,0,1,0,0,2,Match Report
5,2021-09-25,Sat,Matchweek 6,Home,D 1–1,Watford,Newcastle Utd,Y,CB,90,39,45,86.7,753,346,12,12,100.0,24,26,92.3,3,6,50.0,0,0.0,0.0,0,3,0,0,5,Match Report
7,2021-10-16,Sat,Matchweek 8,Home,L 0–5,Watford,Liverpool,Y,CB,90,12,22,54.5,258,128,3,4,75.0,8,10,80.0,1,6,16.7,0,0.0,0.0,0,0,0,0,0,Match Report
8,2021-10-23,Sat,Matchweek 9,Away,W 5–2,Watford,Everton,Y,"CB,RB",90,39,44,88.6,842,287,12,13,92.3,17,21,81.0,10,10,100.0,1,0.7,0.0,1,5,1,1,5,Match Report
9,2021-10-30,Sat,Matchweek 10,Home,L 0–1,Watford,Southampton,Y,CB,90,24,30,80.0,566,129,6,9,66.7,14,15,93.3,4,6,66.7,0,0.0,0.0,0,1,0,0,2,Match Report
10,2021-11-07,Sun,Matchweek 11,Away,L 0–1,Watford,Arsenal,Y,CB,89,32,35,91.4,712,149,7,7,100.0,20,21,95.2,5,7,71.4,0,0.0,0.0,0,2,0,0,3,Match Report
11,2021-11-20,Sat,Matchweek 12,Home,W 4–1,Watford,Manchester Utd,Y,CB,90,22,30,73.3,429,158,6,8,75.0,12,15,80.0,3,6,50.0,0,0.0,0.0,0,2,0,0,0,Match Report
12,2021-11-28,Sun,Matchweek 13,Away,L 2–4,Watford,Leicester City,Y,CB,90,24,41,58.5,411,200,11,14,78.6,8,13,61.5,3,11,27.3,0,0.0,0.0,0,1,0,0,3,Match Report
13,2021-12-01,Wed,Matchweek 14,Home,L 1–2,Watford,Chelsea,Y,CB,90,20,32,62.5,521,134,4,4,100.0,10,16,62.5,6,12,50.0,0,0.0,0.0,0,0,0,0,1,Match Report
14,2021-12-04,Sat,Matchweek 15,Home,L 1–3,Watford,Manchester City,Y,CB,90,16,18,88.9,367,74,4,4,100.0,8,9,88.9,4,5,80.0,0,0.0,0.0,0,1,0,0,0,Match Report
15,2021-12-10,Fri,Matchweek 16,Away,L 1–2,Watford,Brentford,Y,CB,90,14,20,70.0,346,185,2,4,50.0,8,10,80.0,4,6,66.7,0,0.0,0.0,0,2,1,0,3,Match Report
16,2021-12-28,Tue,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,CB,90,23,27,85.2,485,123,8,9,88.9,11,12,91.7,4,6,66.7,0,0.0,0.0,0,4,0,0,1,Match Report
17,2022-01-01,Sat,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,RB,90,22,30,73.3,396,155,11,14,78.6,9,11,81.8,2,5,40.0,0,0.0,0.0,0,2,0,0,2,Match Report
18,2022-01-15,Sat,Matchweek 22,Away,D 1–1,Watford,Newcastle Utd,Y,CB,90,41,44,93.2,823,290,11,11,100.0,27,28,96.4,3,5,60.0,0,0.0,0.0,1,3,0,0,4,Match Report
20,2022-02-05,Sat,Matchweek 17,Away,D 0–0,Watford,Burnley,Y,CB,90,24,31,77.4,438,94,10,15,66.7,12,12,100.0,2,4,50.0,0,0.0,0.0,0,2,1,0,3,Match Report
21,2022-02-08,Tue,Matchweek 24,Away,L 0–1,Watford,West Ham,Y,CB,90,25,32,78.1,649,255,3,7,42.9,14,16,87.5,8,9,88.9,0,0.0,0.1,0,3,1,0,2,Match Report
22,2022-02-12,Sat,Matchweek 25,Home,L 0–2,Watford,Brighton,Y,CB,90,22,28,78.6,390,140,11,13,84.6,10,11,90.9,1,4,25.0,0,0.0,0.0,0,1,0,0,1,Match Report
23,2022-02-19,Sat,Matchweek 26,Away,W 1–0,Watford,Aston Villa,Y,CB,90,38,43,88.4,852,251,5,5,100.0,27,30,90.0,5,7,71.4,0,0.0,0.0,0,0,0,0,2,Match Report
24,2022-02-23,Wed,Matchweek 18,Home,L 1–4,Watford,Crystal Palace,Y,CB,90,70,77,90.9,1473,404,15,17,88.2,49,52,94.2,6,8,75.0,0,0.4,0.2,1,4,0,0,2,Match Report
25,2022-02-26,Sat,Matchweek 27,Away,D 0–0,Watford,Manchester Utd,Y,"CB,RB",90,20,26,76.9,466,165,5,5,100.0,11,13,84.6,4,8,50.0,0,0.0,0.0,0,2,0,0,2,Match Report
26,2022-03-06,Sun,Matchweek 28,Home,L 2–3,Watford,Arsenal,Y,CB,90,35,41,85.4,652,189,12,13,92.3,19,21,90.5,3,5,60.0,0,0.0,0.0,0,0,0,0,0,Match Report
27,2022-03-10,Thu,Matchweek 19,Away,L 0–4,Watford,Wolves,Y,CB,90,38,41,92.7,808,266,14,15,93.3,17,18,94.4,7,8,87.5,0,0.0,0.0,0,0,0,0,0,Match Report
29,2022-04-02,Sat,Matchweek 31,Away,L 0–2,Watford,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
30,2022-04-09,Sat,Matchweek 32,Home,L 0–3,Watford,Leeds United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
34,2022-05-07,Sat,Matchweek 36,Away,L 0–1,Watford,Crystal Palace,Y,CB,90,13,22,59.1,354,165,3,5,60.0,6,9,66.7,4,8,50.0,0,0.0,0.0,0,2,0,0,0,Match Report
36,2022-05-15,Sun,Matchweek 37,Home,L 1–5,Watford,Leicester City,Y,CB,90,30,37,81.1,616,228,11,13,84.6,13,14,92.9,6,10,60.0,0,0.0,0.0,0,1,0,0,0,Match Report
37,2022-05-22,Sun,Matchweek 38,Away,L 1–2,Watford,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
