,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-15,Sun,Matchweek 1,Home,W 1–0,Tottenham,Manchester City,Y,RB,82,0,0,0,0,0,0,0,0,48,2,1,5,0.0,0.0,0.0,0,0,28,31,90.3,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,435,229,14,100.0,9,11,81.8,3,3,100.0,0.2,0,1,0,0
1,2021-08-22,Sun,Matchweek 2,Away,W 1–0,Tottenham,Wolves,Y,RB,90,0,0,0,0,0,0,1,0,46,0,2,3,0.0,0.0,0.0,0,0,21,35,60.0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,262,104,14,77.8,5,12,41.7,0,2,0.0,0.0,0,1,0,0
2,2021-08-29,Sun,Matchweek 3,Home,W 1–0,Tottenham,Watford,Y,RB,90,0,0,0,0,1,1,0,0,66,1,0,1,0.1,0.1,0.2,1,0,49,59,83.1,2,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,609,163,34,94.4,12,18,66.7,1,2,50.0,0.2,2,3,2,1
3,2021-09-11,Sat,Matchweek 4,Away,L 0–3,Tottenham,Crystal Palace,Y,CB,57,0,0,0,0,0,0,2,1,30,0,1,0,0.0,0.0,0.0,0,0,16,24,66.7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,169,4,80.0,6,8,75.0,5,9,55.6,0.0,0,0,0,0
4,2021-09-26,Sun,Matchweek 6,Away,L 1–3,Tottenham,Arsenal,Y,RB,45,0,0,0,0,1,0,0,0,29,1,1,0,0.1,0.1,0.0,0,0,17,25,68.0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,12,8,100.0,7,12,58.3,0,2,0.0,0.0,0,1,0,0
9,2021-11-21,Sun,Matchweek 12,Home,W 2–1,Tottenham,Leeds United,Y,CB,67,0,0,0,0,0,0,0,0,45,2,0,0,0.0,0.0,0.0,0,0,31,38,81.6,3,21,1,3,2,0,0,0,0,0,0,0,0,0,0,0,569,283,10,90.9,19,22,86.4,2,5,40.0,0.0,0,1,0,0
10,2021-12-05,Sun,Matchweek 15,Home,W 3–0,Tottenham,Norwich City,Y,WB,61,0,0,0,0,0,0,0,0,31,1,1,1,0.0,0.0,0.0,1,0,25,27,92.6,1,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,351,62,14,100.0,8,8,100.0,2,3,66.7,0.0,0,0,1,0
12,2021-12-26,Sun,Matchweek 19,Home,W 3–0,Tottenham,Crystal Palace,Y,CB,90,0,0,0,0,2,0,0,0,81,2,2,1,0.1,0.1,0.0,1,0,66,71,93.0,5,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,218,30,100.0,30,34,88.2,3,3,100.0,0.0,0,1,1,0
15,2022-01-19,Wed,Matchweek 17,Away,W 3–2,Tottenham,Leicester City,Y,CB,90,0,0,0,0,2,1,0,0,91,4,1,1,0.2,0.2,0.0,0,0,68,79,86.1,6,72,3,1,1,0,0,0,0,0,0,0,0,0,0,0,961,194,42,89.4,23,27,85.2,1,3,33.3,0.0,0,1,0,0
16,2022-01-23,Sun,Matchweek 23,Away,L 0–2,Tottenham,Chelsea,Y,RB,55,0,0,0,0,0,0,1,0,21,1,0,1,0.0,0.0,0.0,0,0,11,14,78.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,79,5,100.0,4,5,80.0,2,4,50.0,0.0,0,0,0,0
