,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
1,2021-09-11,Sat,Matchweek 4,Home,L 0–1,Brentford,Brighton,Y,CM,74,17,22,77.3,196,34,9,12,75.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,3,Match Report
3,2021-09-25,Sat,Matchweek 6,Home,D 3–3,Brentford,Liverpool,N,CM,23,10,11,90.9,152,25,6,6,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,1,1,0,Match Report
4,2021-10-03,Sun,Matchweek 7,Away,W 2–1,Brentford,West Ham,Y,CM,28,6,10,60.0,88,24,4,5,80.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Match Report
8,2021-12-02,Thu,Matchweek 14,Away,L 0–2,Brentford,Tottenham,N,CM,35,15,16,93.8,241,43,4,4,100.0,9,9,100.0,1,2,50.0,0,0.0,0.1,0,2,1,0,2,Match Report
9,2021-12-05,Sun,Matchweek 15,Away,D 2–2,Brentford,Leeds United,Y,CM,68,14,18,77.8,233,72,5,5,100.0,4,6,66.7,3,5,60.0,0,0.0,0.0,0,1,0,0,2,Match Report
10,2021-12-10,Fri,Matchweek 16,Home,W 2–1,Brentford,Watford,Y,CM,90,21,24,87.5,349,170,11,11,100.0,7,9,77.8,2,3,66.7,0,0.0,0.1,2,2,2,0,8,Match Report
11,2021-12-26,Sun,Matchweek 19,Away,L 0–2,Brentford,Brighton,Y,CM,90,29,33,87.9,413,47,18,19,94.7,9,11,81.8,1,1,100.0,0,0.0,0.0,0,1,0,0,2,Match Report
12,2021-12-29,Wed,Matchweek 20,Home,L 0–1,Brentford,Manchester City,Y,CM,90,7,7,100.0,105,16,5,5,100.0,1,1,100.0,1,1,100.0,0,0.1,0.0,1,1,0,0,1,Match Report
14,2022-01-11,Tue,Matchweek 18,Away,L 1–4,Brentford,Southampton,Y,CM,55,13,18,72.2,167,43,9,11,81.8,2,3,66.7,1,2,50.0,0,0.0,0.0,1,0,0,0,2,Match Report
16,2022-01-19,Wed,Matchweek 17,Home,L 1–3,Brentford,Manchester Utd,N,CM,27,24,26,92.3,468,118,13,14,92.9,7,7,100.0,4,5,80.0,0,0.1,0.1,1,3,0,0,4,Match Report
17,2022-01-22,Sat,Matchweek 23,Home,L 1–2,Brentford,Wolves,N,CM,52,17,21,81.0,245,26,9,9,100.0,7,9,77.8,0,1,0.0,0,0.0,0.0,0,1,0,0,2,Match Report
