,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-14,Sat,Matchweek 1,Home,W 5–1,Manchester Utd,Leeds United,Y,RB,90,42,54,77.8,604,187,20,24,83.3,18,23,78.3,1,2,50.0,0,0.0,0.0,0,2,0,0,4,Match Report
1,2021-08-22,Sun,Matchweek 2,Away,D 1–1,Manchester Utd,Southampton,Y,RB,90,49,58,84.5,707,210,27,27,100.0,16,21,76.2,3,3,100.0,0,0.1,0.2,2,4,2,2,6,Match Report
2,2021-08-29,Sun,Matchweek 3,Away,W 1–0,Manchester Utd,Wolves,Y,"RB,CB",90,58,62,93.5,773,208,36,37,97.3,19,21,90.5,0,1,0.0,0,0.0,0.0,0,3,0,0,6,Match Report
3,2021-09-11,Sat,Matchweek 4,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,RB,90,44,53,83.0,725,152,23,24,95.8,18,21,85.7,3,6,50.0,0,0.0,0.0,1,3,0,0,5,Match Report
4,2021-09-19,Sun,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,Y,RB,90,64,71,90.1,796,224,42,44,95.5,18,19,94.7,1,1,100.0,0,0.0,0.0,0,1,1,0,6,Match Report
5,2021-09-25,Sat,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,Y,RB,90,57,73,78.1,898,283,37,41,90.2,11,17,64.7,6,7,85.7,0,0.1,0.0,2,2,1,0,3,Match Report
6,2021-10-02,Sat,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,Y,RB,90,65,76,85.5,846,280,44,46,95.7,13,16,81.3,3,5,60.0,0,0.2,0.2,2,2,2,2,3,Match Report
7,2021-10-16,Sat,Matchweek 8,Away,L 2–4,Manchester Utd,Leicester City,Y,RB,90,49,62,79.0,577,220,37,38,97.4,10,13,76.9,0,6,0.0,0,0.0,0.0,0,2,0,0,1,Match Report
8,2021-10-24,Sun,Matchweek 9,Home,L 0–5,Manchester Utd,Liverpool,Y,RB,90,33,39,84.6,461,123,21,23,91.3,11,11,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,Match Report
9,2021-10-30,Sat,Matchweek 10,Away,W 3–0,Manchester Utd,Tottenham,Y,"WB,RB",90,43,50,86.0,605,198,26,27,96.3,13,14,92.9,2,5,40.0,0,0.2,0.1,1,1,1,1,0,Match Report
