,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-15,Sun,Matchweek 1,Home,L 2–4,Newcastle Utd,West Ham,Y,CM,90,0,0,0,0,2,0,0,0,40,0,1,2,0.1,0.1,0.0,5,1,32,34,94.1,4,32,3,2,0,4,0,0,0,0,1,0,0,0,0,0,542,73,15,100.0,13,15,86.7,3,3,100.0,0.0,1,3,0,0
1,2021-08-21,Sat,Matchweek 2,Away,L 0–2,Newcastle Utd,Aston Villa,Y,"CM,LM",90,0,0,0,0,0,0,0,0,34,3,0,0,0.0,0.0,0.1,1,0,18,26,69.2,5,25,5,1,0,1,0,0,0,0,0,0,0,0,0,0,320,50,11,100.0,6,10,60.0,1,2,50.0,0.1,1,3,1,0
2,2021-08-28,Sat,Matchweek 3,Home,D 2–2,Newcastle Utd,Southampton,Y,CM,90,0,0,0,0,0,0,0,0,38,8,0,0,0.0,0.0,0.0,0,0,15,23,65.2,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,244,56,7,63.6,5,7,71.4,1,1,100.0,0.0,0,0,0,0
3,2021-09-11,Sat,Matchweek 4,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,RM,90,0,0,0,0,1,0,0,0,35,1,3,0,0.0,0.0,0.0,3,0,20,25,80.0,1,19,4,4,3,2,0,0,0,0,0,0,0,0,0,0,269,74,13,86.7,4,4,100.0,2,5,40.0,0.0,1,1,0,0
4,2021-09-17,Fri,Matchweek 5,Home,D 1–1,Newcastle Utd,Leeds United,Y,RM,61,0,0,0,0,2,0,1,0,25,0,1,1,0.3,0.3,0.4,5,0,11,14,78.6,1,18,1,1,1,4,0,0,0,0,0,0,0,0,0,0,144,40,8,100.0,3,3,100.0,0,2,0.0,0.1,4,1,0,0
5,2021-09-25,Sat,Matchweek 6,Away,D 1–1,Newcastle Utd,Watford,Y,RM,78,0,0,0,0,2,1,0,0,39,2,1,2,0.1,0.1,0.0,5,1,23,27,85.2,1,25,3,2,2,3,0,0,1,0,1,0,0,0,0,0,307,63,13,86.7,6,7,85.7,2,2,100.0,0.0,1,2,1,0
6,2021-10-02,Sat,Matchweek 7,Away,L 1–2,Newcastle Utd,Wolves,Y,RM,76,0,0,0,0,0,0,0,0,27,0,2,0,0.0,0.0,0.0,0,0,16,21,76.2,1,18,1,3,2,0,0,0,0,0,0,0,0,0,0,0,148,20,11,84.6,2,2,100.0,0,1,0.0,0.0,0,0,0,0
7,2021-10-23,Sat,Matchweek 9,Away,D 1–1,Newcastle Utd,Crystal Palace,N,CM,25,0,0,0,0,0,0,0,0,16,2,2,0,0.0,0.0,0.0,1,0,6,10,60.0,0,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,86,33,3,75.0,2,3,66.7,1,1,100.0,0.2,1,1,0,0
8,2021-10-30,Sat,Matchweek 10,Home,L 0–3,Newcastle Utd,Chelsea,N,CM,24,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,2,0,3,4,75.0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48,13,1,100.0,0,1,0.0,1,1,100.0,0.0,0,0,0,0
10,2021-11-27,Sat,Matchweek 13,Away,L 0–2,Newcastle Utd,Arsenal,N,AM,24,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,13,14,92.9,2,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,216,39,5,100.0,6,7,85.7,1,1,100.0,0.0,1,2,1,0
11,2021-12-04,Sat,Matchweek 15,Home,W 1–0,Newcastle Utd,Burnley,Y,RM,84,0,0,0,0,6,1,0,0,38,3,0,1,0.3,0.3,0.0,5,0,18,24,75.0,3,22,1,1,1,3,0,0,0,0,0,0,0,0,0,0,297,55,10,76.9,7,7,100.0,1,2,50.0,0.0,0,1,1,0
12,2021-12-12,Sun,Matchweek 16,Away,L 0–4,Newcastle Utd,Leicester City,Y,RM,61,0,0,0,0,1,0,0,0,30,6,0,1,0.0,0.0,0.0,0,0,12,16,75.0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,171,80,9,90.0,2,3,66.7,1,2,50.0,0.0,0,0,0,0
14,2021-12-19,Sun,Matchweek 18,Home,L 0–4,Newcastle Utd,Manchester City,Y,"RW,CM",79,0,0,0,0,0,0,0,0,30,4,2,1,0.0,0.0,0.0,0,0,11,16,68.8,1,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,147,36,6,75.0,5,6,83.3,0,2,0.0,0.0,0,1,0,0
15,2021-12-27,Mon,Matchweek 19,Home,D 1–1,Newcastle Utd,Manchester Utd,N,RW,16,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,0,0,5,7,71.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,47,3,75.0,1,1,100.0,1,2,50.0,0.0,0,0,0,0
16,2022-01-15,Sat,Matchweek 22,Home,D 1–1,Newcastle Utd,Watford,N,LW,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,100.0,0,1,0.0,0,1,0.0,0.0,0,0,0,0
21,2022-03-13,Sun,Matchweek 29,Away,L 0–1,Newcastle Utd,Chelsea,Y,RM,68,0,0,0,0,1,1,0,0,22,1,0,0,0.0,0.0,0.0,2,0,12,18,66.7,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,148,30,9,81.8,3,4,75.0,0,1,0.0,0.0,0,0,0,0
22,2022-03-17,Thu,Matchweek 20,Away,L 0–1,Newcastle Utd,Everton,Y,RW,70,0,0,0,0,1,0,0,0,36,3,0,1,0.0,0.0,0.1,2,0,24,28,85.7,2,19,2,2,2,1,0,1,0,0,0,0,0,0,0,0,299,53,14,100.0,5,7,71.4,1,1,100.0,0.0,1,2,0,0
23,2022-04-17,Sun,Matchweek 33,Home,W 2–1,Newcastle Utd,Leicester City,Y,RW,69,0,0,0,0,1,0,0,0,27,2,2,0,0.1,0.1,0.0,2,0,14,19,73.7,0,21,1,5,4,1,0,0,1,0,0,0,0,0,0,0,198,23,7,87.5,4,6,66.7,1,1,100.0,0.0,1,1,0,0
24,2022-04-20,Wed,Matchweek 30,Home,W 1–0,Newcastle Utd,Crystal Palace,Y,RW,76,1,0,0,0,7,2,1,0,39,1,0,0,0.4,0.4,0.0,2,1,20,25,80.0,1,19,2,3,3,0,0,1,0,0,0,0,1,0,0,0,281,71,9,75.0,7,9,77.8,1,1,100.0,0.0,0,1,0,0
25,2022-04-23,Sat,Matchweek 34,Away,W 3–0,Newcastle Utd,Norwich City,N,"LW,RW",24,0,0,0,0,1,0,0,0,18,0,1,0,0.1,0.1,0.0,3,0,17,17,100.0,1,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,249,71,10,100.0,5,5,100.0,2,2,100.0,0.0,1,0,0,0
26,2022-04-30,Sat,Matchweek 35,Home,L 0–1,Newcastle Utd,Liverpool,Y,RW,90,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.0,0,0,8,15,53.3,0,18,1,2,2,0,0,0,0,0,0,0,0,0,0,0,100,15,5,71.4,1,5,20.0,1,1,100.0,0.0,0,1,0,0
27,2022-05-08,Sun,Matchweek 36,Away,L 0–5,Newcastle Utd,Manchester City,Y,RW,79,0,0,0,0,0,0,0,0,24,4,2,1,0.0,0.0,0.0,1,0,11,15,73.3,3,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,159,47,7,77.8,4,5,80.0,0,1,0.0,0.0,0,0,0,0
28,2022-05-16,Mon,Matchweek 37,Home,W 2–0,Newcastle Utd,Arsenal,Y,RW,75,0,0,0,0,1,0,0,0,40,3,0,2,0.0,0.0,0.0,3,0,28,32,87.5,4,30,1,3,2,3,0,0,0,0,0,0,0,0,0,0,400,68,12,85.7,10,10,100.0,2,2,100.0,0.0,1,1,0,0
