,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-14,Sat,Matchweek 1,Home,W 1–0,Leicester City,Wolves,Y,"LB,WB",90,0,0,0,0,0,0,0,0,89,2,4,2,0.0,0.0,0.0,0,0,63,74,85.1,3,59,1,2,0,0,0,0,0,0,0,0,0,0,0,0,939,272,32,88.9,28,31,90.3,1,5,20.0,0.2,0,2,1,1
1,2021-08-23,Mon,Matchweek 2,Away,L 1–4,Leicester City,West Ham,Y,LB,90,0,0,0,0,0,0,0,0,73,2,5,0,0.0,0.0,0.0,0,0,50,58,86.2,4,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,737,232,21,91.3,23,26,88.5,1,1,100.0,0.0,0,2,0,0
2,2021-08-28,Sat,Matchweek 3,Away,W 2–1,Leicester City,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,55,3,0,1,0.0,0.0,0.0,2,0,39,49,79.6,2,25,1,2,2,0,2,0,0,0,0,0,0,0,0,0,518,232,25,100.0,14,19,73.7,0,4,0.0,0.0,1,1,0,0
3,2021-10-30,Sat,Matchweek 10,Home,L 0–2,Leicester City,Arsenal,Y,"LB,WB",90,0,0,0,0,1,0,0,0,84,1,0,2,0.0,0.0,0.0,1,0,58,72,80.6,6,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,871,151,32,91.4,24,25,96.0,2,11,18.2,0.0,1,4,1,0
5,2021-11-28,Sun,Matchweek 13,Home,W 4–2,Leicester City,Watford,Y,LB,90,0,0,0,0,0,0,0,0,50,2,1,1,0.0,0.0,0.3,3,0,31,41,75.6,2,19,3,3,3,2,1,0,0,0,0,0,0,0,0,0,461,149,17,81.0,10,13,76.9,2,4,50.0,0.1,1,1,1,0
6,2021-12-01,Wed,Matchweek 14,Away,D 2–2,Leicester City,Southampton,Y,LB,90,0,1,0,0,0,0,0,0,68,0,2,0,0.0,0.0,0.1,2,1,45,56,80.4,6,27,0,1,0,1,1,0,0,0,1,0,0,0,0,0,634,216,25,92.6,16,20,80.0,2,3,66.7,0.0,1,1,1,0
7,2021-12-05,Sun,Matchweek 15,Away,L 1–2,Leicester City,Aston Villa,Y,LB,90,0,0,0,0,1,0,0,0,93,0,1,2,0.1,0.1,0.3,1,0,72,85,84.7,7,58,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1070,288,45,97.8,20,25,80.0,6,11,54.5,0.1,1,5,2,0
8,2021-12-12,Sun,Matchweek 16,Home,W 4–0,Leicester City,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,59,1,2,1,0.0,0.0,0.0,1,0,39,50,78.0,5,25,1,2,2,0,0,0,0,1,0,0,0,0,0,0,617,259,23,92.0,13,19,68.4,3,5,60.0,0.0,0,3,1,0
9,2021-12-26,Sun,Matchweek 19,Away,L 3–6,Leicester City,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,43,4,1,2,0.0,0.0,0.4,2,0,22,30,73.3,2,24,1,1,0,2,0,0,0,0,0,0,0,0,0,0,294,89,15,88.2,7,9,77.8,0,1,0.0,0.4,1,2,0,0
10,2021-12-28,Tue,Matchweek 20,Home,W 1–0,Leicester City,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,59,2,6,3,0.0,0.0,0.0,1,0,25,36,69.4,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,387,219,10,83.3,9,12,75.0,3,6,50.0,0.0,1,3,1,0
