,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2021-08-14,Sat,Matchweek 1,Home,L 1–2,Burnley,Brighton,Y,FW,69,0,0,0,0,1,1,0,0,18,2,0,0,0.2,0.2,0.0,1,0,9,13,69.2,3,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,97,25,8,88.9,1,3,33.3,0,1,0.0,0.0,0,3,0,0
2,2021-10-02,Sat,Matchweek 7,Home,D 0–0,Burnley,Norwich City,N,FW,57,0,0,0,0,3,1,1,0,14,1,0,0,0.1,0.1,0.0,0,0,5,6,83.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,3,100.0,0,1,0.0,2,2,100.0,0.0,0,0,0,0
4,2021-11-06,Sat,Matchweek 11,Away,D 1–1,Burnley,Chelsea,N,FW,30,0,1,0,0,1,0,0,0,13,1,0,1,0.0,0.0,0.6,1,1,5,8,62.5,1,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,107,40,2,50.0,2,3,66.7,1,1,100.0,0.2,1,1,0,0
5,2022-02-05,Sat,Matchweek 17,Home,D 0–0,Burnley,Watford,N,FW,25,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,6,1,100.0,0,2,0.0,1,1,100.0,0.0,1,0,0,0
6,2022-02-19,Sat,Matchweek 26,Away,W 3–0,Burnley,Brighton,N,FW,36,0,1,0,0,2,0,0,0,17,0,1,0,0.0,0.0,0.3,2,1,7,12,58.3,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,67,43,6,75.0,1,3,33.3,0,1,0.0,0.0,2,1,0,0
7,2022-02-23,Wed,Matchweek 13,Home,W 1–0,Burnley,Tottenham,Y,FW,90,0,0,0,0,3,1,0,0,38,3,2,2,0.4,0.4,0.0,1,0,17,23,73.9,1,22,2,3,3,0,0,0,1,0,0,0,0,0,0,0,225,59,13,76.5,4,5,80.0,0,1,0.0,0.0,0,2,0,0
8,2022-04-10,Sun,Matchweek 32,Away,L 0–2,Burnley,Norwich City,Y,FW,83,0,0,0,0,3,1,0,0,28,0,0,0,0.3,0.3,0.1,1,0,11,20,55.0,4,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,218,82,5,62.5,4,8,50.0,2,3,66.7,0.0,1,2,1,0
9,2022-04-17,Sun,Matchweek 33,Away,D 1–1,Burnley,West Ham,Y,"FW,RM",90,0,0,0,0,3,0,0,0,38,2,0,3,0.5,0.5,0.0,2,1,12,21,57.1,2,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,205,58,6,66.7,3,5,60.0,2,3,66.7,0.0,0,1,1,1
10,2022-04-21,Thu,Matchweek 30,Home,W 2–0,Burnley,Southampton,Y,FW,90,0,0,0,0,4,2,0,0,30,2,0,0,0.4,0.4,0.0,3,0,10,22,45.5,1,15,0,3,1,1,0,0,0,0,0,0,0,0,0,0,118,28,5,45.5,3,6,50.0,0,2,0.0,0.0,1,1,0,0
11,2022-04-24,Sun,Matchweek 34,Home,W 1–0,Burnley,Wolves,Y,LM,63,0,0,0,0,1,0,0,0,36,1,0,1,0.0,0.0,0.0,0,0,13,22,59.1,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,171,70,10,83.3,1,3,33.3,1,4,25.0,0.0,0,1,0,0
