,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
1,2021-10-03,Sun,Matchweek 7,Home,D 2–2,Crystal Palace,Leicester City,N,RW,38,1,0,0,0,3,1,0,0,27,0,0,0,0.4,0.4,0.2,4,1,16,22,72.7,3,16,2,0,0,1,1,0,1,0,0,0,0,1,0,0,247,122,8,100.0,4,9,44.4,2,3,66.7,0.1,2,2,2,0
2,2021-10-23,Sat,Matchweek 9,Home,D 1–1,Crystal Palace,Newcastle Utd,Y,RW,66,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.5,2,0,29,38,76.3,3,26,5,2,0,2,0,0,0,0,0,0,0,0,0,0,439,94,19,100.0,9,14,64.3,1,3,33.3,0.6,2,0,3,2
3,2021-11-20,Sat,Matchweek 12,Away,D 3–3,Crystal Palace,Burnley,N,"RM,RW",33,0,0,0,0,2,1,1,0,30,0,0,1,0.0,0.0,0.0,1,0,18,24,75.0,2,22,3,3,1,0,0,0,0,0,0,0,0,0,0,0,319,88,11,100.0,5,9,55.6,2,4,50.0,0.0,0,1,0,0
4,2021-11-27,Sat,Matchweek 13,Home,L 1–2,Crystal Palace,Aston Villa,Y,RW,86,0,0,0,0,0,0,0,0,82,1,0,1,0.0,0.0,0.0,2,0,56,72,77.8,9,60,6,5,0,2,0,0,0,0,0,0,0,0,0,0,878,241,33,94.3,19,25,76.0,3,7,42.9,0.1,0,4,1,0
6,2021-12-15,Wed,Matchweek 17,Home,D 2–2,Crystal Palace,Southampton,N,"RM,RW",16,0,0,0,0,0,0,0,0,21,2,0,0,0.0,0.0,0.0,0,0,12,16,75.0,1,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,98,23,5,100.0,1,2,50.0,1,2,50.0,0.0,0,0,1,0
7,2022-01-01,Sat,Matchweek 21,Home,L 2–3,Crystal Palace,West Ham,N,RM,23,1,1,0,0,1,1,0,0,16,0,0,0,0.0,0.0,0.7,3,2,11,14,78.6,1,8,3,2,1,3,0,0,0,0,2,0,0,0,0,0,231,97,4,100.0,3,4,75.0,3,5,60.0,0.3,1,0,1,1
8,2022-01-14,Fri,Matchweek 22,Away,D 1–1,Crystal Palace,Brighton,Y,RW,80,0,0,0,0,0,0,0,0,46,2,1,1,0.0,0.0,0.0,1,0,28,36,77.8,4,32,1,6,4,1,0,0,0,0,0,0,0,0,0,0,428,90,15,88.2,8,10,80.0,3,3,100.0,0.0,0,1,1,0
9,2022-01-23,Sun,Matchweek 23,Home,L 1–3,Crystal Palace,Liverpool,Y,RW,90,0,0,0,0,2,2,0,0,57,1,0,1,0.4,0.4,0.6,3,0,29,47,61.7,4,32,6,2,2,3,0,0,0,0,0,0,0,0,0,0,453,120,19,73.1,6,10,60.0,4,9,44.4,0.8,2,2,4,1
10,2022-02-09,Wed,Matchweek 24,Away,D 1–1,Crystal Palace,Norwich City,Y,RW,69,0,1,0,0,0,0,0,0,76,0,2,1,0.0,0.0,0.1,4,1,52,66,78.8,9,57,4,6,1,4,0,0,0,0,1,0,0,0,0,0,828,182,29,78.4,17,20,85.0,5,7,71.4,0.2,3,5,3,0
11,2022-02-12,Sat,Matchweek 25,Away,D 0–0,Crystal Palace,Brentford,N,RW,14,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,54,2,66.7,2,4,50.0,2,2,100.0,0.0,0,1,0,0
