,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-14,Sat,Matchweek 1,Home,W 1–0,Leicester City,Wolves,Y,FW,90,9,13,69.2,147,61,5,6,83.3,4,6,66.7,0,1,0.0,0,0.1,0.3,2,0,2,0,4,Match Report
1,2021-08-23,Mon,Matchweek 2,Away,L 1–4,Leicester City,West Ham,Y,FW,80,11,15,73.3,107,0,7,8,87.5,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
3,2021-09-11,Sat,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y,FW,90,11,13,84.6,213,20,5,5,100.0,4,6,66.7,2,2,100.0,0,0.0,0.1,1,0,1,1,0,Match Report
4,2021-09-19,Sun,Matchweek 5,Away,L 1–2,Leicester City,Brighton,Y,FW,90,13,15,86.7,174,8,8,8,100.0,2,2,100.0,1,1,100.0,0,0.1,0.1,2,0,0,0,1,Match Report
13,2021-12-01,Wed,Matchweek 14,Away,D 2–2,Leicester City,Southampton,Y,FW,90,11,23,47.8,143,61,5,12,41.7,2,3,66.7,1,2,50.0,0,0.1,0.0,2,1,0,0,1,Match Report
15,2021-12-12,Sun,Matchweek 16,Home,W 4–0,Leicester City,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2021-12-26,Sun,Matchweek 19,Away,L 3–6,Leicester City,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
25,2022-05-11,Wed,Matchweek 21,Home,W 3–0,Leicester City,Norwich City,Y,FW,90,7,10,70.0,154,22,1,1,100.0,4,5,80.0,2,2,100.0,0,0.0,0.1,0,0,1,1,0,Match Report
26,2022-05-15,Sun,Matchweek 37,Away,W 5–1,Leicester City,Watford,Y,FW,80,16,20,80.0,309,92,5,5,100.0,10,13,76.9,1,1,100.0,0,0.1,0.0,1,1,2,0,5,Match Report
28,2022-05-22,Sun,Matchweek 38,Home,W 4–1,Leicester City,Southampton,Y,FW,90,7,10,70.0,115,28,2,5,40.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Match Report
