,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2021-08-14,Sat,Matchweek 1,Home,W 3–0,Chelsea,Crystal Palace,Y,AM,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Match Report
2,2021-11-06,Sat,Matchweek 11,Home,D 1–1,Chelsea,Burnley,N,FW,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2021-11-20,Sat,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,N,FW,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
4,2021-11-28,Sun,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,N,"WB,AM",13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2021-12-01,Wed,Matchweek 14,Away,W 2–1,Chelsea,Watford,Y,"AM,WB",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
6,2021-12-04,Sat,Matchweek 15,Away,L 2–3,Chelsea,West Ham,N,AM,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
7,2021-12-11,Sat,Matchweek 16,Home,W 3–2,Chelsea,Leeds United,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
8,2021-12-16,Thu,Matchweek 17,Home,D 1–1,Chelsea,Everton,Y,"FW,WB",90,4,2,0,0,1,1,0,0,0,0,0,0,0,0,Match Report
9,2021-12-19,Sun,Matchweek 18,Away,D 0–0,Chelsea,Wolves,Y,FW,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2021-12-26,Sun,Matchweek 19,Away,W 3–1,Chelsea,Aston Villa,Y,"WB,FW",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2021-12-29,Wed,Matchweek 20,Home,D 1–1,Chelsea,Brighton,Y,WB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2022-01-02,Sun,Matchweek 21,Home,D 2–2,Chelsea,Liverpool,Y,"AM,WB",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2022-01-15,Sat,Matchweek 22,Away,L 0–1,Chelsea,Manchester City,Y,AM,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
