,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2022-08-06,Sat,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,Y,RB,90,60,77,77.9,1070,293,29,31,93.5,25,31,80.6,5,11,45.5,0,0.0,0.0,0,6,1,0,12,Match Report
1,2022-08-13,Sat,Matchweek 2,Home,W 2–1,Aston Villa,Everton,Y,RB,89,34,43,79.1,551,145,18,19,94.7,15,17,88.2,1,5,20.0,0,0.0,0.2,0,3,1,0,3,Match Report
2,2022-08-20,Sat,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,RB,90,26,44,59.1,476,217,9,12,75.0,17,22,77.3,0,4,0.0,0,0.2,0.1,2,2,2,2,2,Match Report
3,2022-08-28,Sun,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,Y,RB,90,38,49,77.6,590,125,19,21,90.5,16,20,80.0,2,6,33.3,0,0.0,0.0,0,2,0,0,2,Match Report
4,2022-08-31,Wed,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,RB,90,31,39,79.5,512,193,17,18,94.4,12,15,80.0,2,6,33.3,0,0.1,0.0,1,1,0,0,3,Match Report
5,2022-09-03,Sat,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,Y,RB,26,3,7,42.9,41,0,2,2,100.0,1,4,25.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
7,2022-10-10,Mon,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,Y,RB,90,46,59,78.0,901,304,17,20,85.0,20,22,90.9,7,14,50.0,0,0.0,0.0,0,3,2,0,6,Match Report
8,2022-10-16,Sun,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,Y,RB,90,37,50,74.0,705,318,18,19,94.7,17,21,81.0,2,8,25.0,0,0.1,0.1,3,3,3,3,3,Match Report
9,2022-10-20,Thu,Matchweek 12,Away,L 0–3,Aston Villa,Fulham,N,RB,45,13,18,72.2,187,91,7,7,100.0,6,8,75.0,0,1,0.0,0,0.0,0.0,0,2,0,0,3,Match Report
10,2022-10-23,Sun,Matchweek 13,Home,W 4–0,Aston Villa,Brentford,Y,RB,80,36,47,76.6,648,354,15,21,71.4,16,16,100.0,3,7,42.9,0,0.0,0.0,0,3,0,0,4,Match Report
11,2022-10-29,Sat,Matchweek 14,Away,L 0–4,Aston Villa,Newcastle Utd,Y,RB,68,27,38,71.1,430,181,15,17,88.2,10,13,76.9,2,5,40.0,0,0.0,0.0,0,2,1,1,1,Match Report
12,2022-11-06,Sun,Matchweek 15,Home,W 3–1,Aston Villa,Manchester Utd,Y,RB,90,35,42,83.3,621,213,15,16,93.8,17,22,77.3,3,3,100.0,0,0.0,0.0,0,2,0,0,2,Match Report
13,2022-11-13,Sun,Matchweek 16,Away,W 2–1,Aston Villa,Brighton,Y,"RB,CB",90,31,43,72.1,507,163,15,16,93.8,14,20,70.0,1,6,16.7,0,0.3,0.2,1,1,0,0,1,Match Report
