,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-06,Sat,Matchweek 1,Home,W 4–1,Tottenham,Southampton,Y,CB,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
1,2022-08-14,Sun,Matchweek 2,Away,D 2–2,Tottenham,Chelsea,Y,"CB,LB",90,2,1,0,0,1,0,0,2,1,0,0,1,0,0,Match Report
2,2022-08-20,Sat,Matchweek 3,Home,W 1–0,Tottenham,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
3,2022-08-28,Sun,Matchweek 4,Away,W 2–0,Tottenham,Nott'ham Forest,Y,CB,90,3,2,0,0,1,0,0,0,0,0,0,0,0,0,Match Report
4,2022-08-31,Wed,Matchweek 5,Away,D 1–1,Tottenham,West Ham,Y,CB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
5,2022-09-03,Sat,Matchweek 6,Home,W 2–1,Tottenham,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
7,2022-10-08,Sat,Matchweek 10,Away,W 1–0,Tottenham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
8,2022-10-15,Sat,Matchweek 11,Home,W 2–0,Tottenham,Everton,Y,CB,90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
9,2022-10-19,Wed,Matchweek 12,Away,L 0–2,Tottenham,Manchester Utd,Y,CB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
10,2022-10-23,Sun,Matchweek 13,Home,L 1–2,Tottenham,Newcastle Utd,N,CB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
11,2022-10-29,Sat,Matchweek 14,Away,W 3–2,Tottenham,Bournemouth,Y,CB,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
12,2022-11-06,Sun,Matchweek 15,Home,L 1–2,Tottenham,Liverpool,Y,CB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
13,2022-11-12,Sat,Matchweek 16,Home,W 4–3,Tottenham,Leeds United,Y,CB,90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
14,2022-12-26,Mon,Matchweek 17,Away,D 2–2,Tottenham,Brentford,N,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
15,2023-01-01,Sun,Matchweek 18,Home,L 0–2,Tottenham,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
16,2023-01-04,Wed,Matchweek 19,Away,W 4–0,Tottenham,Crystal Palace,N,CB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
17,2023-01-15,Sun,Matchweek 20,Home,L 0–2,Tottenham,Arsenal,N,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
18,2023-01-19,Thu,Matchweek 7,Away,L 2–4,Tottenham,Manchester City,Y,CB,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
19,2023-01-23,Mon,Matchweek 21,Away,W 1–0,Tottenham,Fulham,Y,CB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
20,2023-02-05,Sun,Matchweek 22,Home,W 1–0,Tottenham,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
21,2023-02-11,Sat,Matchweek 23,Away,L 1–4,Tottenham,Leicester City,Y,"CB,LB",90,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Match Report
22,2023-02-19,Sun,Matchweek 24,Home,W 2–0,Tottenham,West Ham,Y,"WB,CB",90,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
23,2023-02-26,Sun,Matchweek 25,Home,W 2–0,Tottenham,Chelsea,Y,WB,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
24,2023-03-04,Sat,Matchweek 26,Away,L 0–1,Tottenham,Wolves,Y,CB,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
25,2023-03-11,Sat,Matchweek 27,Home,W 3–1,Tottenham,Nott'ham Forest,Y,WB,90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
26,2023-03-18,Sat,Matchweek 28,Away,D 3–3,Tottenham,Southampton,Y,WB,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
28,2023-04-23,Sun,Matchweek 32,Away,L 1–6,Tottenham,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
29,2023-04-27,Thu,Matchweek 33,Home,D 2–2,Tottenham,Manchester Utd,N,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
30,2023-04-30,Sun,Matchweek 34,Away,L 3–4,Tottenham,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
31,2023-05-06,Sat,Matchweek 35,Home,W 1–0,Tottenham,Crystal Palace,Y,LM,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
32,2023-05-13,Sat,Matchweek 36,Away,L 1–2,Tottenham,Aston Villa,Y,LM,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
33,2023-05-20,Sat,Matchweek 37,Home,L 1–3,Tottenham,Brentford,Y,LB,84,3,2,1,0,0,0,0,0,0,0,0,0,0,0,Match Report
34,2023-05-28,Sun,Matchweek 38,Away,W 4–1,Tottenham,Leeds United,Y,LB,90,2,2,0,0,0,0,0,1,1,0,0,0,0,0,Match Report
