,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
4,2022-09-01,Thu,Matchweek 5,Home,L 0–1,Leicester City,Manchester Utd,Y,FW,86,7,15,46.7,122,14,3,5,60.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
7,2022-10-03,Mon,Matchweek 9,Home,W 4–0,Leicester City,Nott'ham Forest,Y,FW,61,3,7,42.9,27,1,1,3,33.3,1,1,100.0,0,1,0.0,1,0.1,0.0,1,0,0,0,0,Match Report
12,2022-10-29,Sat,Matchweek 14,Home,L 0–1,Leicester City,Manchester City,Y,FW,70,5,10,50.0,63,19,4,5,80.0,1,3,33.3,0,1,0.0,0,0.1,0.0,1,0,1,0,1,Match Report
15,2022-12-26,Mon,Matchweek 17,Home,L 0–3,Leicester City,Newcastle Utd,N,FW,45,3,6,50.0,86,18,0,1,0.0,2,4,50.0,1,1,100.0,0,0.0,0.1,0,0,1,1,0,Match Report
16,2022-12-30,Fri,Matchweek 18,Away,L 1–2,Leicester City,Liverpool,N,FW,76,5,7,71.4,103,64,2,3,66.7,2,3,66.7,1,1,100.0,0,0.0,0.1,0,2,0,0,2,Match Report
17,2023-01-03,Tue,Matchweek 19,Home,L 0–1,Leicester City,Fulham,Y,FW,90,3,10,30.0,44,10,1,3,33.3,2,3,66.7,0,2,0.0,0,0.1,0.0,1,0,1,0,1,Match Report
20,2023-02-04,Sat,Matchweek 22,Away,W 4–2,Leicester City,Aston Villa,N,FW,24,3,7,42.9,87,38,1,2,50.0,0,2,0.0,2,2,100.0,0,0.1,0.0,1,2,0,0,1,Match Report
24,2023-03-04,Sat,Matchweek 26,Away,L 0–1,Leicester City,Southampton,N,FW,23,6,10,60.0,64,18,5,7,71.4,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,Match Report
26,2023-03-18,Sat,Matchweek 28,Away,D 1–1,Leicester City,Brentford,N,FW,25,1,5,20.0,23,0,0,2,0.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Match Report
27,2023-04-01,Sat,Matchweek 29,Away,L 1–2,Leicester City,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
28,2023-04-04,Tue,Matchweek 7,Home,L 1–2,Leicester City,Aston Villa,Y,FW,75,3,7,42.9,22,7,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Match Report
31,2023-04-22,Sat,Matchweek 32,Home,W 2–1,Leicester City,Wolves,Y,FW,45,4,6,66.7,96,18,0,1,0.0,3,3,100.0,1,1,100.0,0,0.4,0.1,1,0,0,0,1,Match Report
35,2023-05-15,Mon,Matchweek 36,Home,L 0–3,Leicester City,Liverpool,Y,FW,90,4,5,80.0,76,2,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Match Report
