,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,TotDist,PrgDist,Cmp.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,KP,1/3,PPA,CrsPA
0,2022-08-06,Sat,Matchweek 1,Home,W 4–1,Tottenham,Southampton,Y,CB,85,0,0,0,0,1,1,0,0,78,1,0,0,0.0,0.0,0.0,1,0,62,72,86.1,11,38,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1242,546,17,85.0,33,37,89.2,10,10,100.0,0.0,1,5,1,1
1,2022-08-14,Sun,Matchweek 2,Away,D 2–2,Tottenham,Chelsea,Y,"CB,LB",90,0,1,0,0,1,1,0,0,52,4,1,0,0.1,0.1,0.0,2,2,24,34,70.6,2,22,1,1,0,1,0,0,0,0,1,0,0,1,0,0,400,110,10,83.3,10,13,76.9,3,6,50.0,0.0,1,2,0,0
2,2022-08-20,Sat,Matchweek 3,Home,W 1–0,Tottenham,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,0,0,50,61,82.0,3,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,852,278,25,92.6,22,25,88.0,3,6,50.0,0.0,0,2,0,0
3,2022-08-28,Sun,Matchweek 4,Away,W 2–0,Tottenham,Nott'ham Forest,Y,CB,90,0,0,0,0,1,0,0,0,43,1,3,1,0.1,0.1,0.0,3,0,29,33,87.9,2,16,2,1,0,2,0,0,0,0,0,0,0,0,0,0,539,220,12,85.7,14,14,100.0,3,4,75.0,0.0,0,1,0,0
4,2022-08-31,Wed,Matchweek 5,Away,D 1–1,Tottenham,West Ham,Y,CB,90,0,0,0,0,0,0,1,0,65,0,0,0,0.0,0.0,0.1,2,0,52,58,89.7,5,36,2,0,0,2,0,0,0,0,0,0,0,0,0,0,866,309,22,91.7,23,23,100.0,5,8,62.5,0.1,2,2,1,1
6,2022-10-08,Sat,Matchweek 10,Away,W 1–0,Tottenham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,59,0,0,2,0.0,0.0,0.0,0,0,47,54,87.0,5,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,652,190,29,100.0,14,16,87.5,2,5,40.0,0.0,0,6,0,0
7,2022-10-15,Sat,Matchweek 11,Home,W 2–0,Tottenham,Everton,Y,CB,90,0,0,0,0,0,0,0,0,84,0,0,0,0.0,0.0,0.3,4,0,78,84,92.9,12,60,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1312,466,33,100.0,35,38,92.1,7,10,70.0,0.1,3,10,1,0
8,2022-10-19,Wed,Matchweek 12,Away,L 0–2,Tottenham,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,64,1,2,2,0.0,0.0,0.3,2,0,44,57,77.2,3,35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,663,279,24,88.9,15,16,93.8,2,8,25.0,0.2,2,3,0,0
9,2022-10-23,Sun,Matchweek 13,Home,L 1–2,Tottenham,Newcastle Utd,N,CB,10,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,42,6,100.0,1,2,50.0,1,1,100.0,0.0,0,1,0,0
10,2022-10-29,Sat,Matchweek 14,Away,W 3–2,Tottenham,Bournemouth,Y,CB,90,1,0,0,0,3,1,0,0,81,0,0,4,0.3,0.3,0.0,2,0,61,69,88.4,6,61,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1003,253,32,100.0,26,28,92.9,3,6,50.0,0.0,0,7,0,0
11,2022-11-06,Sun,Matchweek 15,Home,L 1–2,Tottenham,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,69,1,2,2,0.0,0.0,0.0,1,0,46,58,79.3,8,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,832,294,18,78.3,24,27,88.9,3,6,50.0,0.0,0,3,0,0
12,2022-11-12,Sat,Matchweek 16,Home,W 4–3,Tottenham,Leeds United,Y,CB,90,1,0,0,0,1,1,0,0,87,2,2,0,0.1,0.1,0.5,3,1,69,78,88.5,5,43,1,3,1,3,0,0,0,0,1,0,0,0,0,0,1142,357,37,94.9,27,30,90.0,5,7,71.4,0.2,2,5,0,0
13,2023-01-01,Sun,Matchweek 18,Home,L 0–2,Tottenham,Aston Villa,Y,CB,90,0,0,0,0,0,0,1,0,76,3,0,0,0.0,0.0,0.0,0,0,56,67,83.6,9,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,944,330,29,85.3,23,27,85.2,4,5,80.0,0.0,0,7,0,0
14,2023-01-15,Sun,Matchweek 20,Home,L 0–2,Tottenham,Arsenal,N,CB,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,1,50.0,1,1,100.0,0,1,0.0,0.0,0,0,0,0
15,2023-01-19,Thu,Matchweek 7,Away,L 2–4,Tottenham,Manchester City,Y,CB,77,0,0,0,0,0,0,0,0,41,0,2,0,0.0,0.0,0.1,1,0,31,37,83.8,2,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,516,141,11,84.6,13,14,92.9,3,4,75.0,0.2,1,2,0,0
16,2023-01-23,Mon,Matchweek 21,Away,W 1–0,Tottenham,Fulham,Y,CB,90,0,0,0,0,1,0,0,0,57,0,0,1,0.1,0.1,0.4,1,0,38,47,80.9,1,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,552,243,22,88.0,15,17,88.2,0,3,0.0,0.2,1,0,0,0
17,2023-02-05,Sun,Matchweek 22,Home,W 1–0,Tottenham,Manchester City,Y,CB,90,0,0,0,0,1,0,0,0,40,1,0,0,0.1,0.1,0.0,0,0,26,34,76.5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,154,15,93.8,10,12,83.3,1,4,25.0,0.0,0,1,0,0
18,2023-02-11,Sat,Matchweek 23,Away,L 1–4,Tottenham,Leicester City,Y,"CB,LB",90,0,0,0,0,1,0,0,0,55,1,1,0,0.1,0.1,0.0,1,1,39,48,81.3,6,31,2,2,2,0,0,0,0,0,0,0,0,1,0,0,623,219,21,91.3,17,18,94.4,0,6,0.0,0.0,0,3,0,0
19,2023-02-19,Sun,Matchweek 24,Home,W 2–0,Tottenham,West Ham,Y,"WB,CB",90,0,1,0,0,1,0,0,0,52,0,0,2,0.0,0.0,0.3,2,1,24,38,63.2,2,23,2,1,0,2,0,0,0,0,1,0,0,0,0,0,312,85,16,80.0,7,13,53.8,0,3,0.0,0.1,1,0,1,0
20,2023-03-04,Sat,Matchweek 26,Away,L 0–1,Tottenham,Wolves,Y,CB,84,0,0,0,0,1,0,0,0,41,0,0,0,0.0,0.0,0.0,1,0,33,37,89.2,6,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,674,170,11,91.7,19,20,95.0,3,3,100.0,0.0,0,5,0,0
21,2023-03-11,Sat,Matchweek 27,Home,W 3–1,Tottenham,Nott'ham Forest,Y,WB,90,0,0,0,0,2,1,0,0,55,0,1,0,0.1,0.1,0.0,3,1,33,47,70.2,5,30,0,0,0,3,0,0,0,0,1,0,0,0,0,0,517,156,16,88.9,15,22,68.2,1,5,20.0,0.1,1,1,1,0
22,2023-03-18,Sat,Matchweek 28,Away,D 3–3,Tottenham,Southampton,Y,WB,36,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.2,1,0,7,9,77.8,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,56,3,100.0,3,4,75.0,1,1,100.0,0.0,1,0,1,1
24,2023-04-30,Sun,Matchweek 34,Away,L 3–4,Tottenham,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,37,3,0,1,0.0,0.0,0.0,0,0,19,29,65.5,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,319,139,11,91.7,6,9,66.7,2,4,50.0,0.0,0,2,0,0
25,2023-05-06,Sat,Matchweek 35,Home,W 1–0,Tottenham,Crystal Palace,Y,LM,90,0,0,0,0,0,0,1,0,66,2,2,0,0.0,0.0,0.0,1,0,41,58,70.7,4,35,5,2,1,1,0,0,0,0,0,0,0,0,0,0,733,162,14,70.0,19,24,79.2,4,7,57.1,0.0,1,4,0,0
26,2023-05-13,Sat,Matchweek 36,Away,L 1–2,Tottenham,Aston Villa,Y,LM,89,0,0,0,0,0,0,0,0,33,2,0,0,0.0,0.0,0.0,0,0,23,30,76.7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,29,6,75.0,17,18,94.4,0,2,0.0,0.0,0,0,0,0
27,2023-05-20,Sat,Matchweek 37,Home,L 1–3,Tottenham,Brentford,Y,LB,84,0,0,0,0,0,0,0,0,57,1,0,0,0.0,0.0,0.1,3,0,41,51,80.4,1,34,4,0,0,2,1,0,0,0,0,0,0,0,0,0,643,296,24,100.0,15,17,88.2,2,7,28.6,0.2,1,4,2,2
28,2023-05-28,Sun,Matchweek 38,Away,W 4–1,Tottenham,Leeds United,Y,LB,90,0,0,0,0,0,0,0,0,53,3,0,1,0.0,0.0,0.1,2,1,32,41,78.0,4,16,0,1,0,2,0,0,0,0,1,0,0,0,0,0,527,302,17,85.0,14,16,87.5,1,4,25.0,0.0,1,3,1,1
