,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
2,2022-08-21,Sun,Matchweek 3,Home,D 3–3,Newcastle Utd,Manchester City,N,FW,21,7,9,77.8,108,62,5,7,71.4,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Match Report
7,2022-10-01,Sat,Matchweek 9,Away,W 4–1,Newcastle Utd,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
14,2022-11-12,Sat,Matchweek 16,Home,W 1–0,Newcastle Utd,Chelsea,Y,FW,75,13,15,86.7,146,4,8,9,88.9,2,3,66.7,1,1,100.0,0,0.2,0.2,1,1,0,0,0,Match Report
15,2022-12-26,Mon,Matchweek 17,Away,W 3–0,Newcastle Utd,Leicester City,Y,FW,87,15,24,62.5,168,29,9,14,64.3,3,6,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Match Report
16,2022-12-31,Sat,Matchweek 18,Home,D 0–0,Newcastle Utd,Leeds United,Y,FW,63,7,10,70.0,97,16,3,5,60.0,2,2,100.0,1,2,50.0,0,0.0,0.0,1,0,1,0,1,Match Report
19,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
21,2023-02-05,Sun,Matchweek 22,Home,W 1–0,Nott'ham Forest,Leeds United,Y,FW,72,8,15,53.3,89,8,7,10,70.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Match Report
22,2023-02-11,Sat,Matchweek 23,Away,L 0–2,Nott'ham Forest,Fulham,Y,FW,62,5,9,55.6,101,6,2,4,50.0,1,3,33.3,1,1,100.0,0,0.1,0.0,1,1,0,0,0,Match Report
