,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2023-02-04,Sat,Matchweek 22,Away,L 0–3,Southampton,Brentford,N,LM,45,7,15,46.7,104,12,4,7,57.1,1,2,50.0,1,3,33.3,0,0.0,0.0,1,1,0,0,1,Match Report
1,2023-02-11,Sat,Matchweek 23,Home,L 1–2,Southampton,Wolves,Y,FW,90,24,32,75.0,426,89,12,17,70.6,8,9,88.9,4,4,100.0,0,0.1,0.2,1,2,1,0,4,Match Report
2,2023-02-18,Sat,Matchweek 24,Away,W 1–0,Southampton,Chelsea,Y,FW,58,7,9,77.8,96,8,3,3,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,1,0,0,0,0,Match Report
3,2023-02-25,Sat,Matchweek 25,Away,L 0–1,Southampton,Leeds United,Y,FW,62,7,10,70.0,126,48,4,4,100.0,2,3,66.7,1,2,50.0,0,0.1,0.0,2,1,1,0,3,Match Report
4,2023-03-04,Sat,Matchweek 26,Home,W 1–0,Southampton,Leicester City,Y,LW,79,12,20,60.0,140,40,8,11,72.7,3,4,75.0,0,2,0.0,0,0.0,0.0,0,0,0,0,1,Match Report
5,2023-03-12,Sun,Matchweek 27,Away,D 0–0,Southampton,Manchester Utd,Y,LW,75,16,21,76.2,219,56,5,6,83.3,8,9,88.9,0,2,0.0,0,0.0,0.0,1,1,2,0,5,Match Report
6,2023-03-15,Wed,Matchweek 7,Home,L 0–2,Southampton,Brentford,Y,LW,90,30,39,76.9,465,89,17,19,89.5,7,9,77.8,3,6,50.0,0,0.0,0.1,1,3,2,1,6,Match Report
8,2023-04-02,Sun,Matchweek 29,Away,L 0–1,Southampton,West Ham,N,LM,37,7,10,70.0,115,22,2,2,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0,1,1,0,3,Match Report
9,2023-04-08,Sat,Matchweek 30,Home,L 1–4,Southampton,Manchester City,Y,FW,68,5,9,55.6,115,17,2,2,100.0,2,4,50.0,1,2,50.0,0,0.0,0.0,1,0,0,0,0,Match Report
10,2023-04-15,Sat,Matchweek 31,Home,L 0–2,Southampton,Crystal Palace,Y,"LM,RW",79,23,28,82.1,380,99,12,14,85.7,9,10,90.0,2,2,100.0,0,0.1,0.0,2,1,2,0,7,Match Report
13,2023-04-30,Sun,Matchweek 34,Away,L 1–3,Southampton,Newcastle Utd,Y,FW,69,8,14,57.1,117,26,5,7,71.4,1,3,33.3,1,2,50.0,1,0.7,0.6,1,0,0,0,0,Match Report
15,2023-05-13,Sat,Matchweek 36,Home,L 0–2,Southampton,Fulham,N,RW,29,11,15,73.3,156,24,8,9,88.9,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,1,0,2,Match Report
